19376,2027,201,0,106,11,1,29,127,0,36,39,147,18,17,25,18,25,21,553,1,9,8,0,1,0,30,4,0,1,0,2,0,0,0,1,2,1,2,1,0,0,1,0,0,2,0,0,2,1,-0.8522,166.8000,0,88,0.8890
19376,2028,201,0,106,11,1,50,198,0,41,29,220,28,17,29,22,66,55,748,2,7,7,3,2,0,26,9,0,5,3,3,0,0,1,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0.8545,212.4000,0,152,0.9831
19376,2029,201,0,106,11,1,20,98,0,34,8,112,25,14,27,13,29,20,374,0,5,5,1,2,0,22,9,0,0,2,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,-1.5961,122.7000,0,60,0.1735
19376,2029,129,0,104,5,1,24,94,0,25,8,112,0,16,13,10,28,32,422,1,27,0,2,3,17,18,6,1,0,1,0,0,0,1,1,1,24,4,0,18,1,27,0,0,0,0,0,6,1,-0.3234,206.8000,0,73,0.0865
19376,2029,117,0,103,4,1,2,6,0,0,0,6,0,0,0,0,4,2,18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0.0929,4.1000,0,6,0.0396
19376,2030,129,0,104,5,1,60,246,0,67,18,273,33,24,40,36,91,66,1049,1,16,12,4,4,3,50,12,0,2,2,3,1,1,0,2,0,3,4,1,3,0,4,0,0,3,1,1,0,0,-0.6932,298.2000,0,181,0.5012
19376,2031,129,0,104,5,1,4,16,0,6,0,17,0,0,4,4,7,4,54,0,3,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,-0.1112,32.5000,0,12,0.0992
19376,2031,117,0,103,4,1,37,139,0,33,23,160,0,16,10,10,56,30,538,2,31,0,6,4,14,26,4,2,3,1,2,0,0,5,1,0,27,1,0,16,2,31,0,0,1,1,1,6,2,2.0009,400.9000,0,113,0.8910
19376,2032,61,0,102,3,1,41,163,0,42,19,196,0,30,26,24,63,37,653,1,40,0,3,4,19,33,5,3,0,2,2,0,0,5,3,0,32,4,0,24,5,40,0,0,2,0,1,9,1,-0.6954,440.7000,0,124,-0.0782
19376,2034,61,0,102,3,1,9,34,0,6,4,40,0,6,2,2,16,8,135,2,10,0,0,0,8,4,2,0,0,0,0,0,0,1,0,0,9,1,0,8,0,10,0,0,0,0,0,1,0,0.4004,46.6000,0,29,0.1003
19376,2034,61,0,102,3,2,2,9,0,2,3,11,0,2,1,1,4,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0000,14.6000,0,7,0.0000
19376,2034,61,0,102,3,3,7,25,0,4,1,29,0,4,1,1,12,8,0,1,10,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0.0000,32.0000,0,22,0.0000
19377,2026,201,0,106,11,1,49,213,0,66,59,226,51,12,30,26,37,44,830,0,9,9,2,2,0,46,13,0,0,0,7,0,0,0,1,1,0,4,2,0,0,0,0,0,1,1,0,0,0,-0.7979,267.4000,0,147,1.4627
19377,2027,201,0,106,11,1,42,162,0,43,50,178,32,14,21,21,33,37,684,1,9,9,2,2,0,33,5,0,2,1,4,0,0,1,1,0,0,2,4,0,0,0,0,0,2,3,0,0,0,-0.3414,173.2000,0,127,1.4463
19377,2028,201,0,106,11,1,57,227,0,54,28,249,26,19,27,21,89,52,800,2,8,8,2,5,0,33,17,1,2,2,2,0,0,2,0,0,0,3,4,0,0,0,3,0,2,0,0,0,0,-0.4193,293.7000,0,173,1.2821
19377,2029,201,0,106,11,1,11,42,0,8,10,43,9,1,1,1,15,7,164,0,2,2,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3886,39.2000,0,33,0.5890
19377,2029,170,0,105,6,1,4,19,0,6,0,23,4,3,2,2,9,5,84,2,1,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292,32.9000,0,14,0.0286
19377,2029,149,0,104,5,1,68,273,0,77,19,302,30,23,41,32,96,79,1058,2,13,13,5,3,0,56,13,0,4,3,5,0,0,0,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,-0.4874,322.2000,0,206,0.8182
19377,2030,116,0,103,4,1,82,349,0,104,24,379,52,29,60,56,135,81,1377,0,16,16,5,5,0,77,18,0,1,6,3,0,0,1,3,0,0,5,5,0,0,0,0,0,4,0,0,0,0,-1.6772,376.8000,0,246,1.4169
19377,2030,72,0,102,3,1,12,51,0,17,2,55,13,3,8,8,16,16,178,0,2,2,2,0,0,14,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,-0.1244,59.2000,0,36,0.2692
19377,2031,116,0,103,4,1,25,96,0,26,6,105,3,7,8,7,39,24,346,0,4,4,1,3,0,20,5,0,2,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0.3879,118.7000,0,75,0.4023
19377,2031,72,0,102,3,1,151,599,0,160,35,646,133,41,61,48,240,155,2160,1,23,23,15,3,0,123,24,0,4,7,6,0,1,0,4,1,0,15,16,0,0,0,0,0,2,1,0,0,0,1.3747,682.7000,0,454,2.9305
19377,2032,72,0,102,3,1,128,494,0,119,50,520,69,24,49,44,181,139,1766,2,19,19,8,6,0,84,24,0,2,3,8,0,0,0,3,0,0,8,12,0,0,0,2,1,2,1,0,0,0,1.2349,494.7000,0,386,2.7515
19377,2032,47,0,101,2,1,64,265,0,85,21,287,49,19,35,28,87,68,947,1,10,10,5,3,0,65,12,0,3,5,3,0,0,1,2,0,0,11,5,0,0,0,0,0,0,0,0,0,0,-0.5473,273.8000,0,193,1.1621
19377,2033,47,0,101,2,1,36,147,0,41,12,155,16,7,13,12,51,42,572,1,6,6,3,2,0,29,8,0,1,2,2,0,0,0,2,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0.2762,171.4000,0,109,0.7412
19377,2033,20,0,100,1,1,61,239,0,53,66,253,0,12,24,23,53,63,980,1,59,0,3,1,0,34,9,0,2,2,8,0,0,0,7,0,11,2,0,2,2,59,0,0,2,1,9,26,6,-0.0462,213.0000,0,184,1.0057
19377,2033,20,0,100,1,3,41,155,0,32,44,168,0,11,17,17,37,40,0,1,48,0,0,0,0,18,7,0,2,2,5,0,0,0,4,0,0,2,0,0,0,48,0,0,0,0,0,10,3,0.0000,130.4000,0,124,0.0000
19377,2033,20,0,100,1,2,20,84,0,21,22,85,0,1,7,6,16,23,0,0,52,0,0,0,0,16,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,52,0,0,0,0,0,16,3,0.0000,82.6000,0,60,0.0000
19377,2033,20,0,100,1,21,2,9,0,3,2,11,0,1,3,3,3,2,37,1,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,-0.0984,11.1000,0,7,0.0000
19377,2034,20,0,100,1,1,139,550,0,148,127,593,82,35,63,62,142,137,2187,2,49,19,12,7,1,105,21,3,3,2,20,1,0,0,4,2,9,10,9,3,2,30,1,1,2,1,6,29,5,-0.9761,614.9000,0,419,1.9415
19377,2034,20,0,100,1,2,52,204,0,54,54,220,62,13,26,26,53,46,0,1,49,19,0,0,0,37,9,2,1,1,7,0,0,0,2,0,0,2,0,0,0,30,0,0,0,0,0,21,5,0.0000,230.9000,0,157,0.0000
19377,2034,20,0,100,1,3,87,346,0,94,73,373,20,22,37,36,89,91,0,1,40,19,0,0,0,68,12,1,2,1,13,1,0,0,2,2,0,8,0,0,0,21,0,0,0,0,0,8,0,0.0000,384.0000,0,262,0.0000
19377,2034,20,0,100,1,21,1,9,0,4,3,9,0,0,4,4,1,1,32,2,1,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2829,8.0000,0,5,0.0000
19379,2026,204,0,106,11,1,50,207,0,61,46,246,39,30,42,39,52,44,834,2,9,7,1,3,0,45,13,1,3,0,3,0,0,2,3,5,2,6,2,0,0,2,0,0,0,1,0,3,2,-0.9191,271.6000,0,152,1.1919
19379,2027,204,0,106,11,1,16,72,0,25,13,86,11,9,22,17,21,12,302,0,5,5,0,2,0,20,2,0,2,0,3,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.5676,91.3000,0,48,0.1252
19379,2028,204,0,106,11,1,42,162,0,36,21,185,27,21,18,16,45,53,638,0,8,8,3,2,0,22,12,0,1,1,1,0,0,0,0,1,0,3,2,0,0,0,0,0,2,3,0,0,0,-0.0477,191.2000,0,126,0.6080
19379,2029,204,0,106,11,1,29,118,0,29,14,133,19,12,14,12,34,39,498,2,6,6,1,1,0,20,8,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0523,151.2000,0,89,0.6183
19379,2029,150,0,104,5,1,52,237,0,91,11,278,23,33,60,52,76,62,963,0,15,15,1,11,0,71,8,1,7,7,5,0,0,1,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,-2.5113,269.6000,0,156,-0.0749
19379,2030,178,0,105,6,1,6,27,0,9,0,29,0,2,2,1,10,7,84,0,1,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.0536,35.8000,0,18,0.0836
19379,2030,150,0,104,5,1,65,267,0,81,20,296,60,23,39,34,92,71,1038,0,14,14,5,4,0,65,10,0,3,3,3,0,0,1,1,3,0,5,3,0,0,0,0,0,3,1,0,0,0,-0.5147,289.1000,0,195,0.7646
19379,2031,163,0,105,6,1,3,13,0,4,1,13,0,0,0,0,4,4,31,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.2572,21.9000,0,9,0.1137
19380,2026,204,0,106,11,1,43,183,0,56,45,213,54,25,37,32,42,38,760,1,14,7,4,3,0,40,11,0,2,1,4,0,0,0,4,3,5,3,0,0,0,7,0,0,1,1,0,4,0,-0.8530,239.3000,0,130,0.8986
19380,2027,204,0,106,11,1,54,224,0,65,56,260,53,27,49,41,41,57,941,0,10,10,2,4,0,39,16,0,3,3,7,1,0,3,2,6,0,8,1,0,0,0,0,0,5,0,0,0,0,-2.5933,308.8000,0,162,1.1519
19380,2028,204,0,106,11,1,55,203,0,43,36,218,52,14,11,10,59,64,732,0,9,9,5,0,0,36,5,0,1,1,1,1,0,0,2,0,0,6,5,0,0,0,0,0,1,0,0,0,0,1.5265,219.4000,0,165,1.7045
19380,2029,204,0,106,11,1,5,23,0,6,4,23,6,0,3,3,7,5,82,1,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0501,17.5000,0,16,0.1030
19380,2029,179,0,105,6,1,5,20,0,6,1,22,6,2,4,4,8,5,80,0,1,1,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2623,17.9000,0,15,-0.1545
19380,2029,132,0,104,5,1,11,52,0,18,1,60,6,7,14,13,23,9,218,1,3,3,0,3,0,14,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.7910,54.1000,0,34,-0.0615
19380,2030,132,0,104,5,1,71,289,0,83,25,332,42,38,54,50,106,74,1163,1,15,15,2,5,0,67,10,0,4,3,3,1,0,0,7,1,0,4,2,0,0,0,0,0,4,2,0,0,0,-1.2694,339.3000,0,214,0.5379
19380,2031,179,0,105,6,1,45,187,0,57,10,204,13,14,32,29,70,51,729,1,9,9,1,5,0,41,11,0,3,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,-0.9907,207.9000,0,136,0.5586
19380,2031,132,0,104,5,1,34,131,0,33,13,152,16,20,17,15,53,33,577,1,7,7,1,3,0,25,4,0,1,1,3,1,0,0,2,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0.0545,158.9000,0,103,0.0884
19380,2032,132,0,104,5,1,30,109,0,21,14,130,13,20,13,11,48,23,483,0,6,6,2,2,0,18,2,0,1,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0.3499,139.2000,0,90,0.4514
19380,2032,100,0,103,4,1,33,133,0,34,16,147,17,13,14,11,50,30,519,2,6,6,3,2,0,26,4,0,0,1,3,0,0,0,0,1,0,2,2,0,0,0,0,0,2,1,0,0,0,0.6698,157.8000,0,101,0.3446
19380,2032,63,0,102,3,1,12,47,0,10,4,56,4,8,6,5,20,13,192,2,2,2,0,1,0,8,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.0358,62.1000,0,38,0.1453
19380,2033,100,0,103,4,1,99,380,0,92,46,425,77,39,45,36,132,103,1488,1,17,17,10,5,0,69,14,0,4,5,4,0,0,0,4,2,0,12,10,0,0,0,0,0,4,1,0,0,0,-0.0442,441.5000,0,298,1.6981
19380,2033,63,0,102,3,1,35,147,0,45,13,161,15,13,17,14,50,38,581,2,6,6,1,1,0,34,6,0,1,3,2,1,0,0,0,0,0,3,2,0,0,0,0,0,5,1,0,0,0,-0.2037,183.6000,0,107,0.5495
19380,2033,26,0,100,1,1,11,41,0,9,9,48,0,4,6,6,11,13,195,0,7,0,1,0,1,6,1,0,1,0,2,0,0,0,0,2,3,0,0,1,0,7,0,0,0,0,0,3,1,-0.0480,51.1000,0,33,-0.1135
19380,2033,26,0,100,1,2,6,22,0,4,4,26,0,2,2,2,5,10,0,1,7,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,1,0.0000,30.2000,0,19,0.0000
19380,2033,26,0,100,1,3,4,19,0,5,5,22,0,2,4,4,6,3,0,2,7,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0.0000,20.9000,0,14,0.0000
19380,2034,65,0,102,3,1,77,318,0,92,29,349,40,28,48,42,93,100,1279,0,15,15,7,3,0,65,19,0,2,6,2,0,0,0,2,1,0,4,6,0,0,0,0,0,5,1,0,0,0,-0.3313,395.9000,0,231,1.4887
19380,2034,65,0,102,3,3,44,179,0,52,14,195,21,14,25,20,58,53,0,0,15,15,0,0,0,40,9,0,1,2,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0000,217.3000,0,132,0.0000
19380,2034,65,0,102,3,2,33,139,0,40,15,154,19,14,23,22,35,47,0,0,15,15,0,0,0,25,10,0,1,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0000,178.6000,0,99,0.0000
