12252,2034,219,10679,106,11,0,5,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2244,0
12252,2034,219,10680,106,11,0,5,4,2,0,5,0,1,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0.0643,0
12252,2034,219,10696,106,11,0,5,5,1,0,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.0394,0
12252,2034,219,10697,106,11,0,5,4,4,0,5,0,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0.0565,0
12252,2034,219,10762,106,11,0,5,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325,0
12252,2034,219,10763,106,11,0,5,4,1,0,6,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.0497,0
12252,2034,219,10764,106,11,0,5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273,0
12252,2034,219,10798,106,11,0,5,3,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0849,0
12252,2034,219,10799,106,11,0,5,5,2,1,5,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0730,0
12252,2034,219,10800,106,11,0,5,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0895,0
12252,2034,219,10843,106,11,0,5,4,0,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0371,0
12252,2034,219,10844,106,11,0,5,4,2,0,5,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0.0990,0
12252,2034,219,10845,106,11,0,5,4,2,0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0540,0
12252,2034,219,10900,106,11,0,5,3,1,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0123,0
12252,2034,219,10901,106,11,0,5,1,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0789,0
12257,2034,219,10537,106,11,0,7,2,0,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1183,0
12257,2034,219,10538,106,11,0,7,4,0,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0163,0
12257,2034,219,10601,106,11,0,7,4,2,1,5,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.0187,0
12257,2034,219,10602,106,11,0,7,5,2,0,5,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0656,0
12257,2034,219,10603,106,11,0,7,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1040,0
12257,2034,219,10621,106,11,0,7,3,0,3,5,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,-0.0782,0
12257,2034,219,10678,106,11,0,7,6,1,0,7,0,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,-0.0412,0
12257,2034,219,10679,106,11,0,7,3,2,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1264,0
12257,2034,219,10680,106,11,0,7,4,1,0,5,0,1,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0.1652,0
12257,2034,219,10696,106,11,0,7,5,2,0,5,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0292,0
12257,2034,219,10697,106,11,0,7,4,2,0,5,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0.0615,0
12257,2034,219,10698,106,11,0,7,3,1,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0046,0
12257,2034,219,10763,106,11,0,7,6,1,1,6,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,-0.0578,0
12257,2034,219,10764,106,11,0,7,6,1,0,6,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0786,0
12257,2034,219,10798,106,11,0,7,3,0,0,4,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0263,0
12257,2034,219,10799,106,11,0,7,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696,0
12257,2034,219,10800,106,11,0,7,3,0,0,4,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.0544,0
12257,2034,219,10843,106,11,0,7,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072,0
12257,2034,219,10845,106,11,0,7,4,1,1,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.1318,0
12257,2034,219,10900,106,11,0,7,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595,0
12257,2034,219,10901,106,11,0,7,5,1,0,5,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0838,0
12257,2034,219,10902,106,11,0,7,3,2,1,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1057,0
12257,2034,219,10978,106,11,0,7,3,1,0,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0528,0
12257,2034,219,10979,106,11,0,7,5,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1610,0
12257,2034,219,10980,106,11,0,7,4,0,1,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0122,0
