league_id,sub_league_id,year,all_star_pos,all_star
100,0,2022,9,140
100,0,2022,10,213
100,0,2022,11,243
100,0,2022,12,307
100,0,2022,13,365
100,0,2022,14,418
100,0,2022,15,501
100,0,2022,16,507
100,0,2022,17,509
100,0,2022,18,527
100,0,2022,19,557
100,0,2022,20,684
100,0,2022,21,690
100,0,2022,22,777
100,0,2022,23,949
100,0,2022,24,1124
100,0,2022,25,2227
100,0,2022,26,4210
100,0,2022,27,4945
100,0,2022,28,8676
100,0,2022,29,9041
100,0,2022,30,9526
100,0,2022,31,10380
100,0,2022,32,11048
100,1,2022,0,236
100,1,2022,1,340
100,1,2022,2,377
100,1,2022,3,551
100,1,2022,4,563
100,1,2022,5,640
100,1,2022,6,688
100,1,2022,7,790
100,1,2022,8,807
100,1,2022,9,814
100,1,2022,10,868
100,1,2022,11,876
100,1,2022,12,878
100,1,2022,13,999
100,1,2022,14,1041
100,1,2022,15,1086
100,1,2022,16,1095
100,1,2022,17,1130
100,1,2022,18,1141
100,1,2022,19,1171
100,1,2022,20,1180
100,1,2022,21,1185
100,1,2022,22,1217
100,1,2022,23,1218
100,1,2022,24,1224
100,1,2022,25,1233
100,1,2022,26,1272
100,1,2022,27,1282
100,1,2022,28,1328
100,1,2022,29,2512
100,1,2022,30,4834
100,1,2022,31,6888
100,1,2022,32,8867
100,1,2022,33,9313
100,0,2023,0,17
100,0,2023,1,51
100,0,2023,2,65
100,0,2023,3,68
100,0,2023,4,97
100,0,2023,5,107
100,0,2023,6,203
100,0,2023,7,240
100,0,2023,8,422
100,0,2023,9,425
100,0,2023,10,429
100,0,2023,11,459
100,0,2023,12,498
100,0,2023,13,500
100,0,2023,14,501
100,0,2023,15,509
100,0,2023,16,606
100,0,2023,17,634
100,0,2023,18,829
100,0,2023,19,902
100,0,2023,20,922
100,0,2023,21,996
100,0,2023,22,1014
100,0,2023,23,1089
100,0,2023,24,1124
100,0,2023,25,1282
100,0,2023,26,1312
100,0,2023,27,1358
100,0,2023,28,2327
100,0,2023,29,3311
100,0,2023,30,8733
100,0,2023,31,8795
100,0,2023,32,9046
100,0,2023,33,9183
100,0,2023,34,9526
100,0,2023,35,10380
100,1,2023,0,98
100,1,2023,1,138
100,1,2023,2,160
100,1,2023,3,236
100,1,2023,4,340
100,1,2023,5,497
100,1,2023,6,544
100,1,2023,7,814
100,1,2023,8,868
100,1,2023,9,876
100,1,2023,10,878
100,1,2023,11,961
100,1,2023,12,1002
100,1,2023,13,1041
100,1,2023,14,1086
100,1,2023,15,1095
100,1,2023,16,1098
100,1,2023,17,1171
100,1,2023,18,1175
100,1,2023,19,1180
100,1,2023,20,1181
100,1,2023,21,1217
100,1,2023,22,1233
100,1,2023,23,1942
100,1,2023,24,2043
100,1,2023,25,2464
100,1,2023,26,3074
100,1,2023,27,3896
100,1,2023,28,4834
100,1,2023,29,5500
100,1,2023,30,8834
100,1,2023,31,9170
100,1,2023,32,10195
100,1,2023,33,12404
100,0,2024,0,17
100,0,2024,1,114
100,0,2024,2,203
100,0,2024,3,236
100,0,2024,4,418
100,0,2024,5,429
100,0,2024,6,498
100,0,2024,7,501
100,0,2024,8,509
100,0,2024,9,557
100,0,2024,10,606
100,0,2024,11,690
100,0,2024,12,777
100,0,2024,13,790
100,0,2024,14,829
100,0,2024,15,922
100,0,2024,16,946
100,0,2024,17,1014
100,0,2024,18,1217
100,0,2024,19,1218
100,0,2024,20,1272
100,0,2024,21,1280
100,0,2024,22,1353
100,0,2024,23,1693
100,0,2024,24,2185
100,0,2024,25,3114
100,0,2024,26,3777
100,0,2024,27,6400
100,0,2024,28,8676
100,0,2024,29,9046
100,0,2024,30,9184
100,0,2024,31,9509
100,0,2024,32,9526
100,0,2024,33,10169
100,0,2024,34,10334
100,0,2024,35,11048
100,0,2024,36,12505
100,0,2024,37,17941
100,1,2024,0,98
100,1,2024,1,107
100,1,2024,2,136
100,1,2024,3,340
100,1,2024,4,563
100,1,2024,5,814
100,1,2024,6,868
100,1,2024,7,878
100,1,2024,8,925
100,1,2024,9,961
100,1,2024,10,1002
100,1,2024,11,1041
100,1,2024,12,1054
100,1,2024,13,1086
100,1,2024,14,1171
100,1,2024,15,1180
100,1,2024,16,1233
100,1,2024,17,1282
100,1,2024,18,1306
100,1,2024,19,1547
100,1,2024,20,2043
100,1,2024,21,2730
100,1,2024,22,3896
100,1,2024,23,4199
100,1,2024,24,5261
100,1,2024,25,5500
100,1,2024,26,6888
100,1,2024,27,7933
100,1,2024,28,8867
100,1,2024,29,8897
100,1,2024,30,9052
100,1,2024,31,9196
100,1,2024,32,9252
100,1,2024,33,10157
100,1,2024,34,10237
100,1,2024,35,16608
100,0,2025,0,17
100,0,2025,1,98
100,0,2025,2,114
100,0,2025,3,236
100,0,2025,4,501
100,0,2025,5,509
100,0,2025,6,520
100,0,2025,7,597
100,0,2025,8,606
100,0,2025,9,690
100,0,2025,10,777
100,0,2025,11,790
100,0,2025,12,815
100,0,2025,13,829
100,0,2025,14,946
100,0,2025,15,949
100,0,2025,16,1218
100,0,2025,17,1280
100,0,2025,18,1358
100,0,2025,19,1845
100,0,2025,20,5545
100,0,2025,21,6344
100,0,2025,22,6995
100,0,2025,23,7460
100,0,2025,24,8676
100,0,2025,25,9526
100,0,2025,26,10136
100,0,2025,27,10176
100,0,2025,28,10288
100,0,2025,29,10380
100,0,2025,30,10986
100,0,2025,31,13590
100,0,2025,32,13812
100,0,2025,33,14785
100,0,2025,34,19264
100,1,2025,0,107
100,1,2025,1,160
100,1,2025,2,183
100,1,2025,3,340
100,1,2025,4,365
100,1,2025,5,452
100,1,2025,6,459
100,1,2025,7,497
100,1,2025,8,728
100,1,2025,9,868
100,1,2025,10,925
100,1,2025,11,999
100,1,2025,12,1098
100,1,2025,13,1306
100,1,2025,14,1547
100,1,2025,15,2043
100,1,2025,16,3896
100,1,2025,17,4199
100,1,2025,18,5261
100,1,2025,19,6860
100,1,2025,20,6888
100,1,2025,21,7716
100,1,2025,22,7741
100,1,2025,23,7932
100,1,2025,24,7933
100,1,2025,25,8166
100,1,2025,26,9031
100,1,2025,27,9196
100,1,2025,28,9517
100,1,2025,29,10157
100,1,2025,30,10197
100,1,2025,31,10244
100,1,2025,32,11015
100,1,2025,33,11030
100,1,2025,34,12397
100,1,2025,35,12398
100,1,2025,36,13568
100,0,2026,0,17
100,0,2026,1,65
100,0,2026,2,497
100,0,2026,3,606
100,0,2026,4,777
100,0,2026,5,815
100,0,2026,6,946
100,0,2026,7,953
100,0,2026,8,1218
100,0,2026,9,1353
100,0,2026,10,1717
100,0,2026,11,2466
100,0,2026,12,3114
100,0,2026,13,3435
100,0,2026,14,3777
100,0,2026,15,6667
100,0,2026,16,6817
100,0,2026,17,7460
100,0,2026,18,8111
100,0,2026,19,8342
100,0,2026,20,8440
100,0,2026,21,8607
100,0,2026,22,8995
100,0,2026,23,9290
100,0,2026,24,9526
100,0,2026,25,9708
100,0,2026,26,10109
100,0,2026,27,10288
100,0,2026,28,10324
100,0,2026,29,10380
100,0,2026,30,11012
100,0,2026,31,11144
100,0,2026,32,12395
100,0,2026,33,14785
100,1,2026,0,140
100,1,2026,1,365
100,1,2026,2,563
100,1,2026,3,687
100,1,2026,4,878
100,1,2026,5,925
100,1,2026,6,999
100,1,2026,7,1098
100,1,2026,8,1171
100,1,2026,9,1233
100,1,2026,10,1282
100,1,2026,11,2354
100,1,2026,12,3207
100,1,2026,13,4199
100,1,2026,14,5036
100,1,2026,15,5840
100,1,2026,16,6442
100,1,2026,17,6711
100,1,2026,18,6853
100,1,2026,19,7259
100,1,2026,20,7741
100,1,2026,21,9031
100,1,2026,22,9461
100,1,2026,23,9515
100,1,2026,24,9517
100,1,2026,25,10163
100,1,2026,26,10219
100,1,2026,27,10327
100,1,2026,28,11031
100,1,2026,29,11153
100,1,2026,30,11827
100,1,2026,31,12387
100,1,2026,32,12404
100,1,2026,33,12449
100,1,2026,34,13568
100,1,2026,35,17985
100,0,2027,0,17
100,0,2027,1,138
100,0,2027,2,497
100,0,2027,3,777
100,0,2027,4,1233
100,0,2027,5,1272
100,0,2027,6,1353
100,0,2027,7,3304
100,0,2027,8,3435
100,0,2027,9,3777
100,0,2027,10,4295
100,0,2027,11,4579
100,0,2027,12,5545
100,0,2027,13,6400
100,0,2027,14,6558
100,0,2027,15,6817
100,0,2027,16,6995
100,0,2027,17,8111
100,0,2027,18,8359
100,0,2027,19,8897
100,0,2027,20,9290
100,0,2027,21,9522
100,0,2027,22,9551
100,0,2027,23,9708
100,0,2027,24,10132
100,0,2027,25,10766
100,0,2027,26,11012
100,0,2027,27,11742
100,0,2027,28,12395
100,0,2027,29,12402
100,0,2027,30,12582
100,0,2027,31,14785
100,0,2027,32,15970
100,0,2027,33,17941
100,1,2027,0,107
100,1,2027,1,183
100,1,2027,2,235
100,1,2027,3,236
100,1,2027,4,925
100,1,2027,5,946
100,1,2027,6,1171
100,1,2027,7,3381
100,1,2027,8,4199
100,1,2027,9,6646
100,1,2027,10,6711
100,1,2027,11,6888
100,1,2027,12,7259
100,1,2027,13,7741
100,1,2027,14,8185
100,1,2027,15,8523
100,1,2027,16,8867
100,1,2027,17,9031
100,1,2027,18,9252
100,1,2027,19,9461
100,1,2027,20,10219
100,1,2027,21,10291
100,1,2027,22,10947
100,1,2027,23,11014
100,1,2027,24,11015
100,1,2027,25,11060
100,1,2027,26,11129
100,1,2027,27,11197
100,1,2027,28,11851
100,1,2027,29,12387
100,1,2027,30,13568
100,1,2027,31,14916
100,1,2027,32,21842
100,0,2028,0,138
100,0,2028,1,777
100,0,2028,2,1218
100,0,2028,3,3777
100,0,2028,4,4754
100,0,2028,5,6995
100,0,2028,6,7016
100,0,2028,7,7514
100,0,2028,8,8440
100,0,2028,9,9031
100,0,2028,10,9522
100,0,2028,11,9708
100,0,2028,12,9829
100,0,2028,13,10169
100,0,2028,14,10288
100,0,2028,15,10324
100,0,2028,16,11095
100,0,2028,17,11742
100,0,2028,18,12347
100,0,2028,19,12378
100,0,2028,20,12395
100,0,2028,21,12402
100,0,2028,22,12513
100,0,2028,23,13052
100,0,2028,24,13583
100,0,2028,25,13584
100,0,2028,26,13599
100,0,2028,27,14341
100,0,2028,28,14381
100,0,2028,29,14785
100,0,2028,30,15100
100,0,2028,31,15970
100,0,2028,32,15989
100,0,2028,33,17941
100,0,2028,34,17975
100,0,2028,35,17994
100,1,2028,0,107
100,1,2028,1,140
100,1,2028,2,925
100,1,2028,3,2294
100,1,2028,4,3381
100,1,2028,5,4199
100,1,2028,6,5261
100,1,2028,7,6442
100,1,2028,8,6592
100,1,2028,9,6711
100,1,2028,10,7259
100,1,2028,11,8523
100,1,2028,12,8793
100,1,2028,13,9755
100,1,2028,14,10195
100,1,2028,15,10219
100,1,2028,16,10291
100,1,2028,17,10340
100,1,2028,18,10373
100,1,2028,19,10947
100,1,2028,20,10970
100,1,2028,21,11015
100,1,2028,22,11030
100,1,2028,23,11823
100,1,2028,24,11851
100,1,2028,25,12372
100,1,2028,26,12387
100,1,2028,27,12397
100,1,2028,28,12398
100,1,2028,29,14896
100,1,2028,30,14916
100,1,2028,31,15089
100,1,2028,32,21842
100,0,2029,0,497
100,0,2029,1,777
100,0,2029,2,1233
100,0,2029,3,4754
100,0,2029,4,5545
100,0,2029,5,6661
100,0,2029,6,6954
100,0,2029,7,6995
100,0,2029,8,7016
100,0,2029,9,7489
100,0,2029,10,9157
100,0,2029,11,9526
100,0,2029,12,9708
100,0,2029,13,9720
100,0,2029,14,9775
100,0,2029,15,9829
100,0,2029,16,9837
100,0,2029,17,10100
100,0,2029,18,10181
100,0,2029,19,10288
100,0,2029,20,11428
100,0,2029,21,11697
100,0,2029,22,12395
100,0,2029,23,12672
100,0,2029,24,12687
100,0,2029,25,12746
100,0,2029,26,13052
100,0,2029,27,13699
100,0,2029,28,14785
100,0,2029,29,15100
100,0,2029,30,15989
100,0,2029,31,19307
100,0,2029,32,19886
100,0,2029,33,20422
100,0,2029,34,21841
100,1,2029,0,229
100,1,2029,1,925
100,1,2029,2,946
100,1,2029,3,1098
100,1,2029,4,3896
100,1,2029,5,4199
100,1,2029,6,5261
100,1,2029,7,6275
100,1,2029,8,6592
100,1,2029,9,6787
100,1,2029,10,6837
100,1,2029,11,7259
100,1,2029,12,8470
100,1,2029,13,8595
100,1,2029,14,8751
100,1,2029,15,9461
100,1,2029,16,9843
100,1,2029,17,10019
100,1,2029,18,10153
100,1,2029,19,10195
100,1,2029,20,10909
100,1,2029,21,11015
100,1,2029,22,11027
100,1,2029,23,11030
100,1,2029,24,11153
100,1,2029,25,11342
100,1,2029,26,11352
100,1,2029,27,11441
100,1,2029,28,12372
100,1,2029,29,12397
100,1,2029,30,12398
100,1,2029,31,13093
100,1,2029,32,13568
100,1,2029,33,18631
100,1,2029,34,21842
100,0,2030,0,777
100,0,2030,1,1233
100,0,2030,2,1306
100,0,2030,3,3777
100,0,2030,4,4754
100,0,2030,5,6333
100,0,2030,6,6598
100,0,2030,7,7741
100,0,2030,8,9290
100,0,2030,9,9708
100,0,2030,10,9720
100,0,2030,11,9829
100,0,2030,12,10039
100,0,2030,13,10176
100,0,2030,14,10288
100,0,2030,15,11697
100,0,2030,16,11742
100,0,2030,17,11747
100,0,2030,18,11748
100,0,2030,19,12387
100,0,2030,20,12672
100,0,2030,21,12746
100,0,2030,22,12751
100,0,2030,23,12838
100,0,2030,24,12890
100,0,2030,25,13004
100,0,2030,26,13699
100,0,2030,27,14341
100,0,2030,28,14785
100,0,2030,29,15100
100,0,2030,30,17872
100,0,2030,31,17968
100,0,2030,32,19302
100,0,2030,33,19307
100,1,2030,0,107
100,1,2030,1,946
100,1,2030,2,1098
100,1,2030,3,2032
100,1,2030,4,3435
100,1,2030,5,5629
100,1,2030,6,6275
100,1,2030,7,6592
100,1,2030,8,6711
100,1,2030,9,6732
100,1,2030,10,6837
100,1,2030,11,7259
100,1,2030,12,9272
100,1,2030,13,9856
100,1,2030,14,11015
100,1,2030,15,11027
100,1,2030,16,11352
100,1,2030,17,11598
100,1,2030,18,11851
100,1,2030,19,12372
100,1,2030,20,12390
100,1,2030,21,12860
100,1,2030,22,13092
100,1,2030,23,14896
100,1,2030,24,15061
100,1,2030,25,15428
100,1,2030,26,16009
100,1,2030,27,17854
100,1,2030,28,17857
100,1,2030,29,19147
100,1,2030,30,20506
100,1,2030,31,20532
100,1,2030,32,20538
100,0,2031,0,777
100,0,2031,1,3435
100,0,2031,2,5555
100,0,2031,3,6995
100,0,2031,4,7261
100,0,2031,5,7741
100,0,2031,6,9157
100,0,2031,7,9720
100,0,2031,8,9775
100,0,2031,9,10181
100,0,2031,10,10288
100,0,2031,11,11441
100,0,2031,12,11697
100,0,2031,13,11742
100,0,2031,14,12387
100,0,2031,15,12672
100,0,2031,16,12938
100,0,2031,17,13052
100,0,2031,18,13583
100,0,2031,19,13699
100,0,2031,20,14318
100,0,2031,21,14381
100,0,2031,22,14804
100,0,2031,23,15970
100,0,2031,24,15998
100,0,2031,25,16382
100,0,2031,26,16566
100,0,2031,27,16676
100,0,2031,28,17872
100,0,2031,29,17968
100,0,2031,30,18794
100,0,2031,31,19159
100,0,2031,32,19307
100,0,2031,33,20590
100,1,2031,0,6207
100,1,2031,1,6275
100,1,2031,2,6592
100,1,2031,3,7259
100,1,2031,4,8595
100,1,2031,5,8874
100,1,2031,6,9031
100,1,2031,7,9843
100,1,2031,8,9850
100,1,2031,9,10792
100,1,2031,10,10981
100,1,2031,11,11030
100,1,2031,12,11129
100,1,2031,13,11197
100,1,2031,14,11472
100,1,2031,15,11632
100,1,2031,16,11851
100,1,2031,17,12715
100,1,2031,18,14233
100,1,2031,19,14896
100,1,2031,20,15047
100,1,2031,21,15563
100,1,2031,22,16547
100,1,2031,23,16608
100,1,2031,24,16685
100,1,2031,25,16703
100,1,2031,26,16723
100,1,2031,27,17553
100,1,2031,28,17854
100,1,2031,29,17857
100,1,2031,30,17947
100,1,2031,31,20506
100,1,2031,32,20532
100,0,2032,0,3435
100,0,2032,1,6400
100,0,2032,2,7485
100,0,2032,3,8751
100,0,2032,4,9708
100,0,2032,5,9720
100,0,2032,6,9775
100,0,2032,7,10288
100,0,2032,8,10324
100,0,2032,9,11441
100,0,2032,10,11655
100,0,2032,11,11947
100,0,2032,12,12382
100,0,2032,13,12781
100,0,2032,14,12938
100,0,2032,15,13052
100,0,2032,16,13699
100,0,2032,17,14381
100,0,2032,18,14430
100,0,2032,19,14910
100,0,2032,20,14922
100,0,2032,21,15224
100,0,2032,22,15343
100,0,2032,23,15463
100,0,2032,24,15970
100,0,2032,25,15998
100,0,2032,26,16084
100,0,2032,27,16180
100,0,2032,28,16566
100,0,2032,29,17093
100,0,2032,30,17968
100,0,2032,31,19311
100,0,2032,32,20422
100,0,2032,33,21948
100,1,2032,0,107
100,1,2032,1,1233
100,1,2032,2,2653
100,1,2032,3,4137
100,1,2032,4,4754
100,1,2032,5,6207
100,1,2032,6,6275
100,1,2032,7,6592
100,1,2032,8,7259
100,1,2032,9,9755
100,1,2032,10,9850
100,1,2032,11,9856
100,1,2032,12,10970
100,1,2032,13,10981
100,1,2032,14,12698
100,1,2032,15,13901
100,1,2032,16,14200
100,1,2032,17,14238
100,1,2032,18,14896
100,1,2032,19,15047
100,1,2032,20,15061
100,1,2032,21,16571
100,1,2032,22,16723
100,1,2032,23,16960
100,1,2032,24,17092
100,1,2032,25,17553
100,1,2032,26,17700
100,1,2032,27,17857
100,1,2032,28,17867
100,1,2032,29,18476
100,1,2032,30,20415
100,1,2032,31,20506
100,1,2032,32,20532
100,1,2032,33,20538
100,0,2033,0,3354
100,0,2033,1,6837
100,0,2033,2,7489
100,0,2033,3,7741
100,0,2033,4,9272
100,0,2033,5,9708
100,0,2033,6,9720
100,0,2033,7,9829
100,0,2033,8,10166
100,0,2033,9,10288
100,0,2033,10,11441
100,0,2033,11,11719
100,0,2033,12,12387
100,0,2033,13,12672
100,0,2033,14,13052
100,0,2033,15,13699
100,0,2033,16,14318
100,0,2033,17,14430
100,0,2033,18,14970
100,0,2033,19,15238
100,0,2033,20,15463
100,0,2033,21,15577
100,0,2033,22,15748
100,0,2033,23,15970
100,0,2033,24,16989
100,0,2033,25,17319
100,0,2033,26,17872
100,0,2033,27,17968
100,0,2033,28,17975
100,0,2033,29,18794
100,0,2033,30,19159
100,0,2033,31,19857
100,0,2033,32,20418
100,0,2033,33,20515
100,0,2033,34,22010
100,0,2033,35,23221
100,1,2033,0,1435
100,1,2033,1,2653
100,1,2033,2,6592
100,1,2033,3,7259
100,1,2033,4,8874
100,1,2033,5,9843
100,1,2033,6,9856
100,1,2033,7,10181
100,1,2033,8,10970
100,1,2033,9,11015
100,1,2033,10,11120
100,1,2033,11,13901
100,1,2033,12,14226
100,1,2033,13,14233
100,1,2033,14,14238
100,1,2033,15,14331
100,1,2033,16,14381
100,1,2033,17,14896
100,1,2033,18,15328
100,1,2033,19,15563
100,1,2033,20,16703
100,1,2033,21,16735
100,1,2033,22,17270
100,1,2033,23,17553
100,1,2033,24,17700
100,1,2033,25,17857
100,1,2033,26,17947
100,1,2033,27,19147
100,1,2033,28,20050
100,1,2033,29,20506
100,1,2033,30,20532
100,1,2033,31,20538
100,1,2033,32,21219
100,1,2033,33,21360
100,1,2033,34,21842
101,0,2018,0,147
101,0,2018,1,156
101,0,2018,2,483
101,0,2018,3,516
101,0,2018,4,660
101,0,2018,5,673
101,0,2018,6,848
101,0,2018,7,1399
101,0,2018,8,1409
101,0,2018,9,1508
101,0,2018,10,1525
101,0,2018,11,1556
101,0,2018,12,1583
101,0,2018,13,1601
101,0,2018,14,1634
101,0,2018,15,1637
101,0,2018,16,1675
101,0,2018,17,1704
101,0,2018,18,2169
101,0,2018,19,2219
101,0,2018,20,2358
101,0,2018,21,2576
101,0,2018,22,2739
101,0,2018,23,2875
101,0,2018,24,4341
101,1,2018,0,121
101,1,2018,1,132
101,1,2018,2,386
101,1,2018,3,418
101,1,2018,4,626
101,1,2018,5,736
101,1,2018,6,1110
101,1,2018,7,1796
101,1,2018,8,1848
101,1,2018,9,1920
101,1,2018,10,1923
101,1,2018,11,1938
101,1,2018,12,1962
101,1,2018,13,1967
101,1,2018,14,2004
101,1,2018,15,2038
101,1,2018,16,2069
101,1,2018,17,2084
101,1,2018,18,2128
101,1,2018,19,2196
101,1,2018,20,2525
101,1,2018,21,2692
101,1,2018,22,2701
101,1,2018,23,3589
101,1,2018,24,3827
101,0,2019,0,170
101,0,2019,1,189
101,0,2019,2,201
101,0,2019,3,255
101,0,2019,4,266
101,0,2019,5,451
101,0,2019,6,600
101,0,2019,7,1346
101,0,2019,8,1411
101,0,2019,9,1537
101,0,2019,10,1610
101,0,2019,11,1648
101,0,2019,12,1696
101,0,2019,13,1859
101,0,2019,14,2351
101,0,2019,15,2623
101,0,2019,16,2745
101,0,2019,17,2800
101,0,2019,18,2846
101,0,2019,19,2902
101,0,2019,20,2948
101,0,2019,21,2986
101,0,2019,22,3012
101,0,2019,23,3163
101,0,2019,24,3669
101,1,2019,0,120
101,1,2019,1,362
101,1,2019,2,410
101,1,2019,3,782
101,1,2019,4,1019
101,1,2019,5,1320
101,1,2019,6,1782
101,1,2019,7,1816
101,1,2019,8,1845
101,1,2019,9,1915
101,1,2019,10,1923
101,1,2019,11,1924
101,1,2019,12,1932
101,1,2019,13,2050
101,1,2019,14,2084
