team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
61,2034,102,3,1,2961,752,3313,1112,805,350,451,312,367,339,1127,661,11927,0,131,131,57,38,0,597,141,4,24,35,32,0,0,0,25,12,0,78,62,0,0,0,3,1,20,9,0,13.5120,0.2719,0.3412,0.3755,0.7167,9.6343,4.1888,0.3830,3.7340,0.0229,0.0000,0.4733,0.6000,3.4427,0.0000,0.0000,0.0000,4.0572,91.0458,0.0000,1.4854,0.6303,1.1218,0.2970
62,2034,102,3,1,2869,729,3232,1072,742,230,358,324,387,335,1100,768,11620,2,131,131,42,52,0,549,107,2,25,35,51,0,1,0,34,11,0,55,57,0,0,0,0,0,22,5,0,13.2841,0.2586,0.3335,0.3736,0.7072,9.1521,2.8369,0.6291,3.9963,0.0000,0.0000,0.4351,0.4468,2.7328,0.0000,0.0000,0.0000,4.1320,88.7023,0.0000,1.4609,0.5889,0.7099,0.2644
63,2034,102,3,1,2667,660,3082,1094,773,246,309,388,431,399,987,638,11323,2,131,131,26,62,0,568,132,0,17,30,43,3,0,1,33,10,0,60,41,0,0,0,1,0,21,12,0,15.9521,0.2898,0.3799,0.4102,0.7901,10.5303,3.3512,0.5858,5.2856,0.0076,0.0000,0.3130,0.2955,2.3588,0.0000,0.0000,0.0000,5.4354,86.4351,0.0000,1.7573,0.6074,0.6340,0.3048
64,2034,102,3,1,3027,763,3325,1165,811,310,458,264,382,351,1136,738,11884,1,130,130,59,43,0,576,156,0,25,39,40,4,0,2,28,9,0,57,68,0,0,0,0,0,23,11,0,12.7808,0.2679,0.3260,0.3849,0.7109,9.5620,3.6550,0.4716,3.1127,0.0000,0.0000,0.5231,0.5784,3.5231,0.0000,0.0000,0.0000,4.1384,91.4154,0.0000,1.4083,0.6062,1.1742,0.2853
65,2034,102,3,1,2753,691,3081,1023,729,311,401,294,370,311,963,716,11196,2,131,131,38,34,0,542,116,2,22,35,36,3,1,3,31,9,0,49,41,0,0,0,1,0,26,6,0,13.4284,0.2648,0.3353,0.3716,0.7069,9.4858,4.0467,0.4684,3.8255,0.0076,0.0000,0.3130,0.5278,3.0611,0.0000,0.0000,0.0000,4.0467,85.4656,0.0000,1.4790,0.5736,1.0578,0.2854
66,2034,102,3,1,2951,734,3332,1189,829,262,449,344,461,412,1172,647,11899,1,131,131,39,50,0,596,149,1,27,41,43,2,0,1,30,9,0,79,52,0,0,0,0,0,31,10,0,14.4866,0.2809,0.3548,0.4029,0.7578,10.1602,3.2111,0.5270,4.2161,0.0000,0.0000,0.3969,0.4382,3.4275,0.0000,0.0000,0.0000,5.0495,90.8321,0.0000,1.5974,0.6443,0.7616,0.2941
67,2034,102,3,1,2833,692,3176,1210,834,220,408,294,455,410,1045,710,11353,1,131,131,35,54,0,592,155,2,34,40,47,4,0,0,36,13,0,50,47,0,0,0,2,1,31,17,0,14.8325,0.2944,0.3595,0.4271,0.7866,10.8416,2.8599,0.6110,3.8219,0.0153,0.0000,0.3588,0.3933,3.1145,0.0000,0.0000,0.0000,5.3298,86.6641,0.0000,1.6293,0.5954,0.7483,0.3027
68,2034,102,3,1,2738,691,3128,1067,752,249,343,349,389,347,1047,670,11335,1,127,127,35,53,0,547,135,0,25,30,40,1,1,1,26,15,0,60,45,0,0,0,2,0,40,8,0,14.5284,0.2747,0.3569,0.3897,0.7466,9.7898,3.2416,0.5207,4.5434,0.0157,0.0000,0.3543,0.3977,2.7008,0.0000,0.0000,0.0000,4.5174,89.2520,0.0000,1.5926,0.6098,0.7135,0.2878
69,2034,102,3,1,3041,771,3401,1167,808,277,446,311,397,357,1187,755,12135,2,131,131,45,36,0,574,152,8,31,39,43,2,0,1,34,10,0,58,56,0,0,0,1,0,24,7,0,13.1676,0.2657,0.3327,0.3838,0.7165,9.4238,3.2307,0.5015,3.6272,0.0076,0.0000,0.4275,0.5556,3.4046,0.0000,0.0000,0.0000,4.1637,92.6336,0.0000,1.4501,0.6112,0.8907,0.2780
70,2034,102,3,1,2940,737,3293,1157,815,228,398,311,373,346,1153,716,11651,2,131,131,48,45,0,594,143,5,29,35,43,0,0,16,9,8,0,56,62,0,0,0,0,0,22,8,0,13.8355,0.2772,0.3449,0.3935,0.7384,9.9435,2.7817,0.5246,3.7944,0.0000,0.0000,0.4733,0.5161,3.0382,0.0000,0.0000,0.0000,4.2214,88.9389,0.0000,1.5264,0.6169,0.7331,0.2861
71,2034,102,3,1,2812,695,3161,1097,803,232,410,308,450,396,1066,672,11228,0,131,131,37,51,0,604,136,0,30,31,32,2,1,0,30,10,0,71,42,0,0,0,0,0,28,11,0,14.5165,0.2856,0.3547,0.3901,0.7449,10.3986,3.0043,0.4144,3.9885,0.0000,0.0000,0.3206,0.4205,3.1298,0.0000,0.0000,0.0000,5.1281,85.7099,0.0000,1.5986,0.6133,0.7532,0.2991
72,2034,102,3,1,2958,732,3321,1220,865,304,444,324,424,381,1054,717,11989,2,131,131,41,46,0,645,131,0,32,43,46,4,0,1,33,7,0,78,53,0,0,0,0,0,33,9,0,14.6915,0.2924,0.3601,0.4124,0.7726,10.6256,3.7343,0.5651,3.9800,0.0000,0.0000,0.4046,0.4713,3.3893,0.0000,0.0000,0.0000,4.6802,91.5191,0.0000,1.6228,0.5951,0.9383,0.3102
73,2034,102,3,1,3062,773,3355,1147,823,303,421,267,347,314,1181,728,11920,2,131,131,45,34,0,608,145,1,20,31,39,3,0,1,27,5,0,63,66,0,0,0,3,1,20,5,0,12.7380,0.2688,0.3265,0.3746,0.7011,9.5739,3.5248,0.4537,3.1060,0.0229,0.0000,0.5038,0.5696,3.2137,0.0000,0.0000,0.0000,3.6527,90.9924,0.0000,1.4089,0.6186,1.1348,0.2861
74,2034,102,3,1,2865,726,3196,1070,759,327,443,302,385,346,1087,655,11566,2,131,131,44,44,0,557,130,1,19,35,37,2,1,3,30,8,0,69,60,0,0,0,0,0,25,7,0,13.2399,0.2649,0.3347,0.3735,0.7082,9.4005,4.0500,0.4583,3.7404,0.0000,0.0000,0.4580,0.5000,3.3817,0.0000,0.0000,0.0000,4.2853,88.2901,0.0000,1.4601,0.6240,1.0828,0.2865
75,2034,102,3,1,2869,725,3210,1151,779,306,424,310,400,372,1098,668,11516,1,131,131,47,43,0,568,108,2,24,45,58,2,1,0,28,4,0,58,52,0,0,0,0,0,27,7,0,13.5620,0.2715,0.3408,0.4012,0.7420,9.6659,3.7969,0.7197,3.8465,0.0000,0.0000,0.3969,0.5222,3.2366,0.0000,0.0000,0.0000,4.6158,87.9084,0.0000,1.5014,0.6217,0.9871,0.2851
76,2034,102,3,1,2674,653,3103,1158,800,168,376,375,471,421,977,713,11142,1,131,131,22,59,0,579,135,1,42,35,51,0,0,0,29,11,0,57,43,0,0,0,0,0,40,6,0,16.3378,0.2992,0.3823,0.4331,0.8154,11.0204,2.3143,0.7026,5.1658,0.0000,0.0000,0.3282,0.2716,2.8702,0.0000,0.0000,0.0000,5.7995,85.0534,0.0000,1.7985,0.5781,0.4480,0.3000
77,2034,102,3,1,2943,739,3284,1156,811,267,399,304,427,376,1129,695,11797,0,131,131,38,46,0,587,144,4,19,39,41,0,0,0,32,14,0,80,58,0,0,0,0,0,21,7,0,13.7497,0.2756,0.3442,0.3928,0.7370,9.8769,3.2517,0.4993,3.7023,0.0000,0.0000,0.4427,0.4524,3.0458,0.0000,0.0000,0.0000,4.5792,90.0534,0.0000,1.5088,0.6190,0.8783,0.2901
78,2034,102,3,1,2688,668,3017,1063,780,210,380,288,364,335,1042,643,10908,0,131,131,35,43,0,585,133,1,27,36,26,1,0,2,24,13,0,54,47,0,0,0,0,0,36,12,0,14.5644,0.2902,0.3584,0.3955,0.7539,10.5090,2.8293,0.3503,3.8802,0.0000,0.0000,0.3588,0.4487,2.9008,0.0000,0.0000,0.0000,4.5135,83.2672,0.0000,1.5988,0.6184,0.7292,0.3042
79,2034,102,3,1,2784,710,3181,1091,740,263,506,358,389,347,1066,698,11449,1,131,131,54,43,0,510,148,1,31,43,39,2,0,1,29,7,0,62,57,0,0,0,0,0,30,9,0,14.0005,0.2658,0.3475,0.3919,0.7394,9.3759,3.3322,0.4941,4.5359,0.0000,0.0000,0.4351,0.5567,3.8626,0.0000,0.0000,0.0000,4.3965,87.3969,0.0000,1.5458,0.6043,0.7346,0.2789
80,2034,102,3,1,2794,689,3178,1093,785,271,396,353,438,382,1004,701,11382,2,131,131,35,52,0,583,135,1,26,28,39,3,0,8,25,4,0,59,55,0,0,0,1,0,30,7,0,14.9029,0.2810,0.3595,0.3912,0.7507,10.2441,3.5365,0.5089,4.6066,0.0076,0.0000,0.4198,0.4023,3.0229,0.0000,0.0000,0.0000,4.9850,86.8855,0.0000,1.6501,0.5889,0.7677,0.2972
81,2034,102,3,1,3085,799,3399,1060,745,344,390,274,349,299,1231,732,12325,2,131,131,48,43,0,521,161,5,24,35,28,1,0,3,34,11,0,62,74,0,0,0,3,2,36,8,0,11.5923,0.2415,0.3035,0.3436,0.6471,8.3847,3.8716,0.3151,3.0838,0.0229,0.0000,0.5649,0.5275,2.9771,0.0000,0.0000,0.0000,3.3652,94.0840,0.0000,1.2743,0.6271,1.2555,0.2620
82,2034,102,3,1,2820,698,3208,1151,803,235,396,344,453,387,1076,670,11537,2,131,131,33,50,0,592,122,0,28,41,48,2,0,1,39,16,0,68,49,0,0,0,1,0,23,10,0,14.9814,0.2848,0.3625,0.4082,0.7707,10.3440,3.0272,0.6183,4.4313,0.0076,0.0000,0.3740,0.3976,3.0229,0.0000,0.0000,0.0000,4.9852,88.0687,0.0000,1.6417,0.6163,0.6831,0.2943
83,2034,102,3,1,2964,755,3341,1055,766,265,452,344,355,303,1131,753,11991,1,131,131,45,25,0,577,125,1,22,28,36,1,0,1,31,10,0,71,65,0,0,0,0,0,26,9,0,13.3451,0.2584,0.3353,0.3559,0.6913,9.1271,3.1575,0.4289,4.0989,0.0000,0.0000,0.4962,0.6429,3.4504,0.0000,0.0000,0.0000,3.6103,91.5344,0.0000,1.4695,0.6003,0.7703,0.2719
84,2034,102,3,1,2932,737,3291,1099,784,309,337,307,387,340,990,814,11866,0,131,131,34,51,0,588,115,1,36,43,38,2,0,0,27,15,0,53,57,0,0,0,0,0,37,12,0,13.5061,0.2674,0.3362,0.3748,0.7110,9.5739,3.7734,0.4640,3.7490,0.0000,0.0000,0.4351,0.4000,2.5725,0.0000,0.0000,0.0000,4.1520,90.5802,0.0000,1.4803,0.5488,1.0065,0.2846
85,2034,102,3,1,2858,739,3250,1035,714,311,424,353,370,330,1045,755,11771,2,132,132,42,39,0,514,125,3,24,29,46,5,3,20,31,9,0,55,53,0,0,0,0,0,42,11,0,13.0924,0.2498,0.3317,0.3621,0.6938,8.6877,3.7841,0.5597,4.2952,0.0000,0.0000,0.4015,0.5185,3.2121,0.0000,0.0000,0.0000,4.0153,89.1742,0.0000,1.4425,0.5806,0.8810,0.2646
86,2034,102,3,1,2964,771,3285,1014,716,337,394,291,323,286,1127,762,11836,1,131,131,51,36,0,528,119,2,21,28,41,1,0,0,34,7,0,48,70,0,0,0,1,1,31,12,0,11.8315,0.2416,0.3089,0.3421,0.6510,8.3544,3.9322,0.4784,3.3954,0.0076,0.0000,0.5344,0.5862,3.0076,0.0000,0.0000,0.0000,3.3371,90.3511,0.0000,1.3055,0.5966,1.1581,0.2589
87,2034,102,3,1,2779,696,3205,1067,781,234,400,382,407,358,1072,663,11682,0,131,131,36,43,0,591,127,3,25,30,33,2,1,1,32,15,0,76,44,0,0,0,4,1,19,11,0,15.2328,0.2810,0.3680,0.3840,0.7520,10.0991,3.0259,0.4267,4.9397,0.0305,0.0000,0.3359,0.4557,3.0534,0.0000,0.0000,0.0000,4.6293,89.1756,0.0000,1.6710,0.6179,0.6126,0.2948
88,2034,102,3,1,2657,688,2960,987,681,306,374,282,310,287,991,655,10684,2,127,127,41,32,0,476,140,2,16,29,36,2,0,11,27,3,0,66,54,0,0,0,1,0,22,4,0,12.6244,0.2563,0.3266,0.3715,0.6980,8.8998,3.9990,0.4705,3.6854,0.0079,0.0000,0.4252,0.5616,2.9449,0.0000,0.0000,0.0000,3.7507,84.1260,0.0000,1.3984,0.6021,1.0851,0.2767
89,2034,102,3,1,2962,755,3286,1106,775,311,420,280,375,319,1142,703,12019,2,131,131,51,43,0,556,148,1,22,30,41,1,2,6,35,19,0,70,55,0,0,0,1,0,32,7,0,12.7914,0.2616,0.3271,0.3734,0.7005,9.2303,3.7040,0.4883,3.3348,0.0076,0.0000,0.4198,0.5426,3.2061,0.0000,0.0000,0.0000,3.7993,91.7481,0.0000,1.3961,0.6190,1.1107,0.2789
90,2034,102,3,1,2814,720,3229,1011,750,278,351,371,368,334,1022,753,11889,2,131,131,37,49,0,570,127,2,30,25,28,1,0,0,35,12,0,70,50,0,0,0,0,0,26,8,0,14.1494,0.2665,0.3511,0.3593,0.7104,9.3663,3.4718,0.3497,4.6332,0.0000,0.0000,0.3817,0.4302,2.6794,0.0000,0.0000,0.0000,4.1711,90.7557,0.0000,1.5555,0.5758,0.7493,0.2845
91,2034,103,4,1,2630,654,2985,1018,746,211,434,315,400,360,1010,648,10801,2,127,127,33,40,0,566,121,3,30,26,33,1,0,5,35,7,0,50,34,0,0,0,0,0,23,12,0,14.6823,0.2837,0.3581,0.3871,0.7452,10.2556,2.9007,0.4537,4.3304,0.0000,0.0000,0.2677,0.4521,3.4173,0.0000,0.0000,0.0000,4.9491,85.0472,0.0000,1.6207,0.6092,0.6698,0.2951
92,2034,103,4,1,2654,644,3042,1069,776,220,447,346,449,388,972,643,10898,0,131,131,36,46,0,592,115,0,32,29,40,2,0,4,27,10,0,45,28,0,0,0,0,0,37,8,0,15.8199,0.2924,0.3721,0.4028,0.7749,10.8447,3.0745,0.5590,4.8354,0.0000,0.0000,0.2137,0.4390,3.4122,0.0000,0.0000,0.0000,5.4224,83.1908,0.0000,1.7422,0.6019,0.6358,0.3034
93,2034,103,4,1,2851,740,3102,929,669,327,384,228,284,248,1140,673,11244,0,131,131,49,30,0,499,109,2,12,32,29,5,2,0,15,7,0,50,50,0,0,0,1,1,22,10,0,10.9946,0.2347,0.2918,0.3259,0.6177,8.1365,3.9770,0.3527,2.7730,0.0076,0.0000,0.3817,0.6203,2.9313,0.0000,0.0000,0.0000,3.0162,85.8321,0.0000,1.2122,0.6288,1.4342,0.2553
94,2034,103,4,1,2517,622,2900,1029,725,186,275,340,428,395,955,631,10414,2,131,131,23,67,0,550,93,0,30,35,47,1,0,0,16,13,0,51,28,0,0,0,1,0,42,6,0,15.5814,0.2880,0.3717,0.4088,0.7805,10.4791,2.6884,0.6793,4.9143,0.0076,0.0000,0.2137,0.2556,2.0992,0.0000,0.0000,0.0000,5.7093,79.4962,0.0000,1.7104,0.6021,0.5471,0.2930
95,2034,103,4,1,2662,670,3004,1045,729,299,358,307,395,359,984,628,11007,2,131,131,31,48,0,533,120,2,24,32,44,1,0,2,39,9,0,67,41,0,0,0,0,0,31,10,0,14.0234,0.2739,0.3481,0.3926,0.7407,9.7828,4.0124,0.5905,4.1198,0.0000,0.0000,0.3130,0.3924,2.7328,0.0000,0.0000,0.0000,4.8176,84.0229,0.0000,1.5447,0.6104,0.9739,0.2924
96,2034,103,4,1,2612,681,2935,894,650,247,380,288,324,283,1065,630,10780,0,131,131,41,39,0,492,97,1,29,36,25,1,1,0,22,4,0,59,44,0,0,0,0,0,24,9,0,12.4493,0.2489,0.3212,0.3423,0.6634,8.5903,3.2643,0.3304,3.8062,0.0000,0.0000,0.3359,0.5125,2.9008,0.0000,0.0000,0.0000,3.7401,82.2901,0.0000,1.3774,0.6283,0.8576,0.2638
97,2034,103,4,1,2810,711,3078,1054,745,241,467,237,357,302,1147,642,10986,1,130,130,45,32,0,551,117,2,16,39,38,0,0,1,25,13,0,68,45,0,0,0,0,0,25,8,0,12.5890,0.2651,0.3235,0.3751,0.6986,9.4260,3.0492,0.4808,2.9986,0.0000,0.0000,0.3462,0.5844,3.5923,0.0000,0.0000,0.0000,3.8210,84.5077,0.0000,1.3805,0.6411,1.0169,0.2776
98,2034,103,4,1,2751,680,3072,1098,763,239,435,284,401,339,1022,690,10982,1,131,131,38,45,0,557,127,0,24,29,50,1,0,0,33,13,0,45,46,0,0,0,0,0,19,9,0,14.0225,0.2774,0.3451,0.3991,0.7442,10.0936,3.1617,0.6614,3.7570,0.0000,0.0000,0.3511,0.4578,3.3206,0.0000,0.0000,0.0000,4.4846,83.8321,0.0000,1.5390,0.5970,0.8415,0.2868
99,2034,103,4,1,2843,735,3088,962,678,308,413,219,319,278,1121,698,11061,2,131,131,53,36,0,489,124,0,23,35,30,1,0,0,27,3,0,51,59,0,0,0,1,0,17,7,0,11.0104,0.2385,0.2915,0.3384,0.6298,8.2945,3.7680,0.3670,2.6792,0.0076,0.0000,0.4504,0.5955,3.1527,0.0000,0.0000,0.0000,3.4010,84.4351,0.0000,1.2193,0.6163,1.4064,0.2563
100,2034,103,4,1,2677,659,3096,1140,784,171,414,365,446,414,1015,695,11082,2,131,131,29,49,0,558,141,2,37,40,45,2,0,0,39,15,0,57,37,0,0,0,0,0,34,9,0,15.8807,0.2929,0.3762,0.4258,0.8021,10.6963,2.3330,0.6139,4.9798,0.0000,0.0000,0.2824,0.3718,3.1603,0.0000,0.0000,0.0000,5.6483,84.5954,0.0000,1.7418,0.5936,0.4685,0.2958
101,2034,103,4,1,2693,690,3058,1008,717,189,407,326,391,354,1081,694,10930,2,131,131,36,45,0,529,128,0,31,17,43,0,0,1,25,8,0,62,48,0,0,0,0,0,30,8,0,13.6955,0.2662,0.3437,0.3743,0.7180,9.3431,2.4628,0.5603,4.2481,0.0000,0.0000,0.3664,0.4444,3.1069,0.0000,0.0000,0.0000,4.6129,83.4351,0.0000,1.5101,0.6090,0.5798,0.2705
102,2034,103,4,1,2601,645,2971,1066,741,160,382,325,457,411,1023,657,10602,2,131,131,33,43,0,531,134,1,32,37,39,1,1,0,27,11,0,66,29,0,0,0,1,0,30,5,0,15.0124,0.2849,0.3627,0.4098,0.7726,10.3289,2.2303,0.5436,4.5302,0.0076,0.0000,0.2214,0.4342,2.9160,0.0000,0.0000,0.0000,5.7290,80.9313,0.0000,1.6510,0.6089,0.4923,0.2884
103,2034,103,4,1,2772,718,3066,965,658,345,392,263,296,255,1052,670,10913,2,131,131,50,34,0,464,118,2,19,39,37,2,1,7,33,9,0,56,58,0,0,0,0,0,21,12,0,11.6466,0.2374,0.3036,0.3481,0.6517,8.2403,4.3205,0.4634,3.2936,0.0000,0.0000,0.4427,0.5952,2.9924,0.0000,0.0000,0.0000,3.1934,83.3053,0.0000,1.2815,0.6109,1.3118,0.2578
104,2034,103,4,1,2567,650,2963,983,716,189,399,357,403,370,982,668,10959,0,131,131,31,43,0,542,111,0,31,33,30,1,0,0,28,8,0,59,35,0,0,0,0,0,26,9,0,14.9677,0.2789,0.3648,0.3829,0.7478,9.9138,2.6169,0.4154,4.9431,0.0000,0.0000,0.2672,0.4189,3.0458,0.0000,0.0000,0.0000,5.1231,83.6565,0.0000,1.6508,0.5952,0.5294,0.2884
105,2034,103,4,1,2678,646,3032,1166,827,176,389,306,469,414,988,663,10770,1,131,131,21,61,0,607,139,1,35,43,38,2,2,0,25,10,0,70,28,0,0,0,2,1,21,10,0,15.9159,0.3088,0.3774,0.4354,0.8128,11.5157,2.4507,0.5291,4.2610,0.0153,0.0000,0.2137,0.2561,2.9695,0.0000,0.0000,0.0000,5.7648,82.2137,0.0000,1.7530,0.5984,0.5752,0.3157
106,2034,103,4,1,2710,672,3046,1091,772,206,329,297,403,357,1057,642,10851,2,131,131,28,53,0,566,129,0,24,41,36,1,2,0,43,13,0,63,35,0,0,0,0,0,32,10,0,14.4767,0.2849,0.3555,0.4026,0.7580,10.3290,2.7562,0.4817,3.9737,0.0000,0.0000,0.2672,0.3457,2.5115,0.0000,0.0000,0.0000,4.7765,82.8321,0.0000,1.5892,0.6221,0.6936,0.2953
107,2034,103,4,1,2751,709,3080,964,703,281,392,290,344,306,1082,668,11108,1,131,131,39,42,0,530,117,1,23,24,32,1,0,4,34,15,0,55,49,0,0,0,1,0,31,6,0,12.7895,0.2555,0.3274,0.3504,0.6778,8.9196,3.5653,0.4060,3.6795,0.0076,0.0000,0.3740,0.4815,2.9924,0.0000,0.0000,0.0000,3.8825,84.7939,0.0000,1.3999,0.6183,0.9690,0.2727
108,2034,103,4,1,2709,709,3064,936,665,252,410,322,337,301,1160,620,11013,1,132,132,45,39,0,485,116,2,26,37,27,1,0,2,33,5,0,64,42,0,0,0,0,0,30,7,0,12.5865,0.2455,0.3240,0.3455,0.6695,8.4375,3.1974,0.3426,4.0855,0.0000,0.0000,0.3182,0.5357,3.1061,0.0000,0.0000,0.0000,3.8191,83.4318,0.0000,1.3914,0.6517,0.7826,0.2598
109,2034,103,4,1,2735,691,2995,993,719,276,378,234,315,281,1112,594,10762,0,131,131,42,39,0,538,118,1,18,33,30,2,1,0,29,6,0,36,48,0,0,0,0,0,25,13,0,12.4906,0.2629,0.3204,0.3631,0.6835,9.3647,3.5948,0.3907,3.0478,0.0000,0.0000,0.3664,0.5185,2.8855,0.0000,0.0000,0.0000,3.6599,82.1527,0.0000,1.3792,0.6518,1.1795,0.2816
110,2034,103,4,1,2678,683,2973,964,686,265,354,260,321,281,1007,689,10790,1,131,131,35,31,0,499,120,2,26,43,24,4,0,2,17,7,0,50,44,0,0,0,0,0,30,9,0,12.5517,0.2562,0.3208,0.3600,0.6807,9.0351,3.4902,0.3161,3.4244,0.0000,0.0000,0.3359,0.5303,2.7023,0.0000,0.0000,0.0000,3.7010,82.3664,0.0000,1.3844,0.5938,1.0192,0.2741
111,2034,103,4,1,2378,580,2750,1004,716,156,368,333,426,378,888,594,10065,1,131,131,19,58,0,530,117,1,25,36,33,2,1,1,27,12,0,56,19,0,0,0,0,0,30,10,0,16.4543,0.3011,0.3861,0.4222,0.8083,11.1040,2.4193,0.5118,5.1643,0.0000,0.0000,0.1450,0.2468,2.8092,0.0000,0.0000,0.0000,5.8621,76.8321,0.0000,1.8076,0.5992,0.4685,0.3085
112,2034,103,4,1,2579,678,2912,887,634,304,328,291,311,285,1031,608,10791,0,131,131,35,44,0,468,106,1,34,33,27,2,0,3,24,7,0,59,41,0,0,0,0,0,25,15,0,12.3717,0.2458,0.3202,0.3439,0.6641,8.4159,4.0354,0.3584,3.8628,0.0000,0.0000,0.3130,0.4430,2.5038,0.0000,0.0000,0.0000,3.7832,82.3740,0.0000,1.3643,0.6290,1.0447,0.2660
113,2034,103,4,1,2721,692,3008,989,700,282,373,255,313,273,1075,634,10816,2,131,131,42,34,0,517,111,1,20,38,34,0,0,0,25,11,0,43,47,0,0,0,1,1,21,8,0,12.5515,0.2573,0.3213,0.3635,0.6847,9.0953,3.6641,0.4418,3.3133,0.0076,0.0000,0.3588,0.5526,2.8473,0.0000,0.0000,0.0000,3.5472,82.5649,0.0000,1.3787,0.6290,1.1059,0.2746
114,2034,103,4,1,2452,595,2768,1097,724,205,295,286,421,368,911,587,10100,1,131,131,24,58,0,498,124,1,25,57,45,1,0,1,28,4,0,50,22,0,0,0,0,0,17,13,0,15.3292,0.2953,0.3665,0.4474,0.8139,10.9451,3.0991,0.6803,4.3236,0.0000,0.0000,0.1679,0.2927,2.2519,0.0000,0.0000,0.0000,5.5633,77.0992,0.0000,1.6965,0.6081,0.7168,0.3049
115,2034,103,4,1,2717,693,2989,1064,731,325,392,232,346,310,1008,648,10951,0,131,131,42,34,0,514,142,1,30,34,41,3,0,5,35,9,0,57,41,0,0,0,0,0,33,10,0,12.6234,0.2690,0.3253,0.3916,0.7169,9.4935,4.2208,0.5325,3.0130,0.0000,0.0000,0.3130,0.5526,2.9924,0.0000,0.0000,0.0000,4.0260,83.5954,0.0000,1.3896,0.6087,1.4009,0.2898
116,2034,103,4,1,2590,651,2954,1024,722,213,314,322,391,345,1013,621,10759,0,131,131,29,53,0,533,121,2,26,23,45,4,0,5,28,14,0,60,29,0,0,0,0,0,25,7,0,14.6267,0.2788,0.3584,0.3954,0.7538,9.9816,2.9447,0.6221,4.4516,0.0000,0.0000,0.2214,0.3537,2.3969,0.0000,0.0000,0.0000,4.7696,82.1298,0.0000,1.6037,0.6200,0.6615,0.2871
117,2034,103,4,1,2714,699,3033,946,665,293,446,285,329,293,1040,667,10943,0,131,131,46,35,0,486,115,1,21,26,38,0,2,4,29,10,0,54,51,0,0,0,0,0,28,4,0,12.3605,0.2450,0.3168,0.3486,0.6654,8.5622,3.7725,0.4893,3.6695,0.0000,0.0000,0.3893,0.5679,3.4046,0.0000,0.0000,0.0000,3.7725,83.5344,0.0000,1.3591,0.6093,1.0281,0.2608
118,2034,103,4,1,2660,648,3082,1112,777,170,370,384,492,409,1043,632,10913,0,130,130,21,63,0,553,151,1,30,35,38,2,1,0,35,6,0,60,31,0,0,0,2,1,27,3,0,16.2083,0.2921,0.3789,0.4180,0.7969,10.7917,2.3611,0.5278,5.3333,0.0154,0.0000,0.2385,0.2500,2.8462,0.0000,0.0000,0.0000,5.6806,83.9462,0.0000,1.7917,0.6227,0.4427,0.2977
119,2034,103,4,1,2617,673,2854,893,636,292,362,214,271,226,972,677,10441,1,127,127,48,32,0,474,102,0,16,25,35,2,0,2,19,7,0,54,46,0,0,0,0,0,33,6,0,11.4550,0.2430,0.3003,0.3412,0.6415,8.5010,3.9030,0.4678,2.8604,0.0000,0.0000,0.3622,0.6000,2.8504,0.0000,0.0000,0.0000,3.0208,82.2126,0.0000,1.2624,0.5894,1.3645,0.2606
120,2034,103,4,1,2706,697,3044,947,656,303,404,310,328,288,1046,663,11114,2,132,132,42,38,0,469,124,0,20,22,41,4,0,1,34,8,0,46,43,0,0,0,0,0,39,8,0,12.5647,0.2424,0.3200,0.3500,0.6699,8.4625,3.9087,0.5289,3.9990,0.0000,0.0000,0.3258,0.5250,3.0606,0.0000,0.0000,0.0000,3.7152,84.1970,0.0000,1.3846,0.6121,0.9774,0.2582
121,2034,104,5,1,1328,326,1529,557,374,119,236,172,229,198,472,344,5590,2,70,70,14,24,0,261,66,0,19,24,23,1,0,1,13,10,0,27,13,0,0,0,0,0,18,3,0,15.3184,0.2816,0.3636,0.4194,0.7831,10.3041,3.2786,0.6337,4.7388,0.0000,0.0000,0.1857,0.3684,3.3714,0.0000,0.0000,0.0000,5.4551,79.8571,0.0000,1.6714,0.5784,0.6919,0.2913
122,2034,104,5,1,1353,337,1532,581,387,137,232,159,229,202,492,331,5585,1,70,70,15,23,0,256,90,1,14,19,22,1,0,0,12,5,0,23,13,0,0,0,0,0,14,5,0,14.7006,0.2860,0.3599,0.4294,0.7893,10.3251,3.6551,0.5870,4.2421,0.0000,0.0000,0.1857,0.3947,3.3143,0.0000,0.0000,0.0000,5.3893,79.7857,0.0000,1.6186,0.5978,0.8616,0.3022
123,2034,104,5,1,1364,334,1552,563,398,97,205,164,195,166,495,358,5458,2,70,70,12,25,0,291,69,0,21,18,20,3,0,2,11,3,0,21,12,0,0,0,0,0,8,5,0,15.1942,0.2918,0.3640,0.4128,0.7768,10.7032,2.6086,0.5378,4.4104,0.0000,0.0000,0.1714,0.3243,2.9286,0.0000,0.0000,0.0000,4.4641,77.9714,0.0000,1.6793,0.5803,0.5915,0.2981
