19042,61,11102,19,0,2,1,6,0,0,0,0,0,6,5,1,0,0,0,0,1
19042,61,11102,19,0,1,0,4,1,0,0,0,0,8,6,1,0,0,0,0,1
19042,72,11472,19,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
19042,72,11472,19,0,1,0,6,0,0,0,0,0,3,6,1,1,0,0,1,1
19042,72,11472,19,0,2,1,5,1,1,1,0,0,4,7,1,0,0,0,0,1
19042,72,11348,19,0,3,1,4,0,0,0,1,0,6,3,0,0,0,0,0,1
19042,72,21088,19,0,2,2,5,0,0,0,1,0,8,2,0,0,0,0,0,1
19042,79,15090,19,0,1,2,4,0,0,0,1,0,2,0,1,0,0,0,0,5
19042,79,15090,19,0,3,1,6,1,0,0,1,0,4,-1,2,0,0,0,0,5
19042,79,15090,19,0,0,0,7,0,0,0,1,0,6,-2,2,0,0,0,0,5
19042,79,11400,19,0,0,1,4,0,0,0,1,0,9,0,0,0,0,0,0,5
19042,79,21088,19,0,2,2,1,0,0,0,1,0,11,0,2,0,0,0,0,5
19042,92,4341,19,0,3,1,7,0,0,0,1,0,1,0,0,0,0,0,1,1
19042,92,4341,19,0,0,1,9,0,1,0,1,0,2,2,2,0,0,2,1,1
19042,92,4341,19,0,2,2,5,0,0,0,1,0,4,3,2,0,0,0,0,1
19042,92,16872,19,0,1,0,4,1,1,0,1,0,6,1,2,0,0,0,0,1
19042,92,8248,19,0,0,2,1,0,0,0,1,0,9,-2,1,0,0,0,0,1
19042,113,9648,19,0,3,0,2,1,0,0,1,0,1,0,1,0,0,0,0,3
19042,113,9648,19,0,0,2,5,0,0,0,1,0,3,1,1,0,0,0,0,3
19042,113,9648,19,0,1,0,5,0,0,0,1,0,6,0,0,0,0,0,0,3
19042,113,8248,19,0,1,2,5,0,0,0,1,0,9,-1,0,0,0,0,0,3
19042,141,15260,19,0,1,2,4,0,0,0,1,0,1,0,2,0,0,0,0,3
19042,141,15260,19,0,1,1,4,1,0,0,0,0,2,4,2,0,0,0,0,3
19042,141,14968,19,0,2,1,10,0,0,0,1,0,5,2,2,0,0,0,1,3
19042,141,11686,19,0,0,0,5,0,0,0,1,0,7,3,2,0,0,0,0,3
19042,144,11472,19,0,0,0,4,0,0,0,1,0,1,0,2,0,0,0,0,3
19042,144,11472,19,0,3,2,2,0,0,0,1,0,4,2,0,0,0,0,1,3
19042,144,11472,19,0,0,0,5,0,0,0,1,0,5,3,2,0,0,0,0,3
19042,144,11348,19,0,0,0,4,0,1,0,0,0,7,4,1,0,0,0,0,3
19042,157,15090,19,0,1,2,6,1,1,0,1,0,1,1,1,0,0,1,0,5
19042,157,15090,19,0,2,0,6,0,0,0,1,0,3,3,0,0,0,0,1,5
19042,157,15090,19,0,2,2,1,1,1,1,1,0,4,-2,0,0,0,0,0,5
19042,157,10373,19,0,3,2,2,0,1,1,1,0,5,1,1,0,0,0,0,5
19042,157,21088,19,0,1,1,4,1,1,0,1,0,6,3,2,0,0,0,0,5
19042,169,17911,19,0,1,0,4,0,0,0,1,0,1,1,1,0,0,0,0,3
19042,169,17911,19,0,1,0,4,0,0,0,1,0,4,1,0,1,0,0,0,3
19042,169,17911,19,0,0,0,5,0,0,0,1,0,6,2,0,0,0,0,0,3
19042,169,17911,19,0,1,2,4,0,0,0,1,0,8,2,2,0,0,0,0,3
19042,187,5629,19,0,3,1,2,1,1,0,1,0,1,-1,0,0,0,0,1,3
19042,187,5629,19,0,3,2,2,0,0,0,1,0,2,2,2,0,0,0,0,3
19042,187,5629,19,0,1,1,4,0,0,0,1,0,4,2,1,0,0,0,0,3
19042,187,14358,19,0,1,1,9,0,0,0,0,0,6,5,0,0,0,1,1,3
19042,187,15370,19,0,1,2,5,1,0,0,0,0,7,8,2,0,0,0,0,3
19042,194,12320,19,0,1,1,4,0,0,0,1,0,1,-1,2,0,0,0,0,3
19042,194,12320,19,0,1,1,7,0,0,0,1,0,4,-1,0,0,0,0,1,3
19042,194,12320,19,0,0,0,6,1,0,0,1,0,5,2,0,0,0,0,1,3
19042,194,17204,19,0,1,1,4,1,0,0,0,0,6,6,2,0,0,0,0,3
19042,194,12718,19,0,0,1,4,1,1,0,0,0,8,6,1,0,0,0,1,3
19042,208,15047,19,0,1,1,5,0,1,0,1,0,1,0,1,0,0,0,0,3
19042,208,15047,19,0,3,2,5,0,0,0,1,0,4,1,0,0,0,0,0,3
19042,208,17204,19,0,2,0,4,0,0,0,1,0,6,0,0,0,0,0,0,3
19042,208,9682,19,0,0,0,4,0,0,0,0,0,8,-4,0,0,0,0,0,3
19042,208,22852,19,0,2,2,5,1,1,1,1,0,9,-3,2,0,0,0,0,3
19042,229,17027,19,0,2,1,4,0,0,0,1,0,1,0,2,0,0,0,0,3
19042,229,17027,19,0,2,2,1,0,0,0,1,0,4,0,0,0,0,0,0,3
19042,229,17027,19,0,1,2,4,1,0,1,1,0,5,-1,2,0,0,0,0,3
19042,229,12718,19,0,1,2,6,0,0,0,1,0,7,0,1,0,0,0,0,3
19042,229,22852,19,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,0,3
19042,243,16706,19,0,1,1,5,0,1,0,1,0,1,0,1,0,0,0,0,3
19042,243,16706,19,0,0,0,5,1,0,0,1,0,3,0,2,0,0,0,0,3
19042,243,16706,19,0,2,2,6,0,1,0,1,0,6,2,0,0,0,0,1,3
19042,243,11686,19,0,0,0,7,0,0,0,1,0,7,-1,2,0,0,0,1,3
19042,243,13716,19,0,2,0,8,1,0,0,1,0,8,-1,2,0,0,1,0,3
19042,255,4341,19,0,0,0,4,0,0,0,1,0,1,0,2,0,0,0,0,3
19042,255,4341,19,0,3,1,2,0,1,0,1,0,3,-3,0,0,0,0,0,3
19042,255,4341,19,0,3,1,2,0,0,0,1,0,5,-3,2,0,0,0,0,3
19042,255,13716,19,0,1,2,4,0,0,0,1,0,8,1,0,0,0,0,0,3
