team_id,year,league_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera
212,2034,106,11,0,0,40,400,1695,558,1071,66,36,0,69,19,0,0,3213,0,0.9611,4.5630,0.0000,0.0000
213,2034,106,11,0,0,41,410,1698,525,1094,79,28,0,3,17,6,0,3282,0,0.9535,4.4397,0.3529,0.0000
214,2034,106,11,0,0,40,400,1657,529,1079,49,22,0,2,20,6,0,3237,0,0.9704,4.4708,0.3000,0.0000
215,2034,106,11,0,0,40,400,1699,535,1062,102,30,0,45,23,2,0,3186,0,0.9400,4.5113,0.0870,0.0000
216,2034,106,11,0,0,40,400,1688,525,1068,95,28,0,11,17,6,0,3204,0,0.9437,4.4747,0.3529,0.0000
217,2034,106,11,0,0,41,410,1701,535,1116,50,29,0,1,19,0,0,3348,0,0.9706,4.4382,0.0000,0.0000
218,2034,106,11,0,0,40,400,1635,536,1054,45,30,0,1,17,4,0,3162,0,0.9725,4.5256,0.2353,0.0000
219,2034,106,11,0,0,40,400,1672,522,1101,49,31,0,1,23,9,0,3303,0,0.9707,4.4223,0.3913,0.0000
220,2034,106,11,0,0,40,400,1666,497,1083,86,25,0,6,20,9,0,3249,0,0.9484,4.3767,0.4500,0.0000
221,2034,106,11,0,0,40,400,1644,515,1078,51,27,0,0,8,2,0,3234,0,0.9690,4.4332,0.2500,0.0000
222,2034,106,11,0,0,40,400,1652,519,1047,86,28,0,59,22,0,0,3141,0,0.9479,4.4871,0.0000,0.0000
223,2034,106,11,0,0,40,400,1668,527,1079,62,21,0,1,21,5,0,3237,0,0.9628,4.4652,0.2381,0.0000
224,2034,106,11,0,0,40,400,1650,520,1065,65,31,0,2,9,4,0,3195,0,0.9606,4.4648,0.4444,0.0000
225,2034,106,11,0,0,40,400,1683,542,1062,79,29,0,1,11,3,0,3186,0,0.9531,4.5311,0.2727,0.0000
226,2034,106,11,0,0,40,400,1642,504,1079,59,23,0,3,13,3,0,3237,0,0.9641,4.4013,0.2308,0.0000
227,2034,106,11,0,0,40,400,1718,556,1082,80,42,0,4,26,5,0,3246,0,0.9534,4.5416,0.1923,0.0000
228,2034,106,11,0,0,40,400,1685,538,1088,59,28,0,1,18,12,0,3264,0,0.9650,4.4835,0.6667,0.0000
229,2034,106,11,0,0,40,400,1692,533,1038,121,33,0,23,24,2,0,3114,0,0.9285,4.5405,0.0833,0.0000
230,2034,106,11,0,0,40,400,1665,553,1065,47,32,0,4,23,2,0,3195,0,0.9718,4.5577,0.0870,0.0000
231,2034,106,11,0,0,40,400,1657,506,1055,96,25,0,6,17,6,0,3165,0,0.9421,4.4389,0.3529,0.0000
232,2034,106,11,0,0,40,400,1649,516,1056,77,23,0,4,18,3,0,3168,0,0.9533,4.4659,0.1667,0.0000
233,2034,106,11,0,0,40,400,1714,569,1062,83,34,0,8,20,3,0,3186,0,0.9516,4.6073,0.1500,0.0000
234,2034,106,11,0,0,40,400,1709,519,1085,105,32,0,36,33,7,0,3255,0,0.9386,4.4350,0.2121,0.0000
235,2034,106,11,0,0,40,400,1659,534,1067,58,31,0,3,13,3,0,3201,0,0.9650,4.5014,0.2308,0.0000
236,2034,106,11,0,0,40,400,1684,557,1079,48,40,0,2,10,3,0,3240,0,0.9715,4.5444,0.3000,0.0000
237,2034,106,11,0,0,40,400,1636,523,1053,60,27,1,2,20,7,0,3159,0,0.9633,4.4900,0.3500,0.0000
238,2034,106,11,0,0,40,400,1695,544,1102,49,20,0,2,23,6,0,3306,0,0.9711,4.4809,0.2609,0.0000
239,2034,106,11,0,0,40,400,1708,565,1069,74,39,0,1,13,4,0,3207,0,0.9567,4.5856,0.3077,0.0000
240,2034,106,11,0,0,40,400,1678,492,1071,115,18,0,1,23,4,0,3213,0,0.9315,4.3782,0.1739,0.0000
241,2034,106,11,0,0,40,400,1703,547,1097,59,23,0,6,19,6,0,3294,0,0.9654,4.4918,0.3158,0.0000
242,2034,106,11,0,0,40,400,1648,523,1075,50,25,0,1,8,4,0,3225,0,0.9697,4.4595,0.5000,0.0000
243,2034,106,11,0,0,40,400,1690,558,1071,61,27,0,8,16,4,0,3213,0,0.9639,4.5630,0.2500,0.0000
244,2034,106,11,0,0,40,400,1710,572,1094,44,36,0,1,14,2,0,3282,0,0.9743,4.5686,0.1429,0.0000
245,2034,106,11,0,0,40,400,1723,565,1074,84,28,0,3,10,1,0,3222,0,0.9512,4.5782,0.1000,0.0000
246,2034,106,11,0,0,40,400,1687,528,1085,74,33,0,3,17,5,0,3255,0,0.9561,4.4599,0.2941,0.0000
247,2034,106,11,0,0,40,400,1668,538,1069,61,29,0,44,25,1,0,3207,0,0.9634,4.5098,0.0400,0.0000
248,2034,106,11,0,0,40,400,1717,541,1083,93,35,0,3,16,6,0,3249,0,0.9458,4.4986,0.3750,0.0000
249,2034,106,11,0,0,40,400,1708,548,1099,61,32,0,1,23,4,0,3297,0,0.9643,4.4959,0.1739,0.0000
250,2034,106,11,0,0,40,400,1678,532,1046,100,27,0,67,27,1,0,3138,0,0.9404,4.5258,0.0370,0.0000
251,2034,106,11,0,0,40,400,1685,555,1067,63,35,0,2,23,2,0,3201,0,0.9626,4.5604,0.0870,0.0000
252,2034,106,11,0,0,40,400,1695,535,1082,78,28,0,1,18,2,0,3246,0,0.9540,4.4834,0.1111,0.0000
253,2034,106,11,0,0,40,400,1678,541,1070,67,30,0,1,12,2,0,3210,0,0.9601,4.5168,0.1667,0.0000
254,2034,106,11,0,0,40,400,1670,519,1086,65,31,0,1,18,7,0,3258,0,0.9611,4.4337,0.3889,0.0000
255,2034,106,11,0,0,40,400,1685,560,1047,78,37,0,2,19,3,0,3141,0,0.9537,4.6046,0.1579,0.0000
256,2034,106,11,0,0,40,400,1678,547,1078,53,37,0,3,12,5,0,3234,0,0.9684,4.5223,0.4167,0.0000
257,2034,107,11,0,0,40,400,1716,546,1099,71,34,0,13,17,3,0,3297,0,0.9586,4.4904,0.1765,0.0000
258,2034,107,11,0,0,40,400,1630,503,1030,97,24,0,16,14,3,0,3090,0,0.9405,4.4650,0.2143,0.0000
259,2034,107,11,0,0,40,400,1693,536,1077,80,25,0,2,29,5,0,3231,0,0.9527,4.4930,0.1724,0.0000
260,2034,107,11,0,0,40,400,1661,546,1080,35,27,0,2,12,5,0,3240,0,0.9789,4.5167,0.4167,0.0000
261,2034,107,11,0,0,40,400,1665,531,1076,58,26,0,5,25,8,0,3228,0,0.9652,4.4805,0.3200,0.0000
262,2034,107,11,0,0,40,400,1716,585,1053,78,44,0,45,18,1,0,3159,0,0.9545,4.6667,0.0556,0.0000
263,2034,107,11,0,0,40,400,1681,565,1050,66,31,0,0,21,7,0,3150,0,0.9607,4.6143,0.3333,0.0000
264,2034,107,11,0,0,40,400,1666,531,1072,63,36,0,3,23,5,0,3216,0,0.9622,4.4860,0.2174,0.0000
265,2034,107,11,0,0,40,400,1683,532,1062,89,37,0,45,16,1,0,3186,0,0.9471,4.5028,0.0625,0.0000
266,2034,107,11,0,0,40,400,1657,545,1065,47,32,0,1,12,4,0,3195,0,0.9716,4.5352,0.3333,0.0000
267,2034,107,11,0,0,40,400,1658,521,1059,78,28,0,17,10,1,0,3177,0,0.9530,4.4759,0.1000,0.0000
268,2034,107,11,0,0,40,400,1692,534,1058,100,29,0,5,17,5,0,3174,0,0.9409,4.5142,0.2941,0.0000
269,2034,107,11,0,0,40,400,1617,494,1038,85,27,1,0,13,2,0,3117,0,0.9474,4.4235,0.1538,0.0000
270,2034,107,11,0,0,40,400,1694,536,1050,108,25,0,19,23,3,0,3150,0,0.9362,4.5314,0.1304,0.0000
271,2034,107,11,0,0,40,400,1696,569,1061,66,29,0,2,14,5,0,3183,0,0.9611,4.6089,0.3571,0.0000
272,2034,107,11,0,0,40,400,1639,530,1054,55,25,0,30,27,0,0,3162,0,0.9664,4.5085,0.0000,0.0000
273,2034,107,11,0,0,40,400,1630,492,1055,83,17,0,3,7,2,0,3165,0,0.9491,4.3991,0.2857,0.0000
274,2034,107,11,0,0,41,410,1691,519,1114,58,23,0,1,16,7,0,3342,0,0.9657,4.3977,0.4375,0.0000
275,2034,107,11,0,0,40,400,1695,529,1066,100,31,0,2,6,1,0,3198,0,0.9410,4.4887,0.1667,0.0000
276,2034,107,11,0,0,40,400,1593,509,1042,42,24,0,2,19,7,0,3129,0,0.9736,4.4612,0.3684,0.0000
277,2034,107,11,0,0,40,400,1621,474,1053,94,27,0,2,23,8,0,3159,0,0.9420,4.3504,0.3478,0.0000
278,2034,107,11,0,0,40,400,1679,522,1088,69,36,0,0,15,4,0,3264,0,0.9589,4.4393,0.2667,0.0000
279,2034,107,11,0,0,41,410,1657,502,1089,66,24,0,0,25,3,0,3267,0,0.9602,4.3829,0.1200,0.0000
280,2034,107,11,0,0,40,400,1661,507,1081,73,23,0,1,16,2,0,3243,0,0.9561,4.4070,0.1250,0.0000
281,2034,107,11,0,0,40,400,1651,530,1066,55,29,0,0,14,2,0,3198,0,0.9667,4.4916,0.1429,0.0000
282,2034,107,11,0,0,40,400,1684,528,1070,86,30,0,4,24,6,0,3210,0,0.9489,4.4804,0.2500,0.0000
283,2034,107,11,0,0,40,400,1673,534,1068,71,33,0,2,17,4,0,3204,0,0.9576,4.5000,0.2353,0.0000
284,2034,107,11,0,0,40,400,1657,539,1065,53,20,0,2,28,3,0,3195,0,0.9680,4.5183,0.1071,0.0000
285,2034,107,11,0,0,40,400,1674,517,1046,111,23,0,43,21,2,0,3141,0,0.9337,4.4785,0.0952,0.0000
286,2034,107,11,0,0,40,400,1670,484,1082,104,22,0,4,19,6,0,3246,0,0.9377,4.3420,0.3158,0.0000
287,2034,107,11,0,0,40,400,1647,505,1059,83,21,0,3,7,3,0,3177,0,0.9496,4.4306,0.4286,0.0000
288,2034,107,11,0,0,40,400,1650,514,1083,53,21,0,0,24,7,0,3249,0,0.9679,4.4238,0.2917,0.0000
289,2034,107,11,0,0,40,400,1647,488,1054,105,28,0,13,15,5,0,3162,0,0.9362,4.3890,0.3333,0.0000
290,2034,107,11,0,0,40,400,1722,538,1091,93,28,0,24,19,2,0,3273,0,0.9460,4.4794,0.1053,0.0000
291,2034,107,11,0,0,40,400,1632,488,1068,76,23,0,0,16,5,0,3204,0,0.9534,4.3708,0.3125,0.0000
292,2034,107,11,0,0,40,400,1640,517,1048,75,19,0,1,25,5,0,3144,0,0.9543,4.4800,0.2000,0.0000
293,2034,107,11,0,0,40,400,1637,525,1052,60,33,0,1,11,4,0,3156,0,0.9633,4.4971,0.3636,0.0000
294,2034,107,11,0,0,40,400,1697,535,1076,86,28,0,2,8,2,0,3228,0,0.9493,4.4916,0.2500,0.0000
295,2034,107,11,0,0,40,400,1707,560,1087,60,36,0,2,12,4,0,3261,0,0.9649,4.5455,0.3333,0.0000
296,2034,107,11,0,0,40,400,1668,524,1083,61,27,0,2,20,3,0,3252,0,0.9634,4.4474,0.1500,0.0000
297,2034,107,11,0,0,40,400,1689,522,1092,75,27,0,3,15,4,0,3276,0,0.9556,4.4341,0.2667,0.0000
298,2034,107,11,0,0,40,400,1668,527,1055,86,40,0,55,22,1,0,3165,0,0.9484,4.4986,0.0455,0.0000
299,2034,107,11,0,0,40,400,1664,531,1080,53,33,0,0,7,2,0,3240,0,0.9681,4.4750,0.2857,0.0000
300,2034,107,11,0,0,40,400,1681,550,1059,72,31,1,1,11,2,0,3177,0,0.9572,4.5581,0.1818,0.0000
301,2034,107,11,0,0,40,400,1681,517,1067,97,22,0,3,8,5,0,3204,0,0.9423,4.4494,0.6250,0.0000
302,2034,107,11,0,0,40,400,1707,576,1069,62,36,0,3,11,1,0,3207,0,0.9637,4.6165,0.0909,0.0000
303,2034,107,11,0,0,40,400,1610,497,1057,56,27,0,0,15,6,0,3174,0,0.9652,4.4064,0.4000,0.0000
304,2034,107,11,0,0,40,400,1694,558,1071,65,42,0,1,12,5,0,3213,0,0.9616,4.5630,0.4167,0.0000
305,2034,107,11,0,0,40,400,1724,557,1083,84,31,0,0,14,6,0,3249,0,0.9513,4.5429,0.4286,0.0000
306,2034,107,11,0,0,40,400,1682,509,1045,128,20,0,1,10,1,0,3135,0,0.9239,4.4612,0.1000,0.0000
307,2034,107,11,0,0,40,400,1657,547,1064,46,31,0,0,19,3,0,3192,0,0.9722,4.5423,0.1579,0.0000
308,2034,107,11,0,0,40,400,1659,523,1046,90,27,0,0,13,4,0,3138,0,0.9458,4.5000,0.3077,0.0000
309,2034,107,11,0,0,40,400,1639,527,1071,41,35,0,0,11,5,0,3213,0,0.9750,4.4762,0.4545,0.0000
310,2034,107,11,0,0,40,400,1706,584,1063,59,38,0,2,12,1,0,3189,0,0.9654,4.6482,0.0833,0.0000
311,2034,107,11,0,0,40,400,1733,577,1082,74,28,0,2,18,8,0,3246,0,0.9573,4.5998,0.4444,0.0000
312,2034,107,11,0,0,40,400,1700,513,1112,75,42,0,4,15,6,0,3336,0,0.9559,4.3840,0.4000,0.0000
313,2034,107,11,0,0,40,400,1733,553,1092,88,30,0,3,12,6,0,3276,0,0.9492,4.5192,0.5000,0.0000
314,2034,107,11,0,0,40,400,1609,486,1053,70,22,0,36,30,1,0,3159,0,0.9565,4.3846,0.0333,0.0000
315,2034,107,11,0,0,40,400,1675,544,1040,91,26,0,17,13,0,0,3120,0,0.9457,4.5692,0.0000,0.0000
316,2034,107,11,0,0,40,400,1712,571,1085,56,24,0,0,14,5,0,3255,0,0.9673,4.5788,0.3571,0.0000
317,2034,107,11,0,0,40,400,1714,530,1094,90,29,0,11,17,1,0,3282,0,0.9475,4.4534,0.0588,0.0000
318,2034,107,11,0,0,40,400,1664,496,1063,105,36,0,21,16,1,0,3189,0,0.9369,4.3998,0.0625,0.0000
319,2034,107,11,0,0,40,400,1646,524,1047,75,29,0,1,11,2,0,3141,0,0.9544,4.5014,0.1818,0.0000
320,2034,107,11,0,0,40,400,1686,531,1073,82,31,0,0,17,4,0,3219,0,0.9514,4.4846,0.2353,0.0000
321,2034,108,10,0,0,50,500,2003,630,1321,52,34,0,2,28,5,0,3963,0,0.9740,4.4307,0.1786,0.0000
322,2034,108,10,0,0,50,500,2022,634,1331,57,40,1,4,33,12,0,3993,0,0.9718,4.4290,0.3636,0.0000
323,2034,108,10,0,0,51,510,2138,716,1371,51,45,0,6,19,6,0,4113,0,0.9761,4.5667,0.3158,0.0000
324,2034,108,10,0,0,50,500,2090,672,1361,57,56,0,3,15,4,0,4083,0,0.9727,4.4813,0.2667,0.0000
325,2034,108,10,0,0,50,500,2056,643,1308,105,32,0,1,16,4,0,3924,0,0.9489,4.4748,0.2500,0.0000
326,2034,108,10,0,0,50,500,2060,671,1338,51,34,0,5,23,5,0,4014,0,0.9752,4.5045,0.2174,0.0000
327,2034,108,10,0,0,50,500,1983,618,1318,47,46,0,2,16,2,0,3954,0,0.9763,4.4067,0.1250,0.0000
328,2034,108,10,0,0,50,500,2071,669,1344,58,32,0,4,19,6,0,4032,0,0.9720,4.4933,0.3158,0.0000
329,2034,108,10,0,0,50,500,2028,634,1346,48,24,0,3,21,5,0,4038,0,0.9763,4.4131,0.2381,0.0000
330,2034,108,10,0,0,51,510,2098,694,1365,39,27,0,4,15,10,0,4095,0,0.9814,4.5253,0.6667,0.0000
331,2034,108,10,0,0,51,510,2048,630,1354,64,23,0,2,35,8,0,4062,0,0.9688,4.3959,0.2286,0.0000
332,2034,108,10,0,0,50,500,2073,671,1325,77,35,0,4,20,6,0,3975,0,0.9629,4.5192,0.3000,0.0000
333,2034,108,10,0,0,51,510,2096,672,1371,53,33,0,3,28,6,0,4116,0,0.9747,4.4672,0.2143,0.0000
334,2034,108,10,0,0,50,500,2097,686,1360,51,35,0,3,23,4,0,4080,0,0.9757,4.5132,0.1739,0.0000
335,2034,108,10,0,0,50,500,2129,677,1378,74,54,0,3,17,1,0,4134,0,0.9652,4.4739,0.0588,0.0000
336,2034,108,10,0,0,50,500,2086,673,1357,56,35,0,0,24,3,0,4071,0,0.9732,4.4878,0.1250,0.0000
337,2034,108,10,0,0,50,500,2110,704,1354,52,32,0,7,32,12,0,4062,0,0.9754,4.5598,0.3750,0.0000
338,2034,108,10,0,0,50,500,2042,664,1304,74,37,0,2,12,1,0,3912,0,0.9638,4.5276,0.0833,0.0000
339,2034,108,10,0,0,50,500,2018,626,1313,79,31,0,2,20,6,0,3939,0,0.9609,4.4303,0.3000,0.0000
340,2034,108,10,0,0,50,500,2075,664,1356,55,38,0,2,15,2,0,4068,0,0.9735,4.4690,0.1333,0.0000
341,2034,108,10,0,0,50,500,2106,686,1351,69,45,0,3,18,4,0,4056,0,0.9672,4.5200,0.2222,0.0000
342,2034,108,10,0,0,50,500,2077,655,1359,63,33,0,2,16,1,0,4077,0,0.9697,4.4459,0.0625,0.0000
343,2034,108,10,0,0,50,500,2015,654,1308,53,36,0,5,16,2,0,3924,0,0.9737,4.5000,0.1250,0.0000
344,2034,108,10,0,0,50,500,2004,622,1309,73,31,0,0,17,3,0,3927,0,0.9636,4.4255,0.1765,0.0000
345,2034,108,10,0,0,50,500,1992,624,1311,57,25,0,1,27,4,0,3933,0,0.9714,4.4279,0.1481,0.0000
346,2034,108,10,0,0,50,500,2077,666,1350,61,33,0,3,24,6,0,4053,0,0.9706,4.4767,0.2500,0.0000
347,2034,108,10,0,0,50,500,2091,652,1352,87,31,0,1,16,5,0,4056,0,0.9584,4.4467,0.3125,0.0000
348,2034,108,10,0,0,50,500,1998,649,1305,44,46,0,4,27,4,0,3915,0,0.9780,4.4920,0.1481,0.0000
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000
