14232,2027,172,0,105,6,1,0,8,2,2,8,23,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1176,0,0.0091
14233,2022,298,0,107,11,1,0,169,65,30,244,1010,40,40,8,3,12,81,65,13,6,63,1,1,0,2,10,0,3.4987,0,1.7021
14233,2023,298,0,107,11,1,0,159,70,23,206,808,40,40,17,7,4,47,48,10,3,40,3,1,0,1,6,0,3.1563,0,2.0670
14233,2024,298,0,107,11,1,0,54,18,13,80,316,15,15,5,0,1,23,17,10,1,23,1,0,0,1,2,0,1.4733,0,0.7139
14233,2025,155,0,105,6,1,0,208,46,49,234,860,57,56,5,4,3,20,16,8,2,13,1,3,0,4,9,0,-0.1150,0,0.6893
14233,2026,126,0,104,5,1,0,275,74,66,327,1214,71,71,17,3,3,47,41,22,1,38,4,3,0,3,11,0,0.3428,0,1.3543
14233,2027,102,0,103,4,1,0,448,124,100,520,1958,115,113,25,11,13,84,74,28,8,54,0,5,0,8,10,0,0.9030,0,2.5405
14233,2028,80,0,102,3,1,0,362,114,37,419,1599,94,92,19,14,11,61,66,20,2,49,2,5,0,5,3,0,3.1795,0,4.3433
14233,2029,56,0,101,2,1,0,170,43,31,192,714,42,42,9,6,1,23,24,2,0,18,1,1,0,1,3,0,0.0806,0,0.8212
14233,2029,25,0,100,1,2,0,42,10,11,45,0,25,10,3,1,0,6,1,0,0,2,0,0,0,0,1,0,0.0000,0,0.0000
14233,2029,25,0,100,1,1,0,73,16,24,79,324,52,12,5,1,2,12,7,0,0,5,0,0,0,0,1,0,-0.4507,0,0.1271
14233,2029,25,0,100,1,3,0,31,6,13,34,0,28,2,2,0,2,6,6,0,0,3,0,0,0,0,0,0,0.0000,0,0.0000
14233,2030,56,0,101,2,1,0,115,37,15,122,418,26,26,3,5,3,16,14,2,1,5,0,1,0,2,0,0,0.1447,0,0.8849
14233,2030,25,0,100,1,2,0,146,39,31,169,0,63,41,2,5,8,30,21,0,0,21,1,2,0,1,1,0,0.0000,0,0.0000
14233,2030,25,0,100,1,1,0,356,95,101,401,1563,105,82,13,8,13,72,33,29,2,40,1,5,0,3,2,0,1.6970,0,2.4712
14233,2030,25,0,100,1,3,0,210,56,70,232,0,82,41,11,3,5,42,12,0,0,19,0,3,0,2,1,0,0.0000,0,0.0000
14233,2031,25,0,100,1,3,0,486,127,128,540,0,142,117,19,5,23,84,53,0,0,50,0,2,0,0,4,0,0.0000,0,0.0000
14233,2031,25,0,100,1,1,0,606,160,156,676,2628,148,147,24,5,29,104,68,45,10,64,0,5,0,0,6,0,2.5303,0,5.1011
14233,2031,25,0,100,1,2,0,120,33,28,136,0,63,30,5,0,6,20,15,0,0,14,0,3,0,0,2,0,0.0000,0,0.0000
14233,2032,25,0,100,1,1,0,608,157,148,692,2758,155,153,32,8,13,101,50,41,9,78,5,4,0,0,6,0,1.4787,0,3.2625
14233,2032,25,0,100,1,3,0,494,126,124,560,0,149,123,22,7,8,80,40,0,0,61,3,3,0,0,5,0,0.0000,0,0.0000
14233,2032,25,0,100,1,2,0,114,31,24,132,0,63,30,10,1,5,21,10,0,0,17,2,1,0,0,1,0,0.0000,0,0.0000
14233,2033,25,0,100,1,1,0,641,178,151,732,2846,161,159,41,7,22,106,73,39,8,79,7,7,0,4,8,0,3.4575,0,4.8899
14233,2033,25,0,100,1,3,0,508,138,124,582,0,153,126,33,6,15,81,52,0,0,62,6,5,0,4,8,0,0.0000,0,0.0000
14233,2033,25,0,100,1,2,0,133,40,27,150,0,68,33,8,1,7,25,21,0,0,17,1,2,0,0,0,0,0.0000,0,0.0000
14233,2034,25,0,100,1,1,0,630,167,158,721,3002,158,157,21,5,28,102,76,39,14,83,4,3,0,5,3,0,4.1422,0,3.8419
14233,2034,25,0,100,1,3,0,468,127,113,530,0,145,113,15,5,21,78,59,0,0,55,3,1,0,4,3,0,0.0000,0,0.0000
14233,2034,25,0,100,1,2,0,162,40,45,191,0,75,44,6,0,7,24,17,0,0,28,1,2,0,1,0,0,0.0000,0,0.0000
14235,2022,299,0,107,11,1,0,121,48,19,142,518,29,29,12,1,1,31,29,0,0,16,0,7,2,1,2,0,1.6952,0,0.1985
14235,2023,299,0,107,11,1,0,93,38,5,107,370,25,22,5,0,1,22,23,0,0,12,0,1,0,1,1,0,1.0118,0,0.3946
14235,2024,299,0,107,11,1,0,145,47,24,166,578,37,37,15,0,1,30,29,0,0,16,0,3,3,1,1,0,1.2604,0,0.0928
14235,2028,0,0,0,10,1,0,281,78,23,305,0,61,61,12,1,3,65,46,5,3,18,0,0,3,2,1,0,0.0000,0,0.2473
14235,2029,0,0,0,10,1,0,294,84,22,318,0,63,63,12,1,4,54,57,2,1,19,0,0,1,3,1,0,0.0000,0,0.5414
14235,2030,146,0,104,5,1,0,180,38,17,196,628,53,53,5,0,0,14,14,0,0,13,0,13,2,1,0,0,-1.4101,0,-0.5220
14235,2031,146,0,104,5,1,0,116,26,9,134,511,34,34,2,0,1,9,6,0,0,17,1,3,1,0,0,0,-1.0589,0,-0.1122
14238,2022,306,0,107,11,1,0,183,83,7,221,805,40,40,17,2,14,66,74,4,2,33,0,1,0,3,2,0,2.2454,0,1.6040
14238,2023,306,0,107,11,1,0,175,63,11,205,812,40,40,11,4,7,40,33,4,1,25,1,1,0,0,5,0,1.5999,0,0.8001
14238,2024,306,0,107,11,1,0,168,64,13,197,809,39,39,12,1,8,42,37,6,1,24,4,2,0,2,3,0,1.9524,0,1.1960
14238,2026,328,0,108,10,1,0,199,74,14,228,798,49,49,6,0,13,41,58,7,3,22,1,0,0,2,5,0,2.9402,0,2.0120
14238,2027,328,0,108,10,1,0,197,70,18,240,825,50,50,17,0,7,43,48,7,3,32,3,1,0,6,5,0,2.6618,0,1.8463
14238,2027,173,0,105,6,1,0,99,34,15,110,384,34,21,5,1,2,14,16,3,3,9,1,2,0,1,1,0,0.9440,0,1.0673
14238,2028,146,0,104,5,1,0,271,87,18,309,1080,67,66,9,4,12,52,62,3,3,33,2,1,0,4,1,0,2.2231,0,2.3927
14238,2029,62,0,102,3,1,0,486,153,34,547,1887,122,120,32,10,17,82,89,10,0,55,5,1,0,5,1,0,2.5798,0,4.8673
14238,2030,62,0,102,3,1,0,470,161,41,529,1869,118,115,24,9,9,69,58,3,2,55,3,1,0,2,2,0,2.9280,0,5.2876
14238,2031,34,0,101,2,1,0,15,4,0,19,67,5,3,0,0,0,1,0,0,0,4,1,0,0,0,0,0,-0.2180,0,0.0231
14238,2031,21,0,100,1,3,0,411,131,36,446,0,137,110,27,2,26,72,71,0,0,30,2,3,0,3,2,0,0.0000,0,0.0000
14238,2031,21,0,100,1,1,0,494,152,55,541,1869,141,122,31,2,28,87,81,11,5,37,2,4,0,5,5,0,3.1318,0,3.5269
14238,2031,21,0,100,1,2,0,83,21,19,95,0,55,12,4,0,2,15,10,0,0,7,0,1,0,2,3,0,0.0000,0,0.0000
14238,2031,21,0,100,1,21,0,31,10,2,36,140,11,8,4,1,0,5,2,0,0,5,0,1,0,0,0,0,0.3925,0,0.0000
14238,2032,21,0,100,1,2,0,136,45,20,145,0,66,31,9,0,6,22,18,0,0,6,0,0,0,0,3,0,0.0000,0,0.0000
14238,2032,21,0,100,1,1,0,580,192,57,631,2107,155,134,40,4,28,115,80,13,7,42,5,4,0,3,6,0,3.8429,0,4.6431
14238,2032,21,0,100,1,3,0,444,147,37,486,0,147,103,31,4,22,93,62,0,0,36,5,4,0,3,3,0,0.0000,0,0.0000
14238,2033,16,0,100,1,3,0,448,160,39,498,0,145,111,34,6,19,83,86,0,0,39,1,11,0,7,4,0,0.0000,0,0.0000
14238,2033,16,0,100,1,1,0,575,204,61,634,2123,153,139,39,6,22,99,108,13,7,45,1,11,0,10,4,0,3.9135,0,5.0072
14238,2033,16,0,100,1,2,0,127,44,22,136,0,56,28,5,0,3,16,22,0,0,6,0,0,0,3,0,0,0.0000,0,0.0000
14238,2034,16,0,100,1,1,0,435,127,41,466,1489,133,105,28,4,16,68,72,5,3,25,1,11,0,4,2,0,0.9707,0,1.4987
14238,2034,16,0,100,1,3,0,348,105,24,374,0,126,88,23,4,15,56,58,0,0,23,0,11,0,3,0,0,0.0000,0,0.0000
14238,2034,16,0,100,1,2,0,87,22,17,92,0,52,17,5,0,1,12,14,0,0,2,1,0,0,1,2,0,0.0000,0,0.0000
14241,2034,197,0,106,11,1,0,144,37,21,171,621,40,40,12,0,0,20,16,0,0,27,0,6,0,0,0,0,0.3000,0,1.2784
14241,2034,197,0,106,11,2,0,47,13,9,52,0,21,12,4,0,0,9,5,0,0,5,0,4,0,0,0,0,0.0000,0,0.0000
14241,2034,197,0,106,11,3,0,97,24,12,119,0,37,28,8,0,0,11,11,0,0,22,0,2,0,0,0,0,0.0000,0,0.0000
