team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
225,2034,106,11,1,495,118,579,186,145,55,0,74,83,70,184,104,2119,2,89,0,5,9,9,120,16,5,4,2,7,0,1,5,8,0,35,2,0,16,6,89,0,0,5,2,12,16.6096,0.2929,0.3822,0.3758,0.7580,10.9972,4.1713,0.5309,5.6124,0.0000,0.0000,0.0000,0.3571,0.0000,0.6000,0.3750,0.3933,5.3090,23.8090,0.0000,1.8455,0.6389,0.7432,0.3158
226,2034,106,11,1,606,151,683,236,158,83,0,63,74,62,210,150,2344,2,103,0,9,8,13,107,34,7,5,7,10,0,0,6,5,2,40,9,0,20,6,103,0,0,5,2,13,13.2330,0.2607,0.3299,0.3894,0.7193,9.3758,4.9253,0.5934,3.7385,0.0000,0.0000,0.0000,0.5294,0.0000,0.6842,0.3000,0.3883,3.6791,22.7573,0.0000,1.4571,0.5833,1.3175,0.2857
227,2034,106,11,1,581,149,694,227,158,57,0,93,82,75,217,146,2313,0,135,0,5,7,7,112,29,9,9,11,6,0,0,16,3,2,37,17,0,12,5,135,0,0,7,1,13,15.2819,0.2719,0.3693,0.3907,0.7600,9.5436,3.4430,0.3624,5.6174,0.0000,0.0000,0.0000,0.4167,0.0000,0.5833,0.4167,0.2741,4.5302,17.1333,0.0000,1.6846,0.5978,0.6129,0.2884
228,2034,106,11,1,627,155,718,257,179,57,0,72,94,70,244,142,2390,0,105,0,10,5,15,128,34,7,9,7,10,0,0,3,11,3,40,12,0,19,3,105,0,0,4,3,13,14.7484,0.2855,0.3572,0.4099,0.7671,10.3935,3.3097,0.5806,4.1806,0.0000,0.0000,0.0000,0.6667,0.0000,0.8333,0.1579,0.3810,4.0645,22.7619,0.0000,1.6194,0.6321,0.7917,0.2970
229,2034,106,11,1,616,138,749,280,206,39,0,114,165,119,199,151,2665,2,103,0,4,4,6,154,37,3,16,8,7,0,0,13,12,0,39,13,0,11,5,103,0,0,8,1,5,20.7692,0.3344,0.4290,0.4545,0.8835,13.3702,2.5313,0.4543,7.3990,0.0000,0.0000,0.0000,0.5000,0.0000,0.5455,0.4545,0.3786,7.7236,25.8738,0.0000,2.3077,0.5686,0.3421,0.3396
230,2034,106,11,1,648,166,742,234,172,68,0,82,93,86,253,151,2622,2,104,0,15,5,14,128,32,4,4,6,6,1,0,6,7,4,40,17,0,21,4,104,0,0,11,1,15,13.9320,0.2654,0.3496,0.3611,0.7107,9.2880,3.6720,0.3240,4.4280,0.0000,0.0000,0.0000,0.7500,0.0000,0.7778,0.1905,0.3846,4.6440,25.2115,0.0000,1.5240,0.6262,0.8293,0.2872
231,2034,106,11,1,672,163,767,252,187,67,0,85,91,72,231,167,2576,1,132,0,9,8,11,143,31,4,4,5,8,0,0,14,5,2,40,14,0,17,6,132,0,0,6,4,16,15.0980,0.2783,0.3591,0.3750,0.7341,10.3041,3.6918,0.4408,4.6837,0.0000,0.0000,0.0000,0.5294,0.0000,0.6471,0.3529,0.3030,3.9673,19.5152,0.0000,1.6653,0.5804,0.7882,0.2978
232,2034,106,11,1,705,169,815,301,208,65,0,92,128,93,246,168,2691,0,103,0,7,9,9,146,43,4,11,7,12,0,0,10,7,3,40,13,0,15,5,103,0,0,4,2,13,16.1361,0.2950,0.3736,0.4270,0.8006,11.0769,3.4615,0.6391,4.8994,0.0000,0.0000,0.0000,0.4375,0.0000,0.6429,0.3333,0.3883,4.9527,26.1262,0.0000,1.7751,0.5942,0.7065,0.3067
233,2034,106,11,1,575,135,665,224,164,48,0,78,95,67,229,115,2281,2,108,0,9,6,9,121,30,3,5,9,4,0,1,8,13,3,40,9,0,15,6,108,0,0,4,2,10,16.2531,0.2852,0.3707,0.3896,0.7602,10.8796,3.1843,0.2654,5.1744,0.0000,0.0000,0.0000,0.6000,0.0000,0.6000,0.4000,0.3704,4.4447,21.1204,0.0000,1.7838,0.6657,0.6154,0.3030
234,2034,106,11,1,654,160,763,225,170,76,0,94,84,57,214,172,2766,2,102,0,9,6,9,132,27,2,11,5,6,0,0,1,9,2,40,12,0,18,7,102,0,0,8,0,12,14.9004,0.2599,0.3495,0.3440,0.6936,9.5228,4.2573,0.3361,5.2656,0.0000,0.0000,0.0000,0.6000,0.0000,0.5625,0.3889,0.3922,3.1929,27.1176,0.0000,1.6432,0.5544,0.8085,0.2813
