25689,2034,300,107,11,0,1,9,5,3,0,44,9,9,1,0,0,0,0,0,2,6,6,0,4,4,2,1,0,0,0,0,0,0,0,0,-0.0661
25689,2034,300,107,11,0,4,75,38,30,0,89,10,10,7,6,0,0,0,0,0,38,43,7,24,20,10,5,6,1,4,0,0,0,5,0,-2.6539
25697,2034,91,103,4,0,1,6,6,0,0,20,6,3,0,0,0,0,0,0,0,6,6,0,4,3,1,1,0,0,0,0,0,0,0,0,-0.0195
25697,2034,122,104,5,0,1,4,3,1,0,22,13,1,0,0,0,0,0,0,2,3,3,0,1,1,0,0,2,2,0,0,0,0,0,0,0.0964
25700,2034,146,104,5,0,1,10,7,2,0,58,14,12,1,0,0,0,0,0,0,9,10,1,6,5,2,1,2,1,0,0,0,0,0,0,-0.8713
25708,2034,153,105,6,0,3,6,0,6,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0476
25708,2034,153,105,6,0,9,3,0,3,0,3,2,0,0,0,0,0,0,0,1,3,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0.2315
25711,2034,273,107,11,0,3,400,27,370,0,351,40,40,3,16,0,0,0,0,2,82,81,2,54,53,15,14,9,4,5,4,1,0,3,0,6.8668
25712,2034,124,104,5,0,1,17,12,5,0,73,15,15,0,0,0,0,0,0,0,13,13,0,5,5,4,3,2,2,0,0,0,0,0,0,0.2743
25713,2034,180,105,6,0,3,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
25713,2034,180,105,6,0,6,15,8,5,0,24,4,3,2,1,0,0,0,0,0,10,10,2,9,7,2,1,0,0,2,0,0,0,2,0,-0.7415
25713,2034,278,107,11,0,6,65,43,20,0,89,10,10,2,10,0,0,0,0,0,42,43,2,28,27,6,4,7,1,4,1,3,0,10,0,2.0543
25715,2034,159,105,6,0,8,4,0,4,0,5,2,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0.0681
25715,2034,159,105,6,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
25716,2034,180,105,6,0,4,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0079
25716,2034,180,105,6,0,6,3,3,0,0,3,1,0,0,0,0,0,0,0,0,3,3,0,2,2,1,1,0,0,0,0,1,0,0,0,0.1835
25717,2034,283,107,11,0,1,5,3,2,0,16,14,0,0,0,0,0,0,0,0,3,3,0,1,1,2,2,0,0,0,0,0,0,0,0,0.1366
25718,2034,92,103,4,0,1,7,6,0,0,32,7,7,1,0,0,0,0,0,1,5,5,0,3,3,2,2,0,0,0,0,0,0,0,0,0.2182
25718,2034,121,104,5,0,1,14,11,3,0,69,16,16,0,0,0,0,0,0,0,10,10,0,2,2,2,1,2,2,0,0,0,0,0,0,-0.0016
25720,2034,324,108,10,0,1,1,1,0,0,5,4,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0259
25721,2034,146,104,5,0,1,10,6,1,0,26,15,0,3,0,0,0,0,0,0,6,6,1,3,3,0,0,0,0,0,0,0,0,0,0,-0.1462
25721,2034,284,107,11,0,1,5,3,2,0,12,13,0,0,0,0,0,0,0,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0426
