team_id,player_id,list_id
3,14103,3
3,13722,1
3,15581,2
3,11153,3
3,23163,1
3,17319,2
3,16769,3
3,24210,2
3,14228,3
3,13722,2
3,18512,3
3,20640,2
3,18349,3
3,14103,1
3,19633,2
3,13109,3
3,11153,1
3,13109,2
3,17142,3
3,16769,1
3,11009,2
3,15605,3
3,14228,1
3,14103,2
3,20640,3
3,18512,1
3,19751,2
3,19633,3
3,18349,1
3,20334,2
3,20334,3
3,13109,1
3,17142,1
3,15605,1
3,20640,1
3,19633,1
3,20334,1
4,11743,1
4,21422,2
4,11743,3
4,2653,1
4,20688,2
4,2653,3
4,24799,1
4,18908,2
4,24799,3
4,17518,1
4,16794,2
4,17518,3
4,19050,1
4,7854,2
4,19050,3
4,13792,1
4,25228,2
4,13792,3
4,13795,1
4,17975,2
4,13795,3
4,17312,1
4,17518,2
4,17312,3
4,22001,1
4,13792,2
4,22001,3
4,11743,2
4,21422,3
4,21422,1
4,20270,2
4,11606,3
4,11606,1
4,15343,2
4,20688,3
4,20688,1
4,23159,2
4,14916,3
4,14916,1
4,14916,2
4,18908,3
4,18908,1
4,16849,2
4,18486,3
4,18486,1
4,2653,2
4,15565,3
4,15565,1
4,20418,2
4,15748,3
4,15748,1
4,19050,2
4,20270,3
4,20270,1
4,15242,2
4,16794,3
4,11606,2
4,16849,3
4,16794,1
4,17312,2
4,15343,3
4,16849,1
4,15748,2
4,18606,3
4,13795,2
4,19577,3
4,15343,1
4,24623,2
4,17337,3
4,18606,1
4,22001,2
4,21370,3
4,19577,1
4,24799,2
4,20628,3
4,18486,2
4,19092,3
4,17337,1
4,18606,2
4,20418,3
4,21370,1
4,15565,2
4,25228,3
4,19577,2
4,15242,3
4,20628,1
4,17337,2
4,7854,3
4,19092,1
4,21370,2
4,24623,3
4,20418,1
4,20628,2
4,23159,3
4,25228,1
4,19092,2
4,17975,3
4,15242,1
4,7854,1
4,24623,1
4,23159,1
4,17975,1
5,20486,1
5,16946,2
5,20486,3
5,21364,1
5,14318,2
5,21364,3
5,17080,1
5,19311,2
5,17080,3
5,9845,1
5,17080,2
5,9845,3
5,17203,1
5,17203,2
5,17203,3
5,18792,1
5,21380,2
5,18792,3
5,20499,1
5,7831,2
5,20499,3
5,7831,1
5,18792,2
5,7831,3
5,19311,1
5,22628,2
5,19311,3
5,17013,1
5,14783,2
5,17013,3
5,14318,1
5,9845,2
5,14318,3
5,19160,1
5,17013,2
5,19160,3
5,15238,1
5,17236,2
5,15238,3
5,19238,1
5,16084,2
5,19238,3
5,20092,1
5,20092,2
5,20092,3
5,19686,1
5,20499,2
5,19686,3
5,23085,1
5,15238,2
5,23085,3
5,22628,1
5,19238,2
5,22628,3
5,16946,1
5,20486,2
5,16946,3
5,13003,1
5,18643,2
5,13003,3
5,18108,1
5,13003,2
5,18108,3
5,18108,2
5,17236,3
5,17236,1
5,14156,2
5,14783,3
5,14783,1
5,24296,2
5,18643,3
5,23085,2
5,24296,3
5,18643,1
5,20641,2
5,14156,3
5,21364,2
5,15793,3
5,24296,1
5,21026,2
5,13201,3
5,14156,1
5,19160,2
5,19695,3
5,15793,1
5,15793,2
5,21026,3
5,13201,1
5,13201,2
5,21380,3
5,19695,1
5,19686,2
5,20641,3
5,21026,1
5,19695,2
5,16084,3
5,21380,1
5,20641,1
5,16084,1
6,12757,1
6,19373,2
6,12757,3
6,12801,1
6,29762,2
6,12801,3
6,24073,1
6,12757,2
6,24073,3
6,18975,1
6,9720,2
6,18975,3
6,12145,1
6,15476,2
6,12145,3
6,15476,1
6,23038,2
6,15476,3
6,9720,1
6,16888,2
6,9720,3
6,16593,1
6,18975,2
6,16593,3
6,19373,1
6,24287,2
6,19373,3
6,17788,1
6,19606,2
6,17788,3
6,13423,1
6,13423,2
6,13423,3
6,17284,1
6,16593,2
6,17284,3
6,6837,2
6,16888,3
6,12940,2
6,16975,3
6,16888,1
6,22616,2
6,19529,3
6,16975,1
6,15614,2
6,22616,3
6,17284,2
6,23038,3
6,16975,2
6,29762,3
6,19529,1
6,12145,2
6,12602,3
6,22616,1
6,19921,2
6,19153,3
6,23038,1
6,24073,2
6,18286,3
6,29762,1
6,19153,2
6,19466,3
6,12602,1
6,7287,2
6,19606,3
6,19153,1
6,13179,2
6,12940,3
6,17788,2
6,19918,3
6,18286,1
6,19918,2
6,25203,3
6,19466,1
6,19466,2
6,11505,3
6,19606,1
6,18286,2
6,19921,3
6,12940,1
6,12602,2
6,13953,3
6,19918,1
6,19529,2
6,13179,3
6,25203,1
6,11505,2
6,7287,3
6,11505,1
6,25203,2
6,7398,3
6,19921,1
6,13953,2
6,20765,3
6,13953,1
6,7398,2
6,24287,3
6,13179,1
6,20765,2
6,6837,3
6,7287,1
6,12801,2
6,15614,3
6,7398,1
6,20765,1
6,24287,1
6,6837,1
6,15614,1
7,16948,1
7,20169,2
7,16948,3
7,17302,1
7,13583,2
7,17302,3
7,18225,1
7,9951,2
7,18225,3
7,18999,1
7,18225,2
7,18999,3
7,13583,1
7,20357,2
7,13583,3
7,9951,1
7,18367,2
7,9951,3
7,20357,1
7,18999,2
7,20357,3
7,24637,1
7,16948,2
7,24637,3
7,17008,1
7,17302,2
7,17008,3
7,15989,1
7,15455,2
7,15989,3
7,18367,1
7,15397,2
7,18367,3
7,16734,1
7,13020,2
7,16734,3
7,14379,1
7,17008,2
7,14379,3
7,17595,1
7,20285,2
7,17595,3
7,18070,1
7,18587,2
7,18070,3
7,15455,1
7,19755,2
7,15455,3
7,15227,1
7,16734,2
7,15227,3
7,20169,1
7,18070,2
7,20169,3
7,13020,1
7,14379,2
7,13020,3
7,17880,1
7,15227,2
7,17880,3
7,17003,1
7,17003,2
7,17003,3
7,19517,2
7,16637,3
7,16637,1
7,24637,2
7,19517,3
7,19517,1
7,17880,2
7,12740,3
7,12740,1
7,15989,2
7,20285,3
7,20285,1
7,19699,2
7,19755,3
7,19755,1
7,21193,2
7,12483,3
7,18311,2
7,18587,3
7,12483,1
7,12740,2
7,18311,3
7,18587,1
7,12483,2
7,11789,3
7,18311,1
7,15089,2
7,15089,3
7,11789,1
7,11789,2
7,7042,3
7,7042,2
7,19699,3
7,15089,1
7,16637,2
7,21193,3
7,7042,1
7,17595,2
7,15397,3
7,19699,1
7,21193,1
7,15397,1
8,1173,1
8,18794,2
8,1173,3
8,11441,1
8,10219,2
8,11441,3
8,16874,1
8,8565,2
8,16874,3
8,17860,1
8,22007,2
8,17860,3
8,12892,1
8,11787,2
8,12892,3
8,11386,1
8,10291,2
8,11386,3
8,8565,1
8,1173,2
8,8565,3
8,12582,1
8,15050,2
8,12582,3
8,10219,1
8,16874,2
8,10219,3
8,18794,1
8,11386,2
8,18794,3
8,18631,1
8,24613,2
8,18631,3
8,10291,1
8,3963,2
8,10291,3
8,18827,2
8,11273,3
8,11273,1
8,18631,2
8,17622,3
8,17622,1
8,11441,2
8,18827,3
8,18827,1
8,12582,2
8,22007,3
8,22007,1
8,13004,2
8,12962,3
8,12962,1
8,17622,2
8,12642,3
8,12642,1
8,19141,2
8,3963,3
8,3963,1
8,12642,2
8,20993,3
8,18637,2
8,19557,3
8,17860,2
8,13004,3
8,20993,1
8,12892,2
8,18637,3
8,19557,1
8,12962,2
8,15050,3
8,12956,2
8,15515,3
8,13004,1
8,21151,2
8,19841,3
8,18637,1
8,20993,2
8,21151,3
8,15050,1
8,19557,2
8,19141,3
8,15515,1
8,11273,2
8,24613,3
8,19841,1
8,15515,2
8,8272,3
8,21151,1
8,19841,2
8,12956,3
8,19141,1
8,8272,2
8,11787,3
8,24613,1
8,8272,1
8,12956,1
8,11787,1
9,15592,1
9,22627,2
9,15592,3
9,19273,1
9,17746,2
9,19273,3
9,16972,1
9,4564,2
9,16972,3
9,17048,1
9,9794,2
9,17048,3
9,20295,1
9,15063,2
9,20295,3
9,17746,1
9,23221,2
9,17746,3
9,9278,2
9,9937,3
9,9937,1
9,12402,2
9,23221,3
9,23221,1
9,25226,2
9,22627,3
9,22627,1
9,19273,2
9,23017,3
9,23017,1
9,15592,2
9,7890,3
9,7890,1
9,15778,2
9,25226,3
9,25226,1
9,9937,2
9,12402,3
9,12402,1
9,20295,2
9,11554,3
9,19845,2
9,19786,3
9,11554,1
9,7890,2
9,21363,3
9,19786,1
9,11027,2
9,9278,3
9,21363,1
9,17267,2
9,4564,3
9,9278,1
9,16382,2
9,11027,3
9,4564,1
9,20709,2
9,15063,3
9,11027,1
9,17048,2
9,9794,3
9,19786,2
9,15778,3
9,21363,2
9,20709,3
9,16972,2
9,16382,3
9,15063,1
9,11554,2
9,20626,3
9,9794,1
9,24202,2
9,19706,3
9,23017,2
9,17031,3
9,15778,1
9,19706,2
9,19845,3
9,20709,1
9,20626,2
9,17267,3
9,16382,1
9,17031,2
9,21355,3
9,20626,1
9,19163,2
9,19163,3
9,19706,1
9,21355,2
9,24202,3
9,17031,1
9,15021,2
9,15021,3
9,19845,1
9,17267,1
9,21355,1
9,19163,1
9,24202,1
9,15021,1
10,18848,1
10,9856,2
10,18848,3
10,9052,1
10,9755,2
10,9052,3
10,18232,1
10,20422,2
10,18232,3
10,19861,1
10,15028,2
10,19861,3
10,9856,1
10,13950,2
10,9856,3
10,9755,1
10,9956,2
10,9755,3
10,12397,1
10,15899,2
10,12397,3
10,12776,1
10,15473,2
10,12776,3
10,12781,1
10,13305,2
10,12781,3
10,15028,1
10,9052,2
10,15028,3
10,12776,2
10,18503,3
10,18503,1
10,19861,2
10,22024,3
10,22024,1
10,13699,2
10,12687,3
10,12687,1
10,12397,2
10,12751,3
10,12751,1
10,12781,2
10,15473,3
10,17586,2
10,4335,3
10,18848,2
10,13305,3
10,15473,1
10,12751,2
10,19073,3
10,4335,1
10,17996,2
10,18589,3
10,19073,2
10,17586,3
10,18301,2
10,15534,3
10,13305,1
10,12687,2
10,13421,3
10,19073,1
10,18503,2
10,23664,3
10,21075,2
10,18301,3
10,18589,1
10,13421,2
10,21075,3
10,17586,1
10,23664,2
10,17996,3
10,15534,1
10,22024,2
10,15807,3
10,13421,1
10,4335,2
10,13699,3
10,23664,1
10,18232,2
10,18532,3
10,18301,1
10,18589,2
10,13950,3
10,21075,1
10,15534,2
10,20422,3
10,17996,1
10,15807,2
10,9956,3
10,15807,1
10,18532,2
10,15899,3
10,13699,1
10,18532,1
10,13950,1
10,20422,1
10,9956,1
10,15899,1
11,18605,1
11,17717,2
11,18605,3
11,12601,1
11,22434,2
11,12601,3
11,17297,1
11,20403,2
11,17297,3
11,18194,1
11,24233,2
11,18194,3
11,21131,1
11,19750,2
11,21131,3
11,21086,1
11,18088,2
11,21086,3
11,17872,1
11,15536,2
11,17872,3
11,19750,1
11,14855,2
11,19750,3
11,20887,1
11,10163,2
11,20887,3
11,14272,1
11,17297,2
11,14272,3
11,18088,1
11,17160,2
11,18088,3
11,10163,1
11,17272,2
11,10163,3
11,18948,1
11,17872,2
11,18948,3
11,22434,1
11,14430,2
11,22434,3
11,17272,1
11,26181,2
11,17272,3
11,17717,1
11,18194,2
11,17717,3
11,17160,1
11,24221,2
11,17160,3
11,21227,1
11,15960,2
11,21227,3
11,20403,1
11,14272,2
11,20403,3
11,15536,1
11,16746,2
11,15536,3
11,21086,2
11,17209,3
11,18605,2
11,14855,3
11,17209,1
11,18662,2
11,16746,3
11,13893,2
11,18270,3
11,18270,2
11,16297,3
11,14855,1
11,21131,2
11,18662,3
11,16746,1
11,20887,2
11,14430,3
11,18270,1
11,18948,2
11,12396,3
11,21227,2
11,13893,3
11,12017,2
11,26181,3
11,16297,1
11,17209,2
11,24233,3
11,12601,2
11,15960,3
11,18662,1
11,16297,2
11,10132,3
11,14430,1
11,12396,2
11,12017,3
11,12396,1
11,10132,2
11,24221,3
11,13893,1
11,26181,1
11,24233,1
11,15960,1
11,10132,1
11,12017,1
11,24221,1
12,7741,1
12,20590,2
12,7741,3
12,21905,1
12,16676,2
12,21905,3
12,19166,1
12,19004,2
12,19166,3
12,11747,1
12,17227,2
12,11747,3
12,15251,1
12,20265,2
12,15251,3
12,23157,1
12,15251,2
12,23157,3
12,6661,1
12,24107,2
12,6661,3
12,11031,1
12,9961,2
12,11031,3
12,19004,1
12,11324,2
12,19004,3
12,20590,1
12,11747,2
12,20590,3
12,24107,1
12,18977,2
12,24107,3
12,17881,1
12,14190,2
12,17881,3
12,17227,1
12,7741,2
12,17227,3
12,17108,1
12,12390,2
12,17108,3
12,18485,1
12,18208,2
12,18485,3
12,20265,1
12,19166,2
12,20265,3
12,18208,1
12,17881,2
12,18208,3
12,12828,1
12,13992,2
12,12828,3
12,17108,2
12,13992,3
12,13992,1
12,12828,2
12,9961,3
12,9961,1
12,11031,2
12,11324,3
12,6661,2
12,12390,3
12,14169,2
12,16676,3
12,11324,1
12,23157,2
12,14190,3
12,15007,2
12,21089,3
12,18485,2
12,19065,3
12,21089,2
12,18977,3
12,12390,1
12,21621,2
12,15007,3
12,16676,1
12,19065,2
12,12872,3
12,14190,1
12,12872,2
12,12887,3
12,21089,1
12,12887,2
12,11231,3
12,19065,1
12,11231,2
12,21621,3
12,18977,1
12,21905,2
12,14169,3
12,15007,1
12,12872,1
12,12887,1
12,11231,1
12,21621,1
12,14169,1
13,18612,1
13,13960,2
13,8687,3
13,13960,1
13,18612,2
13,17275,3
13,15331,1
13,7482,2
13,18093,3
13,18248,1
13,16729,2
13,16729,3
13,16729,1
13,18248,2
13,9708,3
13,17919,1
13,16786,2
13,18612,3
13,8687,1
13,18093,2
13,18248,3
13,3969,1
13,497,2
13,7482,3
13,14078,1
13,8114,2
13,8114,3
13,9708,1
13,3969,2
13,11697,3
13,18093,1
13,12943,2
13,13960,3
13,497,1
13,14078,2
13,15806,3
13,16891,1
13,9708,2
13,14078,3
13,7482,1
13,15806,2
13,16786,3
13,24625,1
13,11697,2
13,21064,3
13,16786,1
13,16891,2
13,23693,3
13,8114,1
13,24625,2
13,3969,3
13,17275,1
13,15331,2
13,18565,3
13,12943,1
13,18287,2
13,17693,3
13,18565,1
13,17275,2
13,19306,3
13,17919,2
13,19312,3
13,15758,1
13,15758,2
13,17659,3
13,17659,2
13,24203,3
13,15806,1
13,8687,2
13,19784,3
13,18287,1
13,18565,2
13,12943,3
13,11697,1
13,19312,2
13,497,3
13,17659,1
13,19784,2
13,18287,3
13,19312,1
13,17816,2
13,15758,3
13,19784,1
13,14910,2
13,24625,3
13,17816,1
13,21064,2
13,21064,1
13,15331,3
13,19306,2
13,17816,3
13,19306,1
13,20308,2
13,16891,3
13,20308,1
13,19691,2
13,14910,3
13,14910,1
13,17693,2
13,19691,1
13,17919,3
13,17693,1
13,20308,3
13,17004,3
13,19691,3
13,21974,3
14,14908,1
14,9775,2
14,14908,3
14,17569,1
14,9947,2
14,17569,3
14,18804,1
14,14603,2
14,18804,3
14,17232,1
14,11723,2
14,17232,3
14,9860,1
14,21030,2
14,9860,3
14,7485,1
14,18804,2
14,7485,3
14,16550,1
14,9860,2
14,16550,3
14,22435,1
14,12880,2
14,22435,3
14,14603,1
14,16851,2
14,14603,3
14,12880,1
14,17569,2
14,12880,3
14,8437,1
14,22435,2
14,8437,3
14,11698,1
14,19648,2
14,11698,3
14,24219,1
14,11197,2
14,24219,3
14,16049,1
14,7485,2
14,16049,3
14,19648,1
14,14908,2
14,19648,3
14,3828,1
14,17093,2
14,3828,3
14,11197,1
14,7489,2
14,11197,3
14,21030,1
14,18620,2
14,21030,3
14,13024,1
14,16550,2
14,13024,3
14,18620,1
14,16049,2
14,18620,3
14,19300,1
14,24219,2
14,19300,3
14,16851,1
14,19161,2
14,16851,3
14,9947,1
14,13024,2
14,9947,3
14,11723,1
14,11698,2
14,11723,3
14,16032,1
14,17232,2
14,16032,3
14,15046,1
14,21341,2
14,15046,3
14,19161,1
14,20701,2
14,19161,3
14,17093,1
14,8437,2
14,17093,3
14,21341,1
14,19671,2
14,21341,3
14,20701,1
14,16032,2
14,20701,3
14,14047,1
14,3828,2
14,14047,3
14,11953,1
14,19300,2
14,11953,3
14,9940,1
14,15046,2
14,9940,3
14,19671,1
14,14047,2
14,19671,3
14,9775,1
14,11953,2
14,9775,3
14,7489,1
14,9940,2
14,7489,3
15,16989,1
15,19209,2
15,16989,3
15,23677,1
15,15091,2
15,23677,3
15,14909,1
15,21449,2
15,14909,3
15,11742,1
15,10039,2
15,11742,3
15,12715,1
15,19281,2
15,12715,3
15,15091,1
15,16547,2
15,15091,3
15,15640,1
15,8717,2
15,15640,3
15,21449,1
15,10288,2
15,21449,3
15,19281,1
15,14501,2
15,19281,3
15,17867,1
15,18212,2
15,17867,3
15,13970,2
15,18212,3
15,18212,1
15,18014,2
15,12818,3
15,12818,1
15,11742,2
15,10288,3
15,15463,2
15,18014,3
15,10288,1
15,12715,2
15,11543,3
15,18014,1
15,17867,2
15,20425,3
15,11543,1
15,19857,2
15,25202,3
15,20425,1
15,16989,2
15,13970,3
15,25202,1
15,14909,2
15,10039,3
15,8307,2
15,15463,3
15,13970,1
15,23148,2
15,19209,3
15,10039,1
15,12818,2
15,19380,3
15,15463,1
15,15640,2
15,14501,3
15,19209,1
15,20425,2
15,20796,3
15,12799,2
15,12799,3
15,19380,1
15,20796,2
15,4670,3
15,25202,2
15,13969,3
15,14501,1
15,19380,2
15,20863,3
15,20796,1
15,11543,2
15,8307,3
15,12799,1
15,4670,2
15,23148,3
15,4670,1
15,13969,2
15,16547,3
15,13969,1
15,20863,2
15,8717,3
15,23677,2
15,19857,3
15,20863,1
15,8307,1
15,23148,1
15,16547,1
15,8717,1
15,19857,1
16,16723,1
16,17315,2
16,16723,3
16,15811,1
16,11796,2
16,15811,3
16,15200,1
16,10109,2
16,15200,3
16,1703,1
16,17865,2
16,1703,3
16,11796,1
16,4341,2
16,11796,3
16,14765,1
16,20575,2
16,14765,3
16,21291,1
16,10019,2
16,21291,3
16,14072,1
16,14765,2
16,14072,3
16,17865,1
16,12277,2
16,17865,3
16,18256,1
16,17823,2
16,18256,3
16,11837,1
16,7832,2
16,11837,3
16,12277,1
16,18256,2
16,12277,3
16,25063,1
16,12630,2
16,25063,3
16,20575,1
16,16723,2
16,20575,3
16,13887,1
16,14238,2
16,13887,3
16,17823,1
16,20890,2
16,17823,3
16,10109,1
16,14129,2
16,10109,3
16,10019,1
16,21291,2
16,10019,3
16,20890,1
16,13887,2
16,20890,3
16,4341,1
16,15200,2
16,4341,3
16,7832,1
16,1703,2
16,7832,3
16,21284,1
16,14072,2
16,21284,3
16,17315,1
16,17777,2
16,17315,3
16,18190,2
16,15333,3
16,15333,1
16,19724,2
16,18190,3
16,18190,1
16,21284,2
16,17777,3
16,17777,1
16,25063,2
16,13974,3
16,13974,1
16,11837,2
16,19724,3
16,19724,1
16,15811,2
16,14238,3
16,14238,1
16,15333,2
16,12922,3
16,12922,1
16,13974,2
16,17861,3
16,17861,1
16,12922,2
16,20456,3
16,20456,1
16,20777,2
16,20777,3
16,20456,2
16,12630,3
16,20777,1
16,17861,2
16,14129,3
16,12630,1
16,14129,1
17,20324,1
17,15047,2
17,20324,3
17,16526,1
17,17027,2
17,16526,3
17,15970,1
17,22852,2
17,15970,3
17,22852,1
17,21010,2
17,22852,3
17,19818,1
17,16641,2
17,19818,3
17,12718,1
17,9682,2
17,12718,3
17,25207,1
17,10002,2
17,25207,3
17,5934,1
17,6598,2
17,5934,3
17,17870,1
17,12718,2
17,17870,3
17,17204,1
17,17204,2
17,17204,3
17,15370,2
17,16429,3
17,16429,1
17,16526,2
17,15370,3
17,15370,1
17,11015,2
17,17866,3
17,17866,1
17,15970,2
17,17027,3
17,17027,1
17,17866,2
17,11015,3
17,11015,1
17,17870,2
17,10002,3
17,10002,1
17,23917,2
17,19043,3
17,19043,1
17,23154,2
17,23154,3
17,23154,1
17,16429,2
17,15047,3
17,15047,1
17,5934,2
17,23210,3
17,20324,2
17,21010,3
17,23210,2
17,16641,3
17,19043,2
17,18198,3
17,23210,1
17,15917,2
17,15917,3
17,21010,1
17,14017,2
17,23917,3
17,16641,1
17,21723,2
17,12968,3
17,18198,1
17,20516,2
17,15644,3
17,15917,1
17,15644,2
17,21723,3
17,23917,1
17,18198,2
17,14017,3
17,12968,1
17,16557,2
17,16557,3
17,15644,1
17,12968,2
17,14534,3
17,14534,2
17,20516,3
17,21723,1
17,19818,2
17,9682,3
17,14017,1
17,25207,2
17,6598,3
17,16557,1
17,14534,1
17,20516,1
17,9682,1
17,6598,1
18,19693,1
18,11412,2
18,19693,3
18,18180,1
18,16672,2
18,18180,3
18,17270,1
18,16810,2
18,17270,3
18,19843,1
18,8197,2
18,19843,3
18,11412,1
18,11295,2
18,11412,3
18,4307,1
18,21373,2
18,4307,3
18,4137,1
18,15635,2
18,4137,3
18,20923,1
18,21569,2
18,20923,3
18,13890,2
18,19421,3
18,19421,1
18,21165,2
18,13090,3
18,13090,1
18,16664,2
18,15635,3
18,15635,1
18,19421,2
18,19735,3
18,19735,1
18,11129,2
18,11295,3
18,11295,1
18,15651,2
18,13890,3
18,18180,2
18,15651,3
18,13890,1
18,4137,2
18,11129,3
18,15651,1
18,19693,2
18,21569,3
18,11129,1
18,3226,2
18,21373,3
18,21569,1
18,18628,2
18,16664,3
18,21373,1
18,17270,2
18,16672,3
18,16664,1
18,19843,2
18,16968,3
18,16797,2
18,16797,3
18,4307,2
18,8197,3
18,16672,1
18,11547,2
18,16810,3
18,16968,1
18,13090,2
18,11547,3
18,16797,1
18,19539,2
18,21165,3
18,20637,2
18,18628,3
18,8197,1
18,20819,2
18,14184,3
18,16810,1
18,19735,2
18,21928,3
18,11547,1
18,20923,2
18,20819,3
18,21165,1
18,16968,2
18,19539,3
18,18628,1
18,14184,2
18,20637,3
18,21928,2
18,3226,3
18,14184,1
18,21928,1
18,20819,1
18,19539,1
18,20637,1
18,3226,1
19,15504,1
19,19340,2
19,15504,3
19,8331,1
19,13982,2
19,8331,3
19,17871,1
19,10514,2
19,17871,3
19,10792,1
19,18132,2
19,10792,3
19,22010,1
19,8331,2
19,22010,3
19,18179,1
19,20538,2
19,18179,3
19,19042,1
19,10153,2
19,19042,3
19,20354,1
19,15319,2
19,20354,3
19,10514,1
19,10970,2
19,10514,3
19,10970,1
19,10792,2
19,10970,3
19,13982,1
19,19554,2
19,13982,3
19,17992,1
19,16958,2
19,7013,1
19,19042,2
19,7013,3
19,17019,1
19,20506,2
19,17019,3
19,15319,1
19,19159,2
19,15319,3
19,20506,1
19,19157,2
19,20506,3
19,13837,1
19,12720,2
19,13837,3
19,18132,1
19,17019,2
19,18132,3
19,10153,1
19,15504,2
19,10153,3
19,19554,1
19,14083,2
19,19554,3
19,20538,1
19,10070,2
19,20538,3
19,17874,1
19,17874,3
19,19340,1
19,17871,2
19,19340,3
19,13952,1
19,13837,2
19,13952,3
19,16958,1
19,20501,2
19,16958,3
19,19996,1
19,19996,3
19,19157,1
19,23035,2
19,19157,3
19,19996,2
19,23035,1
19,17874,2
19,23035,3
19,12843,1
19,22010,2
19,12843,3
19,18935,1
19,7013,2
19,18935,3
19,15465,1
19,13952,2
19,15465,3
19,17781,1
19,18179,2
19,17781,3
19,19159,1
19,12843,2
19,19159,3
19,5360,1
19,5360,2
19,5360,3
19,10070,1
19,18935,2
19,10070,3
19,14083,1
19,20354,2
19,14083,3
19,20501,1
19,15465,2
19,20501,3
19,17781,2
19,12720,3
19,12720,1
20,19407,1
20,14381,2
20,19407,3
20,18813,1
20,10648,2
20,18813,3
20,17222,1
20,16556,2
20,17222,3
20,20426,1
20,15138,2
20,20426,3
20,17218,1
20,23175,2
20,17218,3
20,16225,1
20,17915,2
20,16225,3
20,15138,1
20,18787,2
20,15138,3
20,23838,1
20,12876,2
20,23838,3
20,21613,1
20,23838,2
20,21613,3
20,21137,1
20,21326,2
20,21137,3
20,13568,1
20,17218,2
20,13568,3
20,15061,1
20,16225,2
20,15061,3
20,14381,1
20,13568,2
20,14381,3
20,12876,1
20,15061,2
20,12876,3
20,21326,1
20,12765,2
20,21326,3
20,10648,1
20,20426,2
20,10648,3
20,26205,2
20,15451,3
20,15451,1
20,17947,2
20,21205,3
20,21205,1
20,17222,2
20,17915,3
20,15451,2
20,19377,3
20,17915,1
20,19407,2
20,18379,3
20,19377,1
20,20904,2
