11129,2030,30,0,100,1,3,0,374,107,71,438,0,147,89,18,5,21,63,54,0,0,61,12,4,0,1,2,0,0.0000,0,0.0000
11129,2030,30,0,100,1,1,0,567,152,125,650,2614,159,142,19,9,32,91,78,7,5,78,12,5,0,1,3,1,1.3158,0,4.5204
11129,2030,30,0,100,1,2,0,193,45,54,212,0,80,53,1,4,11,28,24,0,0,17,0,1,0,0,1,1,0.0000,0,0.0000
11129,2031,30,0,100,1,1,0,592,164,109,669,2530,158,150,20,4,25,84,82,5,3,64,2,5,0,7,6,0,0.2357,0,4.0418
11129,2031,30,0,100,1,2,0,171,44,40,187,0,84,43,1,2,6,17,21,0,0,13,0,1,0,2,1,0,0.0000,0,0.0000
11129,2031,30,0,100,1,3,0,421,120,69,482,0,150,107,19,2,19,67,61,0,0,51,2,4,0,5,5,0,0.0000,0,0.0000
11129,2032,17,0,100,1,3,0,145,37,26,163,0,76,29,9,2,3,17,22,0,0,15,1,3,0,2,1,0,0.0000,0,0.0000
11129,2032,17,0,100,1,1,0,176,42,36,198,765,82,38,10,2,3,18,22,1,1,19,2,3,0,2,1,0,-0.6383,0,-0.0057
11129,2032,17,0,100,1,2,0,31,5,10,35,0,18,9,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0.0000,0,0.0000
11129,2032,18,0,100,1,2,0,41,12,11,43,0,22,9,3,0,1,4,2,0,0,2,0,2,0,0,0,0,0.0000,1,0.0000
11129,2032,18,0,100,1,1,0,176,59,36,190,754,46,45,14,0,8,28,31,2,3,13,0,6,0,1,0,0,2.7329,1,1.6007
11129,2032,18,0,100,1,3,0,135,47,25,147,0,40,36,11,0,7,24,29,0,0,11,0,4,0,1,0,0,0.0000,1,0.0000
11129,2033,18,0,100,1,3,0,359,99,93,410,0,133,89,12,3,13,41,49,0,0,44,1,9,0,5,2,0,0.0000,0,0.0000
11129,2033,18,0,100,1,1,0,509,148,122,582,2265,142,131,23,3,19,64,72,6,1,63,4,14,0,6,4,0,0.8180,0,3.2533
11129,2033,18,0,100,1,2,0,150,49,29,172,0,72,42,11,0,6,23,23,0,0,19,3,5,0,1,2,0,0.0000,0,0.0000
