14944,2030,14,100,1,0,6,548,348,183,0,1315,149,148,17,83,0,0,0,0,1,332,358,17,315,284,57,34,37,10,29,1,35,0,107,0,-13.6380
14944,2031,14,100,1,0,4,9,6,3,0,18,4,2,0,3,0,0,0,0,1,5,5,0,4,4,0,0,0,0,0,0,0,0,3,0,0.0951
14944,2031,14,100,1,0,6,408,266,136,0,994,118,115,6,67,0,0,0,0,0,256,272,6,229,214,36,19,29,3,33,3,34,0,86,0,-9.6234
14944,2032,14,100,1,0,4,168,107,61,0,372,41,41,0,14,0,0,0,0,1,111,111,0,84,84,22,20,17,9,9,1,4,0,31,0,3.0329
14944,2032,11,100,1,0,4,275,171,103,0,530,61,61,1,40,0,0,0,0,2,158,159,1,115,111,20,17,18,10,15,6,14,0,39,0,3.0350
14944,2032,11,100,1,0,6,10,4,5,0,15,3,1,1,2,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.4659
14944,2032,14,100,1,0,6,99,67,28,0,227,27,26,4,12,0,0,0,0,2,64,68,4,58,51,8,6,5,2,5,1,6,0,19,0,-2.4684
14944,2033,11,100,1,0,4,58,28,30,0,100,11,11,0,7,0,0,0,0,0,23,24,0,19,19,4,4,3,0,2,1,3,1,4,0,0.4890
14944,2033,11,100,1,0,6,4,3,1,0,9,1,1,0,0,0,0,0,0,0,3,3,0,3,3,1,1,0,0,0,0,1,0,1,0,0.1153
14944,2034,21,100,1,0,4,62,34,27,0,98,16,11,1,9,0,0,0,0,2,35,35,1,17,16,8,8,5,3,1,1,0,0,11,0,0.8466
14944,2034,34,101,2,0,4,92,59,33,0,137,27,12,0,6,0,0,0,0,0,58,59,0,44,44,9,8,9,3,2,0,4,0,10,0,0.8239
14944,2034,34,101,2,0,5,3,2,1,0,9,1,1,0,1,0,0,0,0,0,3,4,0,2,1,1,1,0,0,0,0,1,0,0,0,-0.4518
14944,2034,34,101,2,0,6,202,132,59,0,263,33,28,11,19,0,0,0,0,1,140,146,11,113,98,20,13,6,3,13,1,11,0,29,0,-5.3532
14945,2034,115,103,4,0,1,3,3,0,0,13,18,0,0,0,0,0,0,0,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0395
14945,2034,143,104,5,0,1,1,1,0,0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0461
14949,2027,5,100,1,0,4,3,1,2,0,9,1,1,0,0,0,0,0,0,0,1,2,0,2,1,1,1,0,0,0,0,0,0,1,0,-0.4111
14949,2027,5,100,1,0,7,26,0,26,0,105,16,11,0,0,0,0,0,0,0,26,26,0,25,22,3,1,1,1,3,2,0,0,3,0,0.1617
14949,2027,5,100,1,0,8,43,1,41,0,140,16,16,1,0,0,0,0,0,0,42,42,1,28,27,12,10,4,1,4,2,7,1,16,0,-0.1869
14949,2027,5,100,1,0,9,19,2,17,0,79,10,10,0,0,0,0,0,0,0,17,17,0,16,12,4,3,1,0,2,1,4,1,6,0,-0.2451
14949,2028,5,100,1,0,4,10,7,3,0,11,2,1,0,1,0,0,0,0,0,7,8,0,6,6,2,1,0,0,0,0,0,0,1,0,-0.2779
14949,2028,5,100,1,0,7,88,0,87,0,334,39,38,1,0,0,0,0,0,0,78,77,0,79,71,22,10,7,1,4,2,10,3,17,0,-1.8855
14949,2028,5,100,1,0,8,119,2,115,0,315,36,36,2,0,0,0,0,0,0,116,122,1,84,82,29,21,11,6,10,4,12,2,10,0,-3.5671
14949,2028,5,100,1,0,9,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
14949,2029,5,100,1,0,7,50,1,49,0,192,23,23,0,1,0,0,0,0,0,46,45,0,44,38,11,9,2,0,1,0,3,2,9,0,0.7135
14949,2029,5,100,1,0,8,46,1,45,0,164,22,20,0,0,0,0,0,0,0,45,49,0,39,35,8,6,5,3,6,0,4,1,12,0,-3.0374
14949,2030,5,100,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
14949,2030,5,100,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
14949,2030,5,100,1,0,7,209,7,201,0,862,103,102,1,1,0,0,0,0,1,187,180,0,166,148,41,31,19,10,11,3,32,9,34,0,4.8429
14949,2030,5,100,1,0,8,1,0,1,0,3,3,0,0,0,0,0,0,0,1,1,2,0,0,0,3,1,0,0,0,0,0,0,1,0,-0.7003
14949,2030,5,100,1,0,9,3,0,3,0,13,7,0,0,0,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0.4523
14949,2031,5,100,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
14949,2031,5,100,1,0,7,275,3,266,0,1139,132,130,6,1,0,0,0,0,2,243,237,4,210,190,61,41,24,12,28,16,32,7,68,0,5.6347
14949,2031,5,100,1,0,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1495
14949,2031,5,100,1,0,9,1,0,1,0,3,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0472
14949,2032,5,100,1,0,7,2,0,2,0,18,3,2,0,0,0,0,0,0,0,2,2,0,3,2,0,0,0,0,1,0,0,0,0,0,-0.3523
14949,2032,5,100,1,0,8,9,0,9,0,27,3,3,0,0,0,0,0,0,0,9,10,0,6,6,3,1,0,0,0,0,2,2,2,0,-0.0900
14949,2032,5,100,1,0,9,12,0,12,0,33,5,3,0,0,0,0,0,0,0,10,10,0,10,10,1,0,0,0,2,2,0,0,1,0,0.6527
14949,2034,31,101,2,0,7,15,0,15,0,64,12,7,0,0,0,0,0,0,1,15,15,0,14,13,2,2,1,0,2,0,0,0,2,0,0.0519
14949,2034,83,102,3,0,7,2,0,2,0,9,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0857
14949,2034,118,103,4,0,7,8,0,8,0,44,5,5,0,0,0,0,0,0,0,8,8,0,6,6,2,1,1,1,0,0,1,0,4,0,0.2714
14949,2034,31,101,2,0,8,7,0,7,0,24,4,2,0,0,0,0,0,0,1,7,7,0,6,6,3,1,1,0,0,0,0,0,1,0,-0.5280
14949,2034,31,101,2,0,9,10,2,8,0,38,5,4,0,0,0,0,0,0,0,8,8,0,8,7,0,0,1,1,0,0,2,0,4,0,0.0897
14949,2034,83,102,3,0,9,2,0,2,0,11,1,1,0,0,0,0,0,0,0,2,3,0,2,2,0,0,1,0,1,0,0,0,0,0,-0.5872
14950,2034,72,102,3,0,1,12,9,3,0,70,13,13,0,0,0,0,0,0,2,10,10,0,4,4,3,1,1,1,0,0,0,0,0,0,-0.1441
14950,2034,116,103,4,0,1,8,6,1,0,36,7,7,1,0,0,0,0,0,0,6,6,0,3,2,1,0,2,2,0,0,0,0,0,0,-0.2682
14957,2034,87,102,3,0,4,77,38,37,0,117,22,13,2,7,0,0,0,0,2,42,43,2,26,22,12,12,5,2,3,2,9,0,12,0,-0.2459
14957,2034,87,102,3,0,7,25,1,21,0,109,18,11,3,1,0,0,0,0,0,22,21,1,18,16,8,3,3,1,1,1,2,0,5,0,-0.9662
14960,2026,20,100,1,0,1,3,3,0,0,14,6,2,0,0,0,0,0,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0023
14960,2027,20,100,1,0,1,22,17,3,0,163,32,32,2,1,0,0,0,0,1,18,16,1,7,6,2,2,1,1,0,0,0,0,0,0,-0.0270
14960,2028,20,100,1,0,1,38,30,7,0,184,32,32,1,1,0,0,0,0,1,30,30,1,13,11,4,3,2,2,0,0,0,0,0,0,-0.8761
14960,2029,20,100,1,0,1,16,11,4,0,86,16,16,1,0,0,0,0,0,1,11,11,0,8,8,3,1,0,0,0,0,0,0,0,0,-0.2571
