team_id,year,league_id,sub_league_id,division_id,gate_revenue,season_ticket_revenue,media_revenue,merchandising_revenue,other_revenue,revenue_sharing,playoff_revenue,cash,cash_owner,cash_trades,previous_balance,player_expenses,staff_expenses,stadium_expenses,season_tickets,attendance,fan_interest,fan_loyalty,fan_modifier,ticket_price,local_media_contract,local_media_contract_expires,national_media_contract,national_media_contract_expires,development_budget,draft_budget,draft_expenses,budget,market,owner_expectation,scouting_budget,scouting_amateur,scouting_major,scouting_minor,scouting_international
1,2018,100,0,2,20451850,16738805,49500000,16985756,'',0,0,4000000,-21810965,0,25810965,72048387,1844740,0,8104,1366572,50,5,0,27.2146,25000000,3,24500000,2,12000000,9375000,6907600,110000000,4,0,7200000,0,0,0,0
1,2019,100,0,2,19058480,19904872,49500000,16981245,'',2349449,0,4111364,-1027843,0,2789758,67654779,3226699,0,10457,1498203,50,5,0,26.0067,25000000,2,24500000,1,12000000,9370000,6120000,110000000,4,0,8800000,0,0,0,0
1,2020,100,0,2,20924626,19870692,49500000,17256681,'',2861048,0,8000000,-2000000,0,7383199,85942360,3798660,0,10903,1689737,50,5,0,24.1430,25000000,1,24500000,3,12000000,4900000,5210000,110000000,4,0,8800000,0,0,0,0
1,2021,100,0,2,17145179,17091162,50500000,15883735,'',3892682,0,2755768,-688942,0,-447972,67884380,4396659,0,9591,1378198,49,4,-3,24.8414,26000000,2,24500000,2,6490000,14060000,6880000,106000000,4,0,4760000,0,0,0,0
1,2022,100,0,2,19973807,14825366,50500000,15147357,'',4679167,0,7275176,-1528796,1160000,2964805,65191614,6120000,0,8513,1438520,50,3,0,24.1910,26000000,1,24500000,1,12000000,9370000,2470000,110000000,4,0,5600000,0,0,0,0
1,2023,100,0,2,22338404,13937198,50500000,15237381,'',6035060,0,2589600,-647404,0,-2798056,60781248,4160000,0,8003,1576968,50,3,0,23.0034,26000000,2,24500000,3,12000000,9370000,11550000,110000000,4,0,7600000,0,0,0,0
1,2024,100,0,2,20241195,16483270,50500000,15486993,'',7701751,0,6774688,-1693676,0,766613,83288169,4191999,0,9465,1528796,50,3,0,24.0218,26000000,1,24500000,2,6000000,4680000,7840000,110000000,4,0,4000000,0,0,0,0
1,2025,100,0,2,25638883,16147163,50500000,15425613,'',6589316,0,3921812,-980457,0,-1687047,64808908,5158000,0,9272,1826867,52,3,0,22.8731,26000000,1,24500000,1,6000000,4680000,2110000,102000000,4,0,4000000,0,0,0,0
1,2026,100,0,2,20870135,16669641,50500000,15577017,'',6780256,0,8000000,-24968609,0,27322458,73832108,4863999,0,9462,1562622,50,3,0,24.0236,26000000,2,24500000,1,12000000,3120000,3490000,108000000,4,0,7600000,0,0,0,0
1,2027,100,0,2,18912103,16026997,50500000,15317175,'',6746243,0,6230000,-8576929,-1770000,9830686,57512089,6184000,0,9203,1437526,49,3,0,24.3050,26000000,1,24500000,1,6000000,4680000,3590000,106000000,4,0,4000000,0,0,0,0
1,2028,100,0,2,23630686,16316086,50500000,15311037,'',5509834,0,3180000,-2000000,-4820000,10429199,54907594,4235999,0,9369,1724427,49,3,0,23.1652,26000000,2,24500000,3,12290000,5390000,7310000,110000000,4,0,11060000,0,0,0,0
1,2029,100,0,2,26355330,15790156,50500000,15499269,'',4212546,0,10000000,-13346762,0,19134216,70933863,4249999,0,9067,1858822,52,3,0,22.6732,26000000,1,24500000,2,12760000,5290000,4020000,114000000,4,0,11490000,0,0,0,0
1,2030,100,0,2,27236489,15725338,50500000,15474717,'',3611763,0,10000000,-8302656,0,14690893,70190514,4873999,0,8926,1845197,52,3,-2,23.2831,26000000,2,24500000,1,6000000,1650000,3380000,116000000,4,0,5400000,0,0,0,0
1,2031,100,0,2,34312873,16378950,50500000,16070078,'',3663918,6356211,10000000,-22755949,0,29092031,77539853,5186000,0,9297,2287680,56,3,5,22.1586,26000000,1,24500000,1,12040000,3160000,1990000,116000000,4,0,6820000,0,0,0,0
1,2032,100,0,2,30773654,21925647,51500000,18422610,'',5652172,4911303,10000000,-25371469,0,29880778,102018522,5311999,0,11769,2268382,60,4,0,23.2321,27000000,2,24500000,1,12000000,3310000,4670000,130000000,4,0,6800000,0,0,0,0
1,2033,100,0,2,26690346,22019688,51500000,17813830,'',3638172,0,5270834,0,0,1632662,113062709,5377999,0,11327,1946043,57,3,-1,25.0303,27000000,1,24500000,1,7800000,4440000,3600000,134000000,4,0,4420000,0,0,0,0
1,2034,100,0,2,26213221,18933510,51500000,16121223,'',3350384,0,-3200000,4415626,0,-10966010,119142396,5128000,0,9842,1818555,51,3,0,24.8256,27000000,1,24500000,2,6000000,14060000,4150000,130000000,4,0,4000000,0,0,0,0
2,2018,100,0,0,46908060,39183375,87750000,24799673,'',0,17403971,3000000,-60131539,0,63131539,119241325,2173939,0,15357,2697840,80,7,0,31.9112,47500000,1,40250000,3,13571600,10602800,2923300,160000000,7,0,6333400,0,0,0,0
2,2019,100,0,0,27378147,45799020,90250000,24352027,'',-659783,0,6000000,-61777162,0,71619230,114483592,3080780,0,16630,2075041,73,7,0,35.2654,50000000,2,40250000,2,12520000,1180000,8740000,174000000,7,0,5560000,0,0,0,0
2,2020,100,0,0,41481438,40650475,90250000,23632774,'',0,18953557,6000000,-41888650,0,48641736,104425214,3853319,0,15932,2651120,75,7,0,30.9801,50000000,1,40250000,1,16850000,5630000,6540000,184000000,7,0,7860000,0,0,0,0
2,2021,100,0,0,27223267,46526780,87750000,24626143,'',3892682,0,6000000,-53552393,0,70409711,120228874,4124000,0,17674,2174458,72,7,0,33.9165,47500000,3,40250000,2,14080000,11000000,2290000,194000000,7,0,6570000,0,0,0,0
2,2022,100,0,0,21994332,35201709,87750000,23170080,'',4679167,0,6000000,-37328471,0,39266310,122585187,4116000,0,14019,1773738,71,7,0,32.2460,47500000,2,40250000,1,12660000,9890000,4730000,184000000,7,0,7170000,0,0,0,0
2,2023,100,0,0,26024099,34486130,87750000,23041820,'',0,0,6000000,-12487526,0,19151230,115226171,4319999,0,15482,2135871,69,7,0,28.3305,47500000,1,40250000,1,9000000,8310000,3330000,158000000,7,0,5400000,0,0,0,0
2,2024,100,0,0,25340150,34992000,87750000,22362830,'',7701875,0,3370000,-38227754,-2630000,36525879,128305090,4939999,0,14400,1982359,66,7,0,30.4345,47500000,2,40250000,1,12000000,9370000,2020000,170000000,7,0,6800000,0,0,0,0
2,2025,100,0,0,43176477,32659385,87750000,23127323,'',4506,1657309,6000000,-7596743,0,14781064,85833335,5205999,0,15073,2702191,72,7,5,28.0646,47500000,1,40250000,1,10570000,9760000,6030000,158000000,7,0,6340000,0,0,0,0
2,2026,100,0,0,27177044,39730768,90250000,23429100,'',6780256,0,6000000,-77231416,0,77511160,85118742,5325999,0,16215,2133550,69,7,0,31.3599,50000000,2,40250000,2,15000000,4840000,7310000,172000000,7,0,8500000,0,0,0,0
2,2027,100,0,0,28063250,38933055,90250000,22727448,'',6746243,0,8160000,-59864340,2160000,59930134,114421029,6007999,0,15505,2073550,66,7,0,32.3100,50000000,1,40250000,1,14210000,11100000,6900000,180000000,7,0,8050000,0,0,0,0
2,2028,100,0,0,23017394,37178450,87750000,21779378,'',0,0,6000000,-31309663,0,37927194,115186576,6159999,0,15965,1925654,59,7,0,31.2599,47500000,3,40250000,1,13870000,4660000,4970000,172000000,7,0,7860000,0,0,0,0
2,2029,100,0,0,23925530,23386497,87750000,20064276,'',4444,0,6000000,-18503709,0,25243956,112259500,6507999,0,10499,1605255,58,7,0,29.4732,47500000,2,40250000,3,12000000,5460000,6280000,160000000,7,0,6800000,0,0,0,0
2,2030,100,0,0,26895843,22340205,87750000,20003918,'',3611763,0,6000000,-8257729,0,13962385,84397534,6324000,0,10215,1758254,56,7,0,28.0028,47500000,1,40250000,2,14690000,6510000,5840000,152000000,7,0,8320000,0,0,0,0
2,2031,100,0,0,32447951,29930892,85250000,20491681,'',3663918,0,6000000,-37714350,0,40050432,113766968,6165999,0,13437,2188417,57,6,5,28.5041,45000000,1,40250000,1,12690000,4200000,4930000,160000000,7,0,7190000,0,0,0,0
2,2032,100,0,0,28815315,27478019,85250000,19867051,'',5652172,0,6000000,-27299729,0,27647557,122626519,6145999,0,12449,1976830,60,6,0,28.4766,45000000,3,40250000,2,12000000,5360000,13310000,168000000,7,0,6800000,0,0,0,0
2,2033,100,0,0,25870480,30244971,85250000,20599791,'',3638172,0,3147621,-2098418,0,1607867,117200608,4866000,0,13578,1941196,58,6,2,28.9077,45000000,2,40250000,1,12890000,4190000,3840000,170000000,7,0,8590000,0,0,0,0
2,2034,100,0,0,28711592,29995492,85250000,20061664,'',3350384,0,6000000,-10160219,0,15033045,111972450,4896000,0,13466,2050389,57,6,0,28.6322,45000000,1,40250000,2,12000000,9370000,4190000,166000000,7,0,8000000,0,0,0,0
3,2018,100,0,2,44928695,45095622,77500000,27122945,'',0,0,6000000,-67713171,0,73713171,101912486,2421859,0,17535,2813576,87,8,0,31.9964,42500000,3,35000000,2,18000000,14062500,4748500,160000000,6,0,15600000,0,0,0,0
3,2019,100,0,2,33575704,47358688,77500000,25922412,'',0,0,10000000,-36004109,0,49804263,118440867,3641359,0,17453,2455350,81,8,0,32.9625,42500000,2,35000000,1,13500000,3900000,3550000,178000000,6,0,12600000,0,0,0,0
3,2020,100,0,2,24899966,44812582,77500000,26084232,'',0,0,9700000,-30873342,-300000,41748960,141584802,4817999,0,18289,2214832,80,8,0,31.4753,42500000,1,35000000,2,18630000,9050000,3980000,184000000,6,0,14900000,0,0,0,0
3,2021,100,0,2,33368734,46617994,77500000,26903705,'',0,0,1150000,3156021,3550000,-5556021,128929622,5011999,0,18417,2582408,80,8,2,30.9737,42500000,2,35000000,1,12000000,9370000,9480000,182000000,6,0,10400000,0,0,0,0
3,2022,100,0,2,31993890,43465896,77500000,26149482,'',0,0,10000000,-7929924,0,18824368,111158720,5298000,0,18504,2519932,78,8,0,29.9452,42500000,1,35000000,1,23180000,2920000,3340000,192000000,6,0,18540000,0,0,0,0
3,2023,100,0,2,28293146,47190057,77500000,26225172,'',6035060,0,10000000,-19267608,0,23232548,122350751,5389999,0,18643,2384987,77,8,0,31.6493,42500000,1,35000000,3,15810000,1770000,2580000,194000000,6,0,13700000,0,0,0,0
3,2024,100,0,2,37907138,42168936,77500000,26277372,'',4320,0,10000000,-14232501,0,24742903,95444129,5687999,0,17069,2633607,78,8,1,30.4055,42500000,1,35000000,2,18000000,1870000,2510000,196000000,6,0,15600000,0,0,0,0
3,2025,100,0,2,38854560,49483762,77500000,27603171,'',6589810,0,10000000,-48424152,0,52032830,92379799,5922000,0,19394,2788700,78,8,7,31.6772,42500000,2,35000000,1,18000000,14060000,3940000,200000000,6,0,15600000,0,0,0,0
3,2026,100,0,2,43684453,49326124,77500000,27373491,'',6780256,5069865,10000000,-42732790,0,55541114,103553974,6583998,0,19180,2966258,81,8,4,31.3562,42500000,1,35000000,2,18000000,7550000,6470000,208000000,6,0,15600000,0,0,0,0
3,2027,100,0,2,28445057,50366751,80000000,26452216,'',6746243,0,10000000,-41680784,0,56620251,96548874,6373999,0,19281,2393583,80,8,0,32.9263,45000000,2,35000000,1,18000000,14060000,2990000,218000000,6,0,15600000,0,0,0,0
3,2028,100,0,2,30682479,39753729,80000000,25820622,'',5509834,0,9999995,-36703515,-5,46152416,71551766,5703999,0,17373,2382048,80,8,0,29.5696,45000000,1,35000000,2,26560000,14200000,9380000,194000000,6,0,14160000,0,0,0,0
3,2029,100,0,2,36273801,46417579,77500000,26146872,'',4207670,0,10000000,-50610768,0,57427079,109129276,5902000,0,18636,2692596,80,8,1,30.7107,42500000,3,35000000,1,18000000,6030000,4980000,190000000,6,0,8400000,0,0,0,0
3,2030,100,0,2,33343511,49032945,77500000,26496573,'',3611763,0,10000000,-38858739,0,45246976,126305381,6076000,0,19066,2554608,79,8,0,32.2462,42500000,2,35000000,3,18000000,1800000,5480000,200000000,6,0,8400000,0,0,0,0
3,2031,100,0,2,25808465,45859406,77500000,25337805,'',3663918,0,11040000,-24334616,1040000,30795173,121637091,6091999,0,17832,2143861,75,8,0,33.4293,42500000,1,35000000,2,18000000,6410000,7210000,202000000,6,0,8400000,0,0,0,0
3,2032,100,0,2,37311317,46242794,77500000,25757970,'',5652172,0,10000000,-10636412,0,17095413,123741536,6201999,0,18718,2707405,76,8,0,30.8613,42500000,2,35000000,1,18000000,5430000,3900000,192000000,6,0,8400000,0,0,0,0
3,2033,100,0,2,30746270,48567459,77500000,25985033,'',3638172,0,10000000,-24154680,0,31122527,154180276,6368000,0,18885,2444334,75,8,0,32.4480,42500000,1,35000000,2,13960000,4800000,4850000,198000000,6,0,6510000,0,0,0,0
3,2034,100,0,2,35957375,44722667,77500000,24847158,'',0,0,1560918,0,0,1560918,164635380,6349999,0,17528,2568727,74,8,0,31.4086,42500000,2,35000000,1,7640000,14060000,2410000,196000000,6,0,4000000,0,0,0,0
4,2018,100,0,0,35174896,19284990,62250000,20409330,'',0,7381828,10000000,-28519569,0,38519569,72291639,1961519,0,9818,2250810,60,7,0,24.1957,32500000,2,29750000,2,18000000,14062500,6442800,120000000,5,0,9600000,0,0,0,0
4,2019,100,0,0,27802978,29962873,62250000,21398153,'',2349449,1207275,11900000,-27714289,1900000,41884963,111383402,2894739,0,14650,2211338,63,7,0,26.1226,32500000,1,29750000,1,13790000,10770000,7550000,156000000,5,0,7350000,0,0,0,0
4,2020,100,0,0,24816332,30785632,64750000,21182024,'',2861048,0,10300000,0,300000,9098138,123561792,4617318,0,14760,2035323,59,7,0,27.3185,35000000,1,29750000,2,17720000,3760000,1770000,164000000,5,0,9450000,0,0,0,0
4,2021,100,0,0,29486342,28400600,62250000,20717407,'',0,7267519,630000,12658394,630000,-12658394,132319190,5048000,0,13750,2214078,60,7,0,26.1449,32500000,3,29750000,1,7370000,14060000,8630000,164000000,5,0,4000000,0,0,0,0
4,2022,100,0,0,22437228,25292429,62250000,20555904,'',0,0,0,15863975,0,-15863975,113352958,5944938,0,12745,1814134,62,7,0,26.3099,32500000,2,29750000,1,18000000,1870000,2050000,164000000,5,0,9600000,0,0,0,0
4,2023,100,0,0,14751745,21684629,62250000,19711140,'',0,0,0,24926113,0,-24926113,79288580,5086098,0,12032,1387970,58,7,-2,26.2516,32500000,1,29750000,2,9000000,3670000,4000000,140000000,5,0,5200000,0,0,0,0
4,2024,100,0,0,14991346,21982491,62250000,20001816,'',7700763,0,10000000,-6887057,0,10394565,78940946,4847999,0,13079,1546131,56,7,0,23.9138,32500000,3,29750000,1,19530000,7210000,8470000,140000000,5,0,11280000,0,0,0,0
4,2025,100,0,0,23320637,19377734,62250000,19153565,'',6588946,0,6813091,0,1250000,-1025855,75421089,4823999,0,12113,1960228,56,5,-1,21.7823,32500000,2,29750000,3,18000000,16620000,4660000,140000000,5,0,10400000,0,0,0,0
4,2026,100,0,0,21820083,19532640,62250000,18244404,'',6780256,0,10000000,0,0,5915062,69507212,5031999,0,11216,1733998,56,5,0,23.8482,32500000,1,29750000,2,17170000,5610000,7200000,142000000,5,0,9150000,0,0,0,0
4,2027,100,0,0,32902731,16197735,62250000,18137466,'',6746243,1187493,7130000,-4361257,-2870000,13201465,62097091,5092000,0,8790,2152101,58,5,0,22.8151,32500000,3,29750000,1,18000000,14060000,4660000,142000000,5,0,9600000,0,0,0,0
4,2028,100,0,0,36361909,25592528,62250000,20823720,'',5509834,0,10000000,-29196168,0,33686334,88869812,5190000,0,13445,2439993,60,5,7,25.3912,32500000,2,29750000,1,18000000,4080000,2770000,160000000,5,0,9600000,0,0,0,0
4,2029,100,0,0,30538399,26756325,62250000,19893604,'',4212608,20783001,10000000,-9509101,0,22472419,123775187,5433999,0,13213,2223394,58,5,5,25.7690,32500000,1,29750000,2,15630000,3580000,3620000,166000000,5,0,8330000,0,0,0,0
4,2030,100,0,0,27776185,27856062,64750000,19530629,'',0,0,10000000,0,0,10487452,150048900,5332210,0,13227,2092240,57,5,2,26.5898,35000000,1,29750000,1,6000000,1410000,2620000,166000000,5,0,4000000,0,0,0,0
4,2031,100,0,0,29713028,23945748,62250000,18285232,'',0,0,0,18088234,0,-18088234,134862256,5239999,0,11708,2000617,54,5,0,26.8211,32500000,1,29750000,1,8860000,6160000,6250000,166000000,5,0,4720000,0,0,0,0
4,2032,100,0,0,25174880,24210900,62250000,18931746,'',0,0,0,34872815,0,-34872815,128259931,5301999,0,11956,1864992,53,5,2,26.4804,32500000,3,29750000,3,12810000,3310000,3450000,166000000,5,0,6830000,0,0,0,0
4,2033,100,0,0,33872759,16656803,62250000,17237187,'',3638172,5337399,0,24680492,0,-28318664,112647756,5285999,0,8480,2172931,56,5,0,23.2541,32500000,2,29750000,2,6000000,2700000,7710000,150000000,5,0,4000000,0,0,0,0
4,2034,100,0,0,28258442,18011125,62250000,18135500,'',3350384,0,500777,0,0,-2849607,112439301,4804000,0,10464,1949585,55,5,5,23.7330,32500000,1,29750000,1,12000000,1410000,2710000,150000000,5,0,6400000,0,0,0,0
5,2018,100,0,2,19132273,9241452,37250000,14512592,'',0,0,4080900,-20215967,80900,24215967,48062195,1718479,0,5186,1210811,43,4,0,23.4337,18000000,3,19250000,3,12916700,10091200,4060600,75000000,3,0,6027800,0,0,0,0
5,2019,100,0,2,22129943,17255268,37250000,15740664,'',2349449,0,8411156,-1545292,2230000,5376999,46774111,2757839,0,11212,1857028,45,4,0,21.2087,18000000,2,19250000,2,12000000,9370000,3390000,85000000,3,0,8800000,0,0,0,0
5,2020,100,0,2,17908655,12197566,37250000,15730517,'',2861048,7405166,8110000,-2000000,110000,14827952,48680865,3300000,0,8605,1498282,47,5,5,20.0938,18000000,1,19250000,1,12860000,3840000,4230000,91000000,3,0,9430000,0,0,0,0
5,2021,100,0,2,17985064,17684053,40250000,17028081,'',3892682,0,4980000,-8873079,-3020000,15790718,62268078,3529999,0,11196,1617803,47,5,0,22.0479,21000000,1,19250000,1,6000000,4680000,3130000,91000000,3,0,4400000,0,0,0,0
5,2022,100,0,2,19849291,16261418,39250000,16587669,'',4679167,0,8000000,-9807176,0,14913565,81748270,4215999,0,10165,1654384,49,5,0,21.8273,20000000,2,19250000,1,6330000,14060000,3360000,94000000,3,0,4640000,0,0,0,0
5,2023,100,0,2,17457810,16888500,39250000,16882026,'',6035060,0,3709852,-927465,0,-1397743,81770459,6935901,0,10425,1532017,49,5,0,22.4190,20000000,1,19250000,1,6000000,14060000,3040000,94000000,3,0,4000000,0,0,0,0
5,2024,100,0,2,16490623,15137237,39250000,15848439,'',7701875,0,-180000,113643,0,-7995518,79692277,4711999,0,10240,1529576,49,5,-10,20.6775,20000000,2,19250000,3,6000000,24930000,3870000,90000000,3,0,4000000,0,0,0,0
5,2025,100,0,2,20939377,10882755,39250000,15875405,'',6589563,0,0,6518414,0,-13107977,61466362,4947999,0,8957,1701811,50,5,-1,18.6990,20000000,1,19250000,2,7360000,8310000,3250000,91000000,3,0,5230000,0,0,0,0
5,2026,100,0,2,18157092,15221520,39250000,16443861,'',6780256,0,10000000,-1243432,0,4463176,57913966,4562000,0,10440,1672972,50,5,-4,19.9517,20000000,2,19250000,1,6000000,1800000,3550000,95000000,3,0,4400000,0,0,0,0
5,2027,100,0,2,19702507,17315660,39250000,16839333,'',6746243,0,10000000,-16742750,0,19996507,72525632,4538000,0,10824,1671916,49,5,0,22.1412,20000000,1,19250000,2,6390000,14060000,3920000,102000000,3,0,4680000,0,0,0,0
5,2028,100,0,2,19698291,16749344,39250000,16539162,'',5509834,0,10000000,-1763702,0,6253868,61987739,4539999,0,10470,1668970,48,4,0,21.8384,20000000,1,19250000,1,17370000,8280000,4360000,108000000,3,0,12740000,0,0,0,0
5,2029,100,0,2,18050960,15410111,39250000,15407293,'',4207670,0,850062,0,0,-3357608,62735473,4745999,0,9395,1460435,48,3,1,22.9117,20000000,3,19250000,3,12010000,3400000,5790000,108000000,3,0,8810000,0,0,0,0
5,2030,100,0,2,20283465,10183818,39250000,14167297,'',3611763,0,0,1935172,0,-5546935,42601067,4339999,0,6133,1409046,50,3,-2,21.6226,20000000,2,19250000,2,18000000,9690000,6230000,110000000,3,0,13200000,0,0,0,0
5,2031,100,0,2,18329282,14476813,39250000,15217650,'',3663918,0,359377,0,0,-3304541,34399411,5192000,0,8826,1433674,49,3,0,22.8825,20000000,1,19250000,1,18000000,7660000,5870000,110000000,3,0,13200000,0,0,0,0
5,2032,100,0,2,19410489,14403151,39250000,15093223,'',5652172,0,10000000,-1968945,0,6404242,45812161,6102000,0,8674,1465968,48,3,0,23.0657,20000000,2,19250000,1,18000000,7480000,3620000,110000000,3,0,16200000,0,0,0,0
5,2033,100,0,2,27774680,14401355,39250000,15170733,'',3638172,11001287,6337572,0,0,2699400,48818965,5268000,0,8780,1991756,51,3,1,21.1753,20000000,1,19250000,1,18000000,7610000,5710000,110000000,3,0,16200000,0,0,0,0
5,2034,100,0,2,33144796,15464546,40250000,15845223,'',3350384,7728397,10000000,-9638800,0,17413539,46946292,5453999,0,9201,2325050,54,4,3,20.9068,21000000,1,19250000,2,18000000,14060000,1730000,112000000,3,0,16200000,0,0,0,0
6,2018,100,0,2,27562946,29809019,64750000,22245495,'',0,0,2000000,-56225847,0,58225847,79440492,1747078,0,13027,1938954,72,6,0,29.5891,35000000,1,29750000,3,12472200,9743900,5240100,120000000,5,0,7483300,0,0,0,0
6,2019,100,0,2,23656443,30495348,64750000,21731868,'',2349449,0,4000000,-30747849,0,34705345,82608464,2895940,0,12655,1787946,71,5,0,30.2872,35000000,1,29750000,2,12630000,1460000,5370000,130000000,5,0,7580000,0,0,0,0
6,2020,100,0,2,24470399,29343487,64750000,20528791,'',2861048,0,2120000,-23967711,-1880000,27507959,68386508,5352719,0,12177,1806013,70,5,0,29.7971,35000000,3,29750000,1,12970000,5900000,8360000,140000000,5,0,9510000,0,0,0,0
6,2021,100,0,2,21830196,30000782,64750000,19796064,'',3892682,0,2430000,-29351008,-1570000,31025888,60485355,3752320,0,13846,1855400,63,5,-2,27.9352,35000000,2,29750000,2,10270000,9480000,9560000,126000000,5,0,7300000,0,0,0,0
6,2022,100,0,2,21972745,19981243,64750000,18886376,'',4679167,0,2840000,-44638534,-1160000,43959367,43231260,4062000,0,10610,1688747,64,5,0,24.8433,35000000,1,29750000,1,18000000,16620000,3200000,120000000,5,0,12800000,0,0,0,0
6,2023,100,0,2,24126015,22547646,64750000,19494336,'',6035060,0,4000000,-46892164,0,44857104,39588285,4249999,0,12653,2016685,62,5,0,23.1438,35000000,3,29750000,1,10880000,10040000,5900000,112000000,5,0,7730000,0,0,0,0
6,2024,100,0,2,34802507,21414028,64750000,19495864,'',7702307,17816213,4000000,-66402020,0,62699713,67446161,4440000,0,12441,2517725,63,6,5,22.3283,35000000,2,29750000,1,9000000,8310000,4130000,118000000,5,0,6400000,0,0,0,0
6,2025,100,0,2,36250624,28077094,64750000,21682221,'',6590921,7655733,4000000,-66430164,0,64950847,68557238,4698000,0,14595,2612742,68,6,2,24.6208,35000000,1,29750000,1,13890000,10850000,2890000,128000000,5,0,10190000,0,0,0,0
6,2026,100,0,2,42317046,27444989,64750000,21810564,'',6780256,6804309,4000000,-62930320,0,60935249,106353490,4618000,0,12210,2658460,74,6,4,26.2415,35000000,1,29750000,1,12000000,3050000,1800000,138000000,5,0,8800000,0,0,0,0
6,2027,100,0,2,41210832,38136668,67250000,22880014,'',6746243,0,8430000,-31292525,4430000,29010850,125034067,5287998,0,15826,2708613,78,6,0,29.2945,37500000,1,29750000,1,6000000,4680000,1700000,148000000,5,0,4400000,0,0,0,0
6,2028,100,0,2,47434761,39362444,67250000,23554935,'',0,0,4000000,-21443227,0,30014338,132400466,5268000,0,15933,2890392,80,6,0,30.0296,37500000,3,29750000,1,7630000,6750000,1800000,158000000,5,0,5590000,0,0,0,0
6,2029,100,0,2,31882823,41928678,67250000,23203214,'',0,0,10000000,-11538920,0,23306297,102848217,5231999,0,15686,2231175,76,6,0,33.0819,37500000,2,29750000,1,13500000,5100000,8850000,182000000,5,0,10200000,0,0,0,0
6,2030,100,0,2,30096474,36765917,67250000,22416601,'',3611763,0,7680000,-22806262,-2320000,29194499,88568232,5950000,0,14761,2140650,73,6,0,31.2346,37500000,1,29750000,2,18000000,6930000,1750000,182000000,5,0,12600000,0,0,0,0
6,2031,100,0,2,32984940,37818391,64750000,22102884,'',3663918,0,5960000,-26784592,-4040000,33379717,72547855,5115999,0,15308,2286531,69,6,0,30.9654,35000000,2,29750000,1,18000000,6910000,6110000,182000000,5,0,12600000,0,0,0,0
6,2032,100,0,2,48134488,39256019,64750000,23105771,'',5652172,0,10000000,-39187805,0,45208997,134578217,4891999,0,17005,3036638,71,6,4,28.7787,35000000,1,29750000,2,15620000,6080000,4130000,182000000,5,0,10930000,0,0,0,0
6,2033,100,0,2,38999268,36322125,64750000,22079101,'',0,0,10000000,-96062,0,10096062,142641027,5024000,0,15073,2589940,72,6,-1,29.0823,35000000,1,29750000,1,15480000,3480000,3210000,188000000,5,0,10840000,0,0,0,0
6,2034,100,0,2,27232330,31288639,64750000,21960280,'',0,0,0,6124533,0,-6124533,134319112,4930000,0,13920,2029118,72,6,0,28.8406,35000000,3,29750000,2,18000000,2110000,2670000,188000000,5,0,12600000,0,0,0,0
7,2018,100,0,1,20826302,22308858,50500000,20077639,'',0,0,3000000,-35930313,0,38930313,72592328,1712819,0,10593,1584849,58,7,0,27.2172,26000000,2,24500000,2,12267000,9583600,6961000,100000000,4,0,7360200,0,0,0,0
7,2019,100,0,1,21613149,22735661,50500000,19541779,'',2349449,0,6000000,-9186001,0,14328002,75642959,2122700,0,12475,1791406,55,7,0,24.7564,26000000,1,24500000,1,9000000,8310000,5220000,104000000,4,0,5600000,0,0,0,0
7,2020,100,0,1,14702362,19428728,50500000,18630761,'',2861048,0,4520000,-4357706,-1480000,14215794,66353178,3246320,0,11845,1429015,54,6,0,23.8843,26000000,1,24500000,3,9000000,3670000,5680000,110000000,4,0,5600000,0,0,0,0
7,2021,100,0,1,14196796,18431857,50500000,18018584,'',3892682,0,6000000,-14455035,0,16562353,52162005,4113999,0,11821,1433602,48,6,0,22.7599,26000000,3,24500000,2,9000000,1220000,7420000,97000000,4,0,5600000,0,0,0,0
7,2022,100,0,1,12784426,16006450,50500000,17503332,'',4679167,0,6000000,-22712400,0,24033233,55245308,3921999,0,10828,1284467,49,6,0,22.4146,26000000,2,24500000,1,9000000,8310000,8370000,93000000,4,0,5600000,0,0,0,0
7,2023,100,0,1,14761062,17769780,50500000,17586072,'',6035060,0,6000000,-14945295,0,15683568,65501806,5332000,0,10969,1396434,49,6,0,23.2957,26000000,1,24500000,2,6000000,4680000,6540000,95000000,4,0,4000000,0,0,0,0
7,2024,100,0,1,17073363,18627651,50500000,17456052,'',7701196,0,6000000,-20944304,0,19243108,57444013,4336000,0,10951,1473775,48,6,0,24.2242,26000000,2,24500000,1,12000000,9370000,7140000,100000000,4,0,7600000,0,0,0,0
7,2025,100,0,1,18720746,19703302,50500000,17720772,'',6589316,0,6000000,-14062295,0,17030016,60641942,4441999,0,11314,1586844,48,6,0,24.2141,26000000,1,24500000,3,12000000,9370000,3540000,104000000,4,0,7600000,0,0,0,0
7,2026,100,0,1,18919337,18863144,44500000,18362280,'',6780256,0,6000000,-18419407,0,19090015,67157508,4927999,0,10959,1621909,48,6,3,23.2951,20000000,2,24500000,2,12000000,4560000,4850000,102000000,3,0,7600000,0,0,0,0
7,2027,100,0,1,19960073,19790890,44500000,17987932,'',6746243,0,6000000,-9603225,0,9256118,70120708,5040000,0,11498,1637469,50,6,0,24.2759,20000000,1,24500000,1,12000000,9370000,6290000,102000000,3,0,7600000,0,0,0,0
