19276,20050,3,1,0
19276,13982,5,1,0
19276,3963,3,0,0
19276,1435,3,0,0
19276,17110,1,0,0
19276,2681,1,1,0
19276,10062,1,0,0
19276,20590,1,0,0
19276,16676,10,2,0
19276,10155,4,2,0
19276,4014,1,0,0
19276,13083,7,2,0
19276,18999,3,0,0
19276,3986,2,1,0
19276,11448,4,1,1
19276,15343,9,2,0
19276,815,9,2,0
19276,457,3,0,0
19276,13020,7,3,0
19276,15577,8,3,0
19276,10585,1,0,0
19276,12077,7,3,0
19276,15605,8,3,0
19276,13890,11,4,0
19276,16888,9,4,0
19276,15042,5,2,0
19276,13039,10,2,0
19276,19886,11,4,0
19276,15063,7,2,0
19276,12879,5,2,0
19276,16585,9,3,0
19276,12880,1,0,0
19276,17717,3,0,0
19276,7948,2,0,0
19276,13716,4,1,0
19276,8248,3,1,0
19276,19302,8,1,0
19276,804,1,0,0
19276,7832,1,0,0
19276,1315,3,1,0
19276,9953,2,0,0
19276,1306,8,2,0
19276,6900,1,1,0
19276,15116,19,7,0
19276,4546,3,2,0
19276,24191,8,4,0
19276,9401,3,1,0
19276,9951,10,4,0
19276,18987,12,1,0
19276,16018,2,0,0
19276,17341,5,1,0
19276,10517,2,1,0
19276,9323,4,2,0
19276,22627,5,1,0
19276,23221,3,2,0
19276,9775,7,3,0
19276,12473,1,0,0
19276,9206,1,1,0
19276,9881,1,0,0
19276,15847,3,0,0
19276,6400,2,2,0
19276,16415,5,3,0
19276,12657,5,2,0
19276,497,6,2,0
19276,10595,1,0,0
19276,15983,2,2,0
19276,19004,2,0,0
19276,18977,5,2,0
19276,12630,2,0,0
19276,18014,5,0,0
19276,9848,1,0,0
19276,11319,2,0,0
19276,18787,1,0,0
19276,16556,6,2,0
19276,15138,7,3,0
19276,14744,11,4,0
19276,9924,2,1,0
19276,2395,3,2,0
19276,17013,1,0,0
19276,9961,1,0,0
19276,15981,3,0,0
19276,17160,4,1,0
19276,14970,4,2,0
19276,17945,9,3,0
19276,11352,3,0,0
19276,10168,2,0,0
19276,22010,4,1,0
19276,16874,2,0,0
19276,452,13,6,1
19276,3354,11,2,0
19276,16783,1,1,0
19276,18732,1,0,0
19276,1353,6,3,0
19276,18232,1,0,0
19276,11714,1,0,0
19276,15035,1,1,0
19276,14286,9,4,0
19276,17203,1,0,0
19276,18598,1,0,0
19276,3304,26,12,1
19276,16794,3,1,0
19276,16593,8,2,0
19276,14322,2,1,0
19276,9667,9,4,0
19276,2419,1,0,0
19276,21954,6,3,0
19276,14765,3,0,0
19276,19273,6,2,0
19276,23158,8,2,0
19276,4335,6,3,1
19276,12602,4,1,0
19276,12776,8,5,1
19276,20515,13,4,0
19276,14783,8,3,0
19276,9845,2,0,0
19276,18225,14,1,0
19276,11412,23,9,0
19276,14459,2,0,0
19276,18367,3,0,0
19276,6452,1,0,0
19276,9272,8,2,0
19276,12943,1,0,0
19276,16729,10,2,0
19276,15331,3,1,0
19276,19306,3,0,0
19276,15361,2,0,0
19276,20104,6,1,0
19276,16851,2,0,0
19276,14603,9,2,1
19276,2032,1,1,0
19276,9835,2,1,0
19276,12903,12,5,0
19276,21772,11,4,1
19276,11170,3,1,0
19276,12402,4,2,0
19276,19861,1,1,0
19276,19209,4,2,0
19276,15696,2,0,0
19276,18538,1,0,0
19276,13009,2,0,0
19276,22628,6,2,0
19276,12718,2,1,0
19276,16526,2,1,0
19276,19373,6,2,0
19276,7831,4,0,0
19276,10015,20,6,0
19276,23197,3,3,0
19276,19430,2,0,0
19276,16249,10,0,0
19276,20357,6,3,0
19276,15544,1,0,0
19276,13745,3,1,0
19276,16641,3,0,0
19276,5555,2,0,0
19276,18792,6,2,0
19276,18514,8,5,0
19276,17746,6,1,0
19276,4564,2,1,0
19276,3969,2,0,0
19276,15430,3,0,0
19276,20428,2,1,0
19276,22434,1,0,0
19276,13975,1,1,0
19276,14855,2,1,0
19276,21613,1,1,0
19276,17302,3,1,0
19276,18908,8,1,0
19276,17297,1,0,0
19276,11787,6,0,0
19276,14256,1,1,0
19276,23038,9,3,0
19276,11527,3,1,0
19276,19848,4,1,0
19276,18975,6,2,0
19276,19140,1,0,0
19276,17518,4,3,0
19276,14381,4,1,0
19276,7147,2,0,0
19276,16008,3,0,0
19276,11723,4,0,0
19276,18486,2,0,0
19276,25228,6,3,0
19276,14722,1,1,0
19276,21783,3,0,0
19276,15417,2,0,0
19276,20308,2,0,0
19276,13329,1,0,0
19276,7482,3,0,0
19276,11743,1,0,0
19276,14501,2,0,0
19276,6230,1,0,0
19276,18212,2,0,0
19276,17045,1,1,0
19276,20265,4,2,0
19276,17227,4,1,0
19276,25226,1,1,0
19276,5580,2,0,0
19276,16914,2,1,0
19276,18804,1,0,0
19276,15899,1,0,0
19276,4320,2,0,0
19276,16948,2,1,0
19276,19762,3,2,0
19276,18979,6,1,0
19276,817,2,0,0
19276,8607,1,0,0
19276,17204,2,1,0
19276,17027,4,1,0
19276,13305,1,0,0
19276,23175,1,0,0
19276,11386,3,0,0
19276,17209,2,1,0
19276,21131,7,4,0
19276,10163,2,1,0
19276,8565,3,2,0
19276,20993,1,0,0
19276,22007,5,1,0
19276,15758,3,2,0
19276,18287,1,1,0
19276,18248,3,0,0
19276,9252,1,0,0
19276,17399,1,1,0
19276,16399,1,1,0
19276,19800,1,0,0
19276,11324,1,0,0
19276,24287,6,1,0
19276,24233,3,1,0
19276,20887,1,0,0
19276,18601,1,0,0
19276,19750,2,1,0
19276,17272,2,0,0
19276,24613,2,0,0
19281,10648,1,0,0
19281,1717,2,0,0
19281,10223,1,0,0
19281,13093,3,1,0
19281,16009,2,0,0
19281,10197,2,1,0
19281,11472,2,0,0
19281,6047,1,0,0
19281,17911,1,0,0
19281,9517,1,0,0
19281,19130,1,0,0
19281,15175,2,0,0
19281,13758,1,0,0
19281,12984,4,1,0
19281,11252,2,0,0
19281,498,1,1,0
19281,10009,2,1,0
19281,3777,4,0,0
19281,9892,1,0,0
19281,14910,5,0,0
19281,16180,10,2,0
19281,20421,2,0,0
19281,11514,3,1,0
19281,10005,3,0,0
19281,16676,3,0,0
19281,18794,7,0,0
19281,7678,1,0,0
19281,1306,5,0,0
19281,13792,4,0,0
19281,14556,4,1,0
19281,10291,2,0,0
19281,9022,2,0,0
19281,11823,2,1,0
19281,16924,1,0,0
19281,16708,4,0,0
19281,497,10,0,0
