2265,2019,11,100,1,0,1,7,6,1,0,14,11,0,0,1,0,0,0,0,2,6,6,0,3,3,0,0,1,1,0,0,0,0,0,0,0.0546
2265,2020,11,100,1,0,1,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5215
2265,2021,25,100,1,0,1,7,7,0,0,37,29,0,0,0,0,0,0,0,1,7,6,0,1,1,1,1,3,3,0,0,0,0,0,0,0.2764
2265,2022,29,100,1,0,1,10,8,1,0,63,44,0,1,0,0,0,0,0,1,9,9,0,2,2,2,2,2,2,1,0,0,0,0,0,-0.0892
2265,2023,29,100,1,0,1,1,1,0,0,5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0208
2267,2018,11,100,1,0,1,13,8,4,0,55,50,0,1,1,0,0,0,0,2,9,8,1,2,2,1,0,3,3,0,0,0,0,0,0,-0.2118
2267,2019,11,100,1,0,1,13,8,5,0,56,48,0,0,1,0,0,0,0,1,8,7,0,5,5,3,2,0,0,0,0,0,0,0,0,0.0718
2267,2020,11,100,1,0,1,9,7,2,0,57,45,0,0,2,0,0,0,0,0,8,8,0,4,4,0,0,3,3,0,0,0,0,0,0,-0.0364
2267,2021,11,100,1,0,1,9,9,0,0,50,41,0,0,1,0,0,0,0,0,9,9,0,3,3,3,3,0,0,0,0,0,0,0,0,0.0718
2267,2022,11,100,1,0,1,4,1,2,0,28,23,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1348
2267,2023,11,100,1,0,1,9,8,1,0,52,43,0,0,0,0,0,0,0,1,8,8,0,5,5,1,0,2,1,0,0,0,0,0,0,-0.4081
2267,2024,11,100,1,0,1,8,6,2,0,34,27,0,0,0,0,0,0,0,2,7,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0.2465
2267,2025,26,100,1,0,1,15,13,2,0,83,66,0,0,1,0,0,0,0,1,13,13,0,4,4,4,2,1,0,0,0,0,0,0,0,-0.4765
