19841,100,0,3,0,"2033-9-28",NULL
19841,100,1,1,1,"2033-9-28","2033-10-2"
19841,102,1,4,1,"2034-5-16","2034-5-25"
19841,102,2,1,1,"2034-7-4","2034-7-7"
19841,102,3,3,1,"2034-8-20","2034-8-27"
19841,102,0,2,0,"2034-8-29",NULL
19842,107,0,22,1,"2027-4-26","2028-4-4"
19842,107,1,8,1,"2027-4-28","2027-5-7"
19842,107,3,8,1,"2027-4-29","2027-5-8"
19842,107,2,2,1,"2027-5-4","2027-5-7"
19843,108,0,12,1,"2026-4-2","2026-4-17"
19843,108,1,10,1,"2026-4-3","2026-4-16"
19843,108,3,13,1,"2026-4-17","2026-5-5"
19843,108,2,3,1,"2027-4-4","2027-4-7"
19843,108,0,1,0,"2029-5-26",NULL
19843,105,0,6,1,"2029-7-2","2029-7-11"
19843,105,1,4,1,"2029-7-16","2029-7-22"
19843,105,3,4,1,"2029-7-22","2029-7-27"
19843,105,2,1,1,"2029-7-24","2029-7-25"
19843,105,0,5,0,"2029-9-3",NULL
19843,105,1,5,0,"2029-9-3",NULL
19843,105,3,2,0,"2029-9-7",NULL
19843,105,2,1,0,"2029-9-8",NULL
19843,104,0,5,1,"2030-7-16","2030-7-23"
19843,104,3,2,1,"2030-7-18","2030-7-22"
19843,104,1,3,1,"2030-9-11","2030-9-16"
19843,104,2,1,1,"2030-9-14","2030-9-15"
19843,103,1,4,1,"2031-7-30","2031-8-4"
19843,103,0,8,1,"2031-8-11","2031-8-21"
19843,103,3,5,1,"2031-8-24","2031-9-2"
19843,103,2,1,1,"2031-8-29","2031-9-2"
19843,101,1,5,1,"2033-4-14","2033-4-22"
19843,101,0,10,1,"2033-6-2","2033-6-16"
19843,100,0,4,1,"2033-9-9","2033-9-25"
19843,100,1,4,1,"2033-9-13","2034-6-30"
19843,101,3,4,1,"2034-4-21","2034-4-26"
19843,100,3,2,1,"2034-7-10","2034-9-26"
19843,100,2,1,1,"2034-7-12","2034-9-26"
19843,101,2,1,1,"2034-7-14","2034-7-15"
19843,101,0,2,0,"2034-8-28",NULL
19843,101,3,1,0,"2034-8-30",NULL
19843,101,1,1,0,"2034-8-30",NULL
19844,108,3,4,1,"2026-5-1","2026-5-6"
19844,108,0,15,1,"2026-5-22","2027-4-18"
19844,108,2,2,1,"2027-5-3","2027-5-5"
