12117,107,264,284,260,"2034-4-20",1905,0,1,0,9,7,4,10,9,1,1,7957,26732,7943,7957,26732
12118,107,281,267,258,"2034-4-24",1905,0,1,0,9,5,6,11,10,0,1,28279,6912,27378,28343,5959
12119,107,281,267,231,"2034-4-25",1905,0,1,0,9,7,5,13,11,1,0,7660,27378,7569,7697,7410
12120,107,281,267,268,"2034-4-26",1305,0,1,0,9,2,3,10,9,1,2,6575,7569,0,7661,26790
12121,107,258,273,268,"2034-4-24",1905,0,1,0,9,8,2,16,6,1,3,28264,6625,0,28264,6625
12122,107,258,273,231,"2034-4-25",1905,0,1,0,9,8,2,11,8,4,3,26775,26855,9798,26775,26855
12123,107,258,273,260,"2034-4-26",1305,0,1,0,9,4,7,9,10,0,2,27377,9804,7424,9804,27377
12124,107,285,280,243,"2034-4-24",1905,0,1,0,9,11,3,11,12,1,3,27374,8354,0,28211,8354
12125,107,285,280,276,"2034-4-25",1905,0,1,0,9,5,0,11,5,2,3,26786,7051,7646,26786,7051
12126,107,285,280,263,"2034-4-26",1905,0,1,0,9,15,1,15,7,3,4,7804,8300,0,7804,8300
12127,107,266,271,240,"2034-4-24",1905,0,1,0,11,1,2,9,8,2,0,27950,9789,0,9712,6997
12128,107,266,271,248,"2034-4-25",1905,0,1,0,9,5,3,9,7,2,2,9760,27951,9729,9734,6225
12129,107,266,271,248,"2034-4-26",1405,0,1,0,9,4,8,7,13,1,0,26795,26776,27950,26776,7007
12130,107,272,269,251,"2034-4-24",1905,0,1,0,9,3,11,6,12,3,2,25355,8200,0,8200,25355
12131,107,272,269,252,"2034-4-25",1905,0,1,0,9,12,3,9,11,1,4,26720,27380,0,26720,27380
12132,107,272,269,266,"2034-4-26",1905,0,1,0,9,3,8,9,9,1,0,27938,8026,0,6972,6346
12133,107,282,278,273,"2034-4-24",1905,0,1,0,9,12,0,15,4,0,1,7358,6649,7345,7358,6649
12134,107,282,278,236,"2034-4-25",1905,0,1,0,9,12,7,18,11,1,2,5631,6675,9694,5631,6675
12135,107,282,278,227,"2034-4-26",1905,0,1,0,9,2,1,7,6,1,3,7333,25330,9693,8465,6619
12136,107,265,288,259,"2034-4-24",1905,0,1,0,12,3,2,6,11,0,1,6282,27328,0,6283,5478
12137,107,265,288,240,"2034-4-25",1905,0,1,0,9,8,6,8,11,2,4,7089,27458,27947,7073,5742
12138,107,265,288,272,"2034-4-26",1905,0,1,0,9,6,4,13,9,0,3,7049,28293,27318,7049,28293
12139,107,270,275,263,"2034-4-24",1905,0,1,0,9,1,6,7,12,5,3,6019,7306,0,7306,6019
12140,107,275,270,244,"2034-4-25",1905,0,1,0,9,0,3,3,11,1,0,8257,26738,28204,26738,8257
12141,107,275,270,236,"2034-4-26",1905,0,1,0,9,3,4,7,12,3,2,8223,5980,0,5949,28332
12142,107,276,259,248,"2034-4-24",1905,0,1,0,9,9,4,12,5,2,0,26880,28269,5947,26880,28269
12143,107,276,259,283,"2034-4-25",1905,0,1,0,9,7,2,13,7,0,2,26879,26716,5557,26879,26716
12144,107,276,259,257,"2034-4-26",1905,0,1,0,9,5,6,7,11,2,2,28205,27979,26845,27391,7224
12145,107,257,287,256,"2034-4-24",1905,0,1,0,9,4,2,8,10,0,0,5761,7264,5775,5761,7264
12146,107,257,287,252,"2034-4-25",1905,0,1,0,9,5,4,7,10,1,3,27970,27379,6132,27970,6501
12147,107,257,287,280,"2034-4-26",1905,0,1,0,11,6,4,10,7,3,6,6132,6410,0,5779,6508
12148,107,286,279,261,"2034-4-24",1905,0,1,0,9,4,3,5,10,3,2,27945,27122,25360,27945,26884
12149,107,286,279,245,"2034-4-25",1905,0,1,0,9,9,2,10,8,1,2,27946,26806,0,27946,27394
12150,107,286,279,237,"2034-4-26",1405,0,1,0,9,8,2,14,5,1,1,27944,28362,28282,27944,28362
12151,107,268,283,255,"2034-4-24",1905,0,1,0,9,0,9,5,11,2,3,28294,28270,0,28270,26741
12152,107,268,283,290,"2034-4-25",1905,0,1,0,11,2,3,8,12,0,0,28294,26781,0,27431,27329
12153,107,268,283,277,"2034-4-26",1905,0,1,0,10,6,3,10,13,2,6,25717,27991,7176,28336,27991
12154,107,277,261,224,"2034-4-24",1905,0,1,0,11,3,4,10,11,2,5,5675,27957,0,27385,5691
12155,107,277,261,222,"2034-4-25",1905,0,1,0,9,2,3,7,6,2,2,28290,6066,5676,6066,28290
12156,107,277,261,229,"2034-4-26",1905,0,1,0,9,2,3,8,8,3,1,6100,6577,27325,6577,6100
12157,107,262,274,241,"2034-4-24",1905,0,1,0,9,7,6,9,7,3,3,28223,7076,5930,5948,27432
12158,107,262,274,235,"2034-4-25",1305,0,1,0,9,7,8,10,13,7,0,26782,5930,0,5909,26782
12159,107,262,274,229,"2034-4-26",1905,0,1,0,10,8,7,17,16,0,0,5930,27306,5880,26870,27306
12160,107,263,284,198,"2034-4-24",1905,0,1,0,9,5,4,10,9,1,0,6889,7329,7943,6889,7329
12161,107,263,284,213,"2034-4-25",1905,0,1,0,9,3,2,7,6,0,3,6882,8374,7943,6882,8374
12162,107,263,284,212,"2034-4-26",1905,0,1,0,9,1,6,7,7,2,3,28331,7957,0,7957,28331
12163,107,260,264,245,"2034-4-24",1905,0,1,0,9,1,0,6,6,1,0,6186,25671,6694,6186,25671
12164,107,260,264,234,"2034-4-25",1905,0,1,0,9,1,11,4,11,1,0,28354,28221,27963,28221,28354
12165,107,260,264,211,"2034-4-26",1905,0,1,0,9,5,4,9,8,1,1,6690,25735,6694,26732,26799
12166,107,270,282,253,"2034-4-27",1905,0,1,0,13,12,10,18,21,4,5,27312,5980,0,7523,27977
12167,107,270,282,259,"2034-4-28",1305,0,1,0,9,3,10,10,13,3,2,28357,6676,0,6676,28357
12168,107,270,282,286,"2034-4-29",1905,0,1,0,9,5,3,12,8,4,1,6649,6019,0,6649,6019
