17108,155,13595,12,0,2,1,5,0,0,0,0,0,7,4,2,0,0,0,0,7
17108,155,9860,12,0,3,0,4,0,1,0,0,0,9,5,1,0,0,0,0,7
17108,172,14603,12,0,1,2,6,0,0,0,1,0,1,-1,2,0,0,0,0,4
17108,172,14603,12,0,0,2,1,0,0,0,1,0,3,-1,2,0,0,0,0,4
17108,172,14603,12,0,1,0,5,0,0,0,1,0,6,2,0,0,0,0,0,4
17108,172,3435,12,0,3,2,5,0,0,0,1,0,8,2,0,0,0,0,0,4
17108,198,16618,12,0,1,1,5,0,0,0,1,0,2,1,0,0,0,0,0,7
17108,198,16618,12,0,3,1,2,1,0,0,1,0,4,1,2,0,0,0,0,7
17108,198,16618,12,0,1,2,5,1,1,0,1,0,6,2,0,0,0,0,0,7
17108,198,8855,12,0,0,1,10,0,0,0,1,0,8,-1,2,0,0,0,0,7
17108,215,12984,12,0,2,2,4,1,0,0,1,0,2,0,1,0,0,0,0,7
17108,215,12984,12,0,0,2,1,0,0,0,1,0,5,0,0,0,0,0,0,7
17108,215,10181,12,1,2,1,5,1,0,1,1,0,7,-1,1,0,0,1,0,7
17108,215,20532,12,0,1,2,4,0,0,0,1,0,9,-2,1,0,0,0,0,7
17108,225,18116,12,0,2,2,7,1,0,0,1,0,1,0,2,0,0,1,1,4
17108,225,18116,12,0,1,0,4,0,0,0,1,0,3,2,1,0,0,0,0,4
17108,225,15492,12,0,0,0,4,1,0,0,0,0,5,4,0,0,0,0,1,4
17108,225,10002,12,0,0,2,1,0,0,0,0,0,7,6,0,0,0,0,0,4
17108,242,23158,12,0,2,2,6,1,0,0,1,0,2,-2,0,0,0,0,1,7
17108,242,23158,12,0,1,0,5,1,0,0,1,0,3,1,2,0,0,0,0,7
17108,242,14722,12,0,1,1,6,0,0,0,1,0,6,1,0,0,0,0,1,7
17108,242,12758,12,0,1,0,4,1,0,0,0,0,7,5,0,0,0,0,0,7
17108,254,3304,12,0,1,1,9,0,0,0,1,0,2,-2,2,0,0,1,1,7
17108,254,3304,12,0,0,2,1,1,0,0,1,0,4,-2,2,0,0,0,0,7
17108,254,3304,12,0,2,2,6,1,1,0,1,0,6,-3,2,0,0,0,0,7
17108,265,11719,12,0,1,2,1,1,1,0,1,0,2,-3,1,0,0,0,0,7
17108,265,11719,12,0,0,0,5,0,0,0,1,0,4,-2,1,0,0,0,0,7
17108,265,17945,12,0,0,1,4,1,0,0,1,0,6,-2,2,0,0,0,0,7
17108,265,9157,12,0,2,1,5,0,1,0,0,0,9,-4,1,0,0,0,0,7
17108,290,17717,12,0,1,0,6,1,1,0,1,0,1,2,2,0,0,1,0,7
17108,290,17717,12,0,0,0,5,0,0,0,1,0,3,1,2,0,0,0,0,7
17108,306,24233,12,0,1,0,4,0,1,0,1,0,1,0,1,0,0,0,0,3
17108,306,24233,12,1,1,0,5,1,0,1,1,0,3,1,0,0,0,1,0,3
